,0
P7 Mono:939,0.008423472509206826
P2:8981,0.0077587391574345434
P1:20300,0.0070644843245712815
P1:6131,0.006901866392967054
P1:22913,0.006723130136493431
P1:764,0.006550123104418855
P1:22904,0.0060272834055401445
P1:9841,0.005984023061887853
P1:9862,0.005476361854614867
P1:9908,0.005244058176805476
P1:7608,0.005234573577546722
P4:5521,0.005217318894312648
P1:5869,0.005100530727110064
MFI:150,0.004438693476891598
P1:21497,0.004306397367339687
P1:7532,0.004043879053283952
P3:30,0.003696428823992652
P1:731,0.0036630110308994474
P1:22241,0.003598691835139068
P7 Mono:92,0.003555963672981178
MFI:225,0.0035508763533822277
P6:100,0.003526852890615147
P3:7486,0.003496650725362648
P2:26123,0.00341224332158237
P2:9807,0.0034048533300699317
MFI:469,0.0033975577597640523
P5 gd:857,0.003366370605121237
P2:9289,0.003331711970267216
P1:25684,0.003292595767806789
Lin:49,0.0031545854122189266
P1:11755,0.003153772915271461
P1:9868,0.003104199531902909
MFI:6,0.00306901328094474
P1:931,0.0029328258939645244
P1:2215,0.002916289432438822
P1:12845,0.002901250940572333
P1:22916,0.002876212467238785
P1:9707,0.002844083757273326
P7 Mono:1287,0.0027783715261709254
P5 gd:551,0.002777671083631658
P5 gd:34,0.002753302367004239
MFI:567,0.0027505659072119904
P2:23012,0.002745344252404907
P1:12687,0.0026358415767141624
P5 gd:1867,0.0026271589190502167
P6 earlyB:242,0.0025613245382233455
P3:85,0.0024891221748017077
P1:5375,0.0024860544603278172
MFI:286,0.0024831790827609733
P5 gd:1481,0.0024651281981120177
P7 Mono:4162,0.002453306697083756
P1:22156,0.0024343260607790143
P2:25572,0.0024216140657013145
P2:25475,0.0024183719012792477
P1:22471,0.0024134266163396392
P1:26068,0.0023893487389898436
P2:26075,0.0023334674404008565
P2:7001,0.002295009921782727
MFI:488,0.0022908585032128527
P1:7779,0.002287994200773013
P1:4019,0.002284942717916093
P2:9702,0.0022830022424730994
P2:665,0.0022405867326439734
P7:126,0.0022352053942547704
P1:22214,0.0022302491140993547
P1:22861,0.0022234604276865763
P5 gd:1658,0.002195441643777654
