,coef_weight_0,coef_weight_1,coef_weight_2,coef_weight_3,coef_weight_4,coef_weight_mean,label,abs(cwm)
3071,0.39169270654323946,0.2608370198588525,0.22610572700440357,0.24126188163116521,0.20151519846574448,0.264282506700681,P4:5530,0.264282506700681
2915,0.2471091596978804,0.2947482951376846,0.15279422114745564,0.21000381817234015,0.02494760851919879,0.18592062053491193,P4:6227,0.18592062053491193
1884,0.2347726182510919,0.14863261207366332,0.15103507698694651,0.16516571223597604,0.17182185314927462,0.17428557453939048,P5 gd:632,0.17428557453939048
3045,-0.12982860251166328,-0.19639516386110853,-0.18945327663540987,-0.21754402875727943,-0.09182263758467331,-0.1650087418700269,P4:5572,0.1650087418700269
3085,-0.1156101131776125,-0.21276077655091494,-0.18976168735969434,-0.22208145884734248,-0.082337831950766,-0.16451037357726603,P4:5491,0.16451037357726603
2315,-0.20375423189061684,-0.08807912711358579,-0.20062271479521654,-0.08044853708792797,-0.17051504900314735,-0.1486839319780989,P5 gd:1727,0.1486839319780989
2250,-0.07537062995526884,-0.1327803356020275,-0.1870653530239676,-0.09478334387038227,-0.2176159940146978,-0.14152313129326882,P5 gd:1867,0.14152313129326882
2258,0.06203639128805063,0.1456072981201598,0.17274702749277204,0.09647237639165789,0.22229810868667252,0.13983224039586256,P5 gd:1852,0.13983224039586256
14624,-0.19272367077850383,-0.15685754478333533,-0.06967551025888988,-0.08599797090154325,-0.19359799760220917,-0.1397705388648963,P1:20365,0.1397705388648963
1844,0.16505794685263406,0.1557338190900698,0.1484015427197161,0.09539703790918537,0.13053542049156414,0.13902515341263388,P5 gd:692,0.13902515341263388
3062,0.23376598347395783,0.22430872946202693,0.050313133438984664,0.07558996000035247,0.09883375292161055,0.1365623118593865,P4:5539,0.1365623118593865
1838,0.16294025538573026,0.11260484457546426,0.13790678796454164,0.12371986351222455,0.14310142650029006,0.13605463558765013,P5 gd:7,0.13605463558765013
15497,-0.15583591271573352,-0.04403430587698243,-0.1837164746454383,-0.1251229014211601,-0.11558866073648603,-0.12485965107916006,MFI:92,0.12485965107916006
1850,0.18257886932764375,0.08235532180503954,0.16724946273231026,0.07864998373506873,0.10979657564308179,0.12412604264862881,P5 gd:683,0.12412604264862881
1940,0.13040255722217137,0.10813276476813531,0.0,0.2056933340654706,0.16805326719557553,0.12245638465027057,P5 gd:524,0.12245638465027057
2254,-0.10627441081425221,-0.09390709314376727,-0.15443885627436624,-0.07974875275157929,-0.17738648223642658,-0.12235111904407832,P5 gd:1859,0.12235111904407832
1924,0.1634563418423622,0.1688579144063941,0.044036876890512895,0.10128676417916477,0.10445836319406548,0.1164192521024999,P5 gd:551,0.1164192521024999
2368,0.16675352300177507,0.06928274858555164,0.048043817077250354,0.12011096406075757,0.17307173355305372,0.11545255725567767,P5 gd:1513,0.11545255725567767
15691,-0.04614542465026631,-0.14936416928279006,-0.09422772174181196,-0.148144494548519,-0.12917348522612013,-0.1134110590899015,MFI:469,0.1134110590899015
3110,-0.05804139215813506,-0.15153683510796798,-0.17781109855928434,-0.14284687121829615,-0.036473618691364,-0.1133419631470095,P4:5329,0.1133419631470095
13978,-0.13983983813414816,-0.00706814560793505,-0.07467171257481005,-0.1480450461392042,-0.18371566029269495,-0.11066808054975848,P1:22213,0.11066808054975848
2235,-0.04552591507557609,-0.1009087669703298,-0.16031775777744398,-0.07660217090027895,-0.1482368499497541,-0.10631829213467658,P5 gd:1895,0.10631829213467658
2334,-0.06627973108804745,-0.09151219764603064,-0.14020343103117497,-0.055158753821466726,-0.15864343672283956,-0.10235951006191187,P5 gd:1640,0.10235951006191187
1903,0.12509841844006597,0.07991953554139827,0.08758932488339925,0.09914655664838216,0.1042055867360485,0.09919188444985884,P5 gd:596,0.09919188444985884
1622,0.06078608870981268,0.0899981182928797,0.09853588875575747,0.1582993060652716,0.0842079172862769,0.09836546382199968,P6 earlyB:166,0.09836546382199968
15730,0.16736751424786292,0.09739546700347432,0.04736506314630649,0.060237082571302496,0.11884034475716339,0.09824109434522192,MFI:414,0.09824109434522192
2337,0.021635078623010277,0.055733755339004126,0.1728846795632397,0.069940537272139,0.16178811502583076,0.09639643316464477,P5 gd:1625,0.09639643316464477
1109,-0.0652606970976961,-0.053816190077172796,-0.18246041098847812,-0.1490575847956035,0.0,-0.0901189765917901,P7 Mono:3409,0.0901189765917901
2584,0.16468297707656174,0.07143478739893404,0.08193676717607305,0.03572625849837498,0.09630373929436091,0.09001690588886094,P5 NKT:96,0.09001690588886094
9845,-0.08219663051384407,-0.1954734391808957,-0.06975192690569988,-0.0180604967822452,-0.08456959253487481,-0.09001041718351192,P2:20434,0.09001041718351192
3144,0.007189700928443197,0.054077105869915536,0.1153503622716408,0.14272494382537415,0.1293660068858388,0.0897416239562425,P4:4904,0.0897416239562425
3046,-0.03466633376576824,-0.08442722877991453,-0.13582994265934062,-0.1259873542396801,-0.06591284076990549,-0.0893647400429218,P4:5571,0.0893647400429218
14639,-0.18015984945596764,-0.08235712613727991,-0.03732492580511573,-0.055087054261107375,-0.09052278817329325,-0.08909034876655278,P1:20308,0.08909034876655278
3167,0.000915455008073039,0.061256934400342286,0.10849842616790148,0.1180311353832255,0.1546811513807523,0.08867662046805894,P4:4669,0.08867662046805894
15792,0.09842948756654549,0.07291416269379392,0.1115681595564485,0.0883053626361224,0.07043695175276032,0.08833082484113412,MFI:291,0.08833082484113412
2370,0.09998813989662113,0.08075091811034872,0.07636099622521003,0.0879100590755515,0.09447952668335236,0.08789792799821675,P5 gd:1510,0.08789792799821675
2048,0.11228509577247152,0.01621134571535309,0.005876122849437687,0.14363455608944228,0.14046266966343166,0.08369395801802726,P5 gd:297,0.08369395801802726
2298,-0.10609626962415823,-0.08035335158378665,-0.08575564530421567,-0.08189142155397668,-0.053765618469510945,-0.08157246130712964,P5 gd:177,0.08157246130712964
5035,-0.16142255031455102,-0.09668324737673493,0.0,-0.12892323256759253,-0.002653174883645616,-0.07793644102850482,P3:4024,0.07793644102850482
1915,0.07243351764270087,0.09721705050457126,0.09149689978424748,0.04272644952656137,0.07546573739631024,0.07586793097087824,P5 gd:565,0.07586793097087824
10916,0.10576225236332325,0.08744728553218961,0.052415791558355844,0.08861483738190953,0.04276198699398993,0.07540043076595364,P1:9358,0.07540043076595364
2081,0.03126360922694536,0.10025712929813453,0.0,0.11881180825290676,0.1203267177207815,0.07413185289975363,P5 gd:2176,0.07413185289975363
3159,-0.009639097526737708,-0.08532565107380857,-0.10434833706762692,-0.10627428454813335,-0.05595668591600391,-0.07230881122646209,P4:4790,0.07230881122646209
10729,0.06904461400866278,0.08048277126564539,0.04400464196887229,0.05732406471909442,0.10965960847871482,0.07210314008819793,P1:9919,0.07210314008819793
15596,0.14897862692538885,0.055706479229628826,0.13861718348369365,0.0027552574178395465,0.014440962608324708,0.07209970193297513,MFI:587,0.07209970193297513
14609,-0.14366502562881658,-0.10274277483633079,0.0,-0.03374170716539228,-0.07818431228652473,-0.07166676398341287,P1:20392,0.07166676398341287
2561,0.0,-0.07829165704519363,-0.0765179823525764,-0.12535789765553526,-0.07809867961263761,-0.0716532433331886,P5 gd:1121,0.0716532433331886
15434,-0.08458035549823617,-0.05652145411673327,-0.037696385621572306,-0.10057887527652436,-0.07256403297129495,-0.0703882206968722,P1:10321,0.0703882206968722
15658,-0.0829792068868895,-0.12545726169536126,-0.09422357774262659,-0.04658870058555407,0.0,-0.0698497493820863,MFI:510,0.0698497493820863
15326,-0.08930283862410064,-0.0417536780617089,-0.04028067635372948,-0.08921946696182982,-0.08581911710700281,-0.06927515542167433,P1:11047,0.06927515542167433
15071,0.0,-0.1401157665002541,-0.05740363432137005,-0.11645718774768116,-0.024947635299698623,-0.06778484477380078,P1:12687,0.06778484477380078
13822,-0.11819819234005938,-0.08399088172390896,-0.053912456030428456,-0.013603728788547393,-0.0689270200190826,-0.06772645578040534,P1:22700,0.06772645578040534
15396,-0.07364454969398998,-0.049702459648144334,-0.038077987696800465,-0.07462133958893567,-0.0936016481475225,-0.06592959695507858,P1:10563,0.06592959695507858
