,C,fit_intercept,l1_ratio,max_iter,n_jobs,penalty,solver,avg_neg_mae
0,0.05,True,0.05,100,15,elasticnet,saga,-0.37453906935908693
1,0.05,True,0.1,100,15,elasticnet,saga,-0.37524143985952596
2,0.05,True,0.15000000000000002,100,15,elasticnet,saga,-0.379708077260755
3,0.05,True,0.2,100,15,elasticnet,saga,-0.37748024582967515
4,0.05,True,0.25,100,15,elasticnet,saga,-0.37748024582967515
5,0.05,True,0.3,100,15,elasticnet,saga,-0.37748024582967515
6,0.05,True,0.35000000000000003,100,15,elasticnet,saga,-0.37748024582967515
7,0.05,True,0.4,100,15,elasticnet,saga,-0.37748024582967515
8,0.05,True,0.45,100,15,elasticnet,saga,-0.37748024582967515
9,0.05,True,0.5,100,15,elasticnet,saga,-0.37748024582967515
10,0.05,True,0.55,100,15,elasticnet,saga,-0.37748024582967515
11,0.05,True,0.6000000000000001,100,15,elasticnet,saga,-0.37748024582967515
12,0.05,True,0.6500000000000001,100,15,elasticnet,saga,-0.37748024582967515
13,0.05,True,0.7000000000000001,100,15,elasticnet,saga,-0.37748024582967515
14,0.05,True,0.7500000000000001,100,15,elasticnet,saga,-0.37748024582967515
15,0.05,True,0.8,100,15,elasticnet,saga,-0.37748024582967515
16,0.05,True,0.8500000000000001,100,15,elasticnet,saga,-0.37748024582967515
17,0.05,True,0.9000000000000001,100,15,elasticnet,saga,-0.37748024582967515
18,0.1,True,0.05,100,15,elasticnet,saga,-0.39082528533801575
19,0.1,True,0.1,100,15,elasticnet,saga,-0.3804543459174715
20,0.1,True,0.15000000000000002,100,15,elasticnet,saga,-0.3745171202809482
21,0.1,True,0.2,100,15,elasticnet,saga,-0.37673397717295876
22,0.1,True,0.25,100,15,elasticnet,saga,-0.3781935908691835
23,0.1,True,0.3,100,15,elasticnet,saga,-0.3811786654960492
24,0.1,True,0.35000000000000003,100,15,elasticnet,saga,-0.378972783143108
25,0.1,True,0.4,100,15,elasticnet,saga,-0.37748024582967515
26,0.1,True,0.45,100,15,elasticnet,saga,-0.37748024582967515
27,0.1,True,0.5,100,15,elasticnet,saga,-0.37748024582967515
28,0.1,True,0.55,100,15,elasticnet,saga,-0.37748024582967515
29,0.1,True,0.6000000000000001,100,15,elasticnet,saga,-0.37748024582967515
30,0.1,True,0.6500000000000001,100,15,elasticnet,saga,-0.37748024582967515
31,0.1,True,0.7000000000000001,100,15,elasticnet,saga,-0.37748024582967515
32,0.1,True,0.7500000000000001,100,15,elasticnet,saga,-0.37748024582967515
33,0.1,True,0.8,100,15,elasticnet,saga,-0.37748024582967515
34,0.1,True,0.8500000000000001,100,15,elasticnet,saga,-0.37748024582967515
35,0.1,True,0.9000000000000001,100,15,elasticnet,saga,-0.37748024582967515
36,0.15000000000000002,True,0.05,100,15,elasticnet,saga,-0.39603819139596136
37,0.15000000000000002,True,0.1,100,15,elasticnet,saga,-0.38785118525021944
38,0.15000000000000002,True,0.15000000000000002,100,15,elasticnet,saga,-0.37898375768217735
39,0.15000000000000002,True,0.2,100,15,elasticnet,saga,-0.3767449517120281
40,0.15000000000000002,True,0.25,100,15,elasticnet,saga,-0.3759877085162423
41,0.15000000000000002,True,0.3,100,15,elasticnet,saga,-0.37379280070237053
42,0.15000000000000002,True,0.35000000000000003,100,15,elasticnet,saga,-0.38042142230026343
43,0.15000000000000002,True,0.4,100,15,elasticnet,saga,-0.37818261633011413
44,0.15000000000000002,True,0.45,100,15,elasticnet,saga,-0.38486611062335385
45,0.15000000000000002,True,0.5,100,15,elasticnet,saga,-0.3796861281826163
46,0.15000000000000002,True,0.55,100,15,elasticnet,saga,-0.379708077260755
47,0.15000000000000002,True,0.6000000000000001,100,15,elasticnet,saga,-0.37748024582967515
48,0.15000000000000002,True,0.6500000000000001,100,15,elasticnet,saga,-0.37748024582967515
49,0.15000000000000002,True,0.7000000000000001,100,15,elasticnet,saga,-0.37748024582967515
50,0.15000000000000002,True,0.7500000000000001,100,15,elasticnet,saga,-0.37748024582967515
51,0.15000000000000002,True,0.8,100,15,elasticnet,saga,-0.37748024582967515
52,0.15000000000000002,True,0.8500000000000001,100,15,elasticnet,saga,-0.37748024582967515
53,0.15000000000000002,True,0.9000000000000001,100,15,elasticnet,saga,-0.37748024582967515
54,0.2,True,0.05,100,15,elasticnet,saga,-0.3997366110623354
55,0.2,True,0.1,100,15,elasticnet,saga,-0.3960052677787533
56,0.2,True,0.15000000000000002,100,15,elasticnet,saga,-0.3841637401229148
57,0.2,True,0.2,100,15,elasticnet,saga,-0.3797190517998244
58,0.2,True,0.25,100,15,elasticnet,saga,-0.37526338893766464
59,0.2,True,0.3,100,15,elasticnet,saga,-0.3723002633889377
60,0.2,True,0.35000000000000003,100,15,elasticnet,saga,-0.37744732221246713
61,0.2,True,0.4,100,15,elasticnet,saga,-0.373046532045654
62,0.2,True,0.45,100,15,elasticnet,saga,-0.3774912203687445
63,0.2,True,0.5,100,15,elasticnet,saga,-0.38336259877085166
64,0.2,True,0.55,100,15,elasticnet,saga,-0.3796532045654083
65,0.2,True,0.6000000000000001,100,15,elasticnet,saga,-0.38336259877085166
66,0.2,True,0.6500000000000001,100,15,elasticnet,saga,-0.3841198419666374
67,0.2,True,0.7000000000000001,100,15,elasticnet,saga,-0.3796861281826163
68,0.2,True,0.7500000000000001,100,15,elasticnet,saga,-0.3804433713784021
69,0.2,True,0.8,100,15,elasticnet,saga,-0.37822651448639155
70,0.2,True,0.8500000000000001,100,15,elasticnet,saga,-0.37748024582967515
71,0.2,True,0.9000000000000001,100,15,elasticnet,saga,-0.37748024582967515
72,0.25,True,0.05,100,15,elasticnet,saga,-0.3982440737489025
73,0.25,True,0.1,100,15,elasticnet,saga,-0.3997036874451273
74,0.25,True,0.15000000000000002,100,15,elasticnet,saga,-0.3952260755048288
75,0.25,True,0.2,100,15,elasticnet,saga,-0.3834064969271291
76,0.25,True,0.25,100,15,elasticnet,saga,-0.38045434591747146
77,0.25,True,0.3,100,15,elasticnet,saga,-0.37821553994732215
78,0.25,True,0.35000000000000003,100,15,elasticnet,saga,-0.3738037752414398
79,0.25,True,0.4,100,15,elasticnet,saga,-0.3708296751536435
80,0.25,True,0.45,100,15,elasticnet,saga,-0.377447322212467
81,0.25,True,0.5,100,15,elasticnet,saga,-0.37895083406496927
82,0.25,True,0.55,100,15,elasticnet,saga,-0.3760096575943811
83,0.25,True,0.6000000000000001,100,15,elasticnet,saga,-0.3796971027216857
84,0.25,True,0.6500000000000001,100,15,elasticnet,saga,-0.3840978928884987
85,0.25,True,0.7000000000000001,100,15,elasticnet,saga,-0.38039947322212464
86,0.25,True,0.7500000000000001,100,15,elasticnet,saga,-0.38262730465320455
87,0.25,True,0.8,100,15,elasticnet,saga,-0.38336259877085166
88,0.25,True,0.8500000000000001,100,15,elasticnet,saga,-0.3833845478489904
89,0.25,True,0.9000000000000001,100,15,elasticnet,saga,-0.3804323968393328
90,0.3,True,0.05,100,15,elasticnet,saga,-0.3997366110623353
91,0.3,True,0.1,100,15,elasticnet,saga,-0.399725636523266
92,0.3,True,0.15000000000000002,100,15,elasticnet,saga,-0.4004389815627743
93,0.3,True,0.2,100,15,elasticnet,saga,-0.39449078138718174
94,0.3,True,0.25,100,15,elasticnet,saga,-0.3841417910447761
95,0.3,True,0.3,100,15,elasticnet,saga,-0.37821553994732227
96,0.3,True,0.35000000000000003,100,15,elasticnet,saga,-0.3782155399473222
97,0.3,True,0.4,100,15,elasticnet,saga,-0.3752853380158033
98,0.3,True,0.45,100,15,elasticnet,saga,-0.3730355575065848
99,0.3,True,0.5,100,15,elasticnet,saga,-0.3700943810359965
100,0.3,True,0.55,100,15,elasticnet,saga,-0.3752414398595259
101,0.3,True,0.6000000000000001,100,15,elasticnet,saga,-0.3789398595258998
102,0.3,True,0.6500000000000001,100,15,elasticnet,saga,-0.3715869183494293
103,0.3,True,0.7000000000000001,100,15,elasticnet,saga,-0.37750219490781395
104,0.3,True,0.7500000000000001,100,15,elasticnet,saga,-0.3789398595259
105,0.3,True,0.8,100,15,elasticnet,saga,-0.3833516242317823
106,0.3,True,0.8500000000000001,100,15,elasticnet,saga,-0.3818810359964882
107,0.3,True,0.9000000000000001,100,15,elasticnet,saga,-0.3818920105355575
108,0.35000000000000003,True,0.05,100,15,elasticnet,saga,-0.39825504828797187
109,0.35000000000000003,True,0.1,100,15,elasticnet,saga,-0.39902326602282706
110,0.35000000000000003,True,0.15000000000000002,100,15,elasticnet,saga,-0.3997036874451273
111,0.35000000000000003,True,0.2,100,15,elasticnet,saga,-0.39818920105355576
112,0.35000000000000003,True,0.25,100,15,elasticnet,saga,-0.3937554872695347
113,0.35000000000000003,True,0.3,100,15,elasticnet,saga,-0.38635864793678665
114,0.35000000000000003,True,0.35000000000000003,100,15,elasticnet,saga,-0.38115671641791044
115,0.35000000000000003,True,0.4,100,15,elasticnet,saga,-0.3774802458296751
116,0.35000000000000003,True,0.45,100,15,elasticnet,saga,-0.3745390693590869
117,0.35000000000000003,True,0.5,100,15,elasticnet,saga,-0.3738037752414399
118,0.35000000000000003,True,0.55,100,15,elasticnet,saga,-0.3686237928007024
119,0.35000000000000003,True,0.6000000000000001,100,15,elasticnet,saga,-0.3715649692712906
120,0.35000000000000003,True,0.6500000000000001,100,15,elasticnet,saga,-0.3752414398595259
121,0.35000000000000003,True,0.7000000000000001,100,15,elasticnet,saga,-0.3789398595258998
122,0.35000000000000003,True,0.7500000000000001,100,15,elasticnet,saga,-0.3745280948200176
123,0.35000000000000003,True,0.8,100,15,elasticnet,saga,-0.37676690079016684
124,0.35000000000000003,True,0.8500000000000001,100,15,elasticnet,saga,-0.3789618086040387
125,0.35000000000000003,True,0.9000000000000001,100,15,elasticnet,saga,-0.3804104477611941
126,0.4,True,0.05,100,15,elasticnet,saga,-0.3967844600526778
127,0.4,True,0.1,100,15,elasticnet,saga,-0.39975856014047406
128,0.4,True,0.15000000000000002,100,15,elasticnet,saga,-0.40267778753292366
129,0.4,True,0.2,100,15,elasticnet,saga,-0.4004170324846356
130,0.4,True,0.25,100,15,elasticnet,saga,-0.39745390693590876
131,0.4,True,0.3,100,15,elasticnet,saga,-0.3937335381913959
132,0.4,True,0.35000000000000003,100,15,elasticnet,saga,-0.3856233538191396
133,0.4,True,0.4,100,15,elasticnet,saga,-0.38337357330992095
134,0.4,True,0.45,100,15,elasticnet,saga,-0.37822651448639155
135,0.4,True,0.5,100,15,elasticnet,saga,-0.37527436347673393
136,0.4,True,0.55,100,15,elasticnet,saga,-0.37455004389815627
137,0.4,True,0.6000000000000001,100,15,elasticnet,saga,-0.3715869183494293
138,0.4,True,0.6500000000000001,100,15,elasticnet,saga,-0.3678884986830553
139,0.4,True,0.7000000000000001,100,15,elasticnet,saga,-0.3722892888498683
140,0.4,True,0.7500000000000001,100,15,elasticnet,saga,-0.37450614574187885
141,0.4,True,0.8,100,15,elasticnet,saga,-0.3774582967515364
142,0.4,True,0.8500000000000001,100,15,elasticnet,saga,-0.37599868305531164
143,0.4,True,0.9000000000000001,100,15,elasticnet,saga,-0.375274363476734
144,0.45,True,0.05,100,15,elasticnet,saga,-0.39826602282704127
145,0.45,True,0.1,100,15,elasticnet,saga,-0.3990013169446883
146,0.45,True,0.15000000000000002,100,15,elasticnet,saga,-0.4019534679543459
147,0.45,True,0.2,100,15,elasticnet,saga,-0.4033801580333626
148,0.45,True,0.25,100,15,elasticnet,saga,-0.39893546971027216
149,0.45,True,0.3,100,15,elasticnet,saga,-0.39817822651448637
150,0.45,True,0.35000000000000003,100,15,elasticnet,saga,-0.3922519754170325
151,0.45,True,0.4,100,15,elasticnet,saga,-0.3870939420544337
152,0.45,True,0.45,100,15,elasticnet,saga,-0.38337357330992095
153,0.45,True,0.5,100,15,elasticnet,saga,-0.3789618086040386
154,0.45,True,0.55,100,15,elasticnet,saga,-0.37822651448639155
155,0.45,True,0.6000000000000001,100,15,elasticnet,saga,-0.3738147497805092
156,0.45,True,0.6500000000000001,100,15,elasticnet,saga,-0.37159789288849865
157,0.45,True,0.7000000000000001,100,15,elasticnet,saga,-0.3723002633889377
158,0.45,True,0.7500000000000001,100,15,elasticnet,saga,-0.3671532045654083
159,0.45,True,0.8,100,15,elasticnet,saga,-0.3722892888498683
160,0.45,True,0.8500000000000001,100,15,elasticnet,saga,-0.37524143985952596
161,0.45,True,0.9000000000000001,100,15,elasticnet,saga,-0.37893985952589987
162,0.5,True,0.05,100,15,elasticnet,saga,-0.4004828797190518
163,0.5,True,0.1,100,15,elasticnet,saga,-0.40195346795434583
164,0.5,True,0.15000000000000002,100,15,elasticnet,saga,-0.40122914837576823
165,0.5,True,0.2,100,15,elasticnet,saga,-0.4041812993854258
166,0.5,True,0.25,100,15,elasticnet,saga,-0.4004060579455663
167,0.5,True,0.3,100,15,elasticnet,saga,-0.4004060579455663
168,0.5,True,0.35000000000000003,100,15,elasticnet,saga,-0.39743195785776997
169,0.5,True,0.4,100,15,elasticnet,saga,-0.3907813871817383
170,0.5,True,0.45,100,15,elasticnet,saga,-0.38561237928007025
171,0.5,True,0.5,100,15,elasticnet,saga,-0.38190298507462683
172,0.5,True,0.55,100,15,elasticnet,saga,-0.37821553994732215
173,0.5,True,0.6000000000000001,100,15,elasticnet,saga,-0.3774912203687445
174,0.5,True,0.6500000000000001,100,15,elasticnet,saga,-0.376009657594381
175,0.5,True,0.7000000000000001,100,15,elasticnet,saga,-0.3738147497805092
176,0.5,True,0.7500000000000001,100,15,elasticnet,saga,-0.374539069359087
177,0.5,True,0.8,100,15,elasticnet,saga,-0.3686237928007024
178,0.5,True,0.8500000000000001,100,15,elasticnet,saga,-0.3671532045654083
179,0.5,True,0.9000000000000001,100,15,elasticnet,saga,-0.3722892888498683
180,0.55,True,0.05,100,15,elasticnet,saga,-0.4012181738366989
181,0.55,True,0.1,100,15,elasticnet,saga,-0.3997475856014048
182,0.55,True,0.15000000000000002,100,15,elasticnet,saga,-0.40049385425812123
183,0.55,True,0.2,100,15,elasticnet,saga,-0.4048946444249342
184,0.55,True,0.25,100,15,elasticnet,saga,-0.4033911325724319
185,0.55,True,0.3,100,15,elasticnet,saga,-0.4004170324846356
186,0.55,True,0.35000000000000003,100,15,elasticnet,saga,-0.4018766461808604
187,0.55,True,0.4,100,15,elasticnet,saga,-0.39815627743634774
188,0.55,True,0.45,100,15,elasticnet,saga,-0.3885645302897278
189,0.55,True,0.5,100,15,elasticnet,saga,-0.38561237928007025
190,0.55,True,0.55,100,15,elasticnet,saga,-0.3811676909569798
191,0.55,True,0.6000000000000001,100,15,elasticnet,saga,-0.37748024582967515
192,0.55,True,0.6500000000000001,100,15,elasticnet,saga,-0.3774912203687445
193,0.55,True,0.7000000000000001,100,15,elasticnet,saga,-0.375274363476734
194,0.55,True,0.7500000000000001,100,15,elasticnet,saga,-0.3752853380158033
195,0.55,True,0.8,100,15,elasticnet,saga,-0.37307945566286216
196,0.55,True,0.8500000000000001,100,15,elasticnet,saga,-0.3730575065847235
