,0
P1:20711,0.015500839575269886
P4:5521,0.013428946052744634
P1:9908,0.011801814174928166
P1:9832,0.011484752028864512
MFI:225,0.010818099962659204
MFI:469,0.010724410459985035
P1:22237,0.009730545912440007
MFI:488,0.009357104165594021
P2:9288,0.007267678197546125
P7 Mono:939,0.00721175388861295
P1:731,0.006660879185467828
P5 gd:1852,0.006231103575328231
P5 gd:972,0.005406346202091057
P1:931,0.005184760434943989
P2:9750,0.004903294379876032
MFI:171,0.004856522117969258
P1:764,0.004765968851655467
P5 gd:55,0.004748435465462508
P5 gd:1714,0.004729264378169473
P2:9807,0.004700263779878029
P7 Mono:1998,0.004638973292572846
P4:82,0.00463749670020219
MFI:160,0.004605344217182263
P1:6139,0.004537793527373122
P1:9707,0.004226628399206431
MFI:91,0.004138005370429145
Lin:49,0.0040814039448228995
P2:9702,0.0040691504668573
P5 gd:93,0.004003680054023448
P2:25264,0.00394644384134419
P1:22214,0.0038081031231392347
P2:26234,0.0037455926774863603
P5 gd:551,0.0037424703574150974
P1:4514,0.003703376958912872
MFI:282,0.0036301172788658002
P7:80,0.0035501766316790723
P1:6050,0.0033628640598132027
P5 gd:7,0.0033379422145626385
P5 gd:56,0.003318904041613344
P5 gd:333,0.0031701496431474564
P1:6551,0.003148694102527765
P4:3230,0.00312140151317744
P5 gd:343,0.0031002924140633367
P7 Mono:69,0.003090287158322245
P2:21078,0.0030623120584465425
P5 gd:95,0.003029860846169715
P4:98,0.0030045770899041037
P2:6931,0.0029432794020376562
P1:9385,0.0029080712968822036
P2:26004,0.002893491509694212
P3:5441,0.0028739082430084147
Lin:23,0.002824702286223479
P3:4620,0.0027773824030898867
P7:73,0.0027738038042625416
P1:11980,0.0027697530149967215
P5 gd:524,0.002759840788835191
P2:13272,0.0027493824433894535
P4:5532,0.0027446281970478124
Lin:4,0.0027387870446045574
P3:386,0.0026921157226280413
MFI:98,0.0026239658879687014
P2:10147,0.0025987978743495727
MFI:569,0.002587410712767512
MFI:658,0.0025596671685312205
P4:66,0.0025324074758017773
P1:3862,0.0025146330632511648
P5 gd:74,0.0024976805108877925
P7:260,0.002419364941365533
P3:88,0.0023864108470755866
P1:23672,0.0023652421713279783
P1:5866,0.0023536887351933576
P7:49,0.002347810135113917
MFI:8,0.0023467891940074236
MFI:101,0.002334593413062807
P2:10120,0.0023261815928126896
P5 gd:52,0.002307245688875249
P1:9847,0.0022993689723714195
P2:21210,0.002266145161799722
P5 gd:1976,0.0022647626624915443
P1:23155,0.0022598944544577394
P7 Mono:4275,0.0022521450813348244
P2:24154,0.002249332399937177
P3:5996,0.0022426281547465498
Lin:16,0.0022377213232974242
P4:6229,0.002222698351023997
MFI:37,0.0022111832981050053
P2:841,0.002203766435010531
P3:7989,0.0021975500363358284
P1:9856,0.0021893330603600684
P6:305,0.002176996811955948
P7:8,0.0021737935165251953
P7:57,0.002144185164348593
P3:147,0.002139133397395456
P1:25215,0.0021261695417115222
P5 gd:976,0.0021083401456543195
MFI:549,0.0020917882515313585
P1:111,0.002060728954778605
P2:264,0.002047065208989924
MFI:184,0.002037118861523152
P4:4183,0.0020369312690191807
MFI:275,0.0020278938770033855
P1:798,0.0020189376201963927
P1:308,0.002017852996800125
P5 gd:1846,0.001968019046887985
P1:8288,0.001966671993749534
P1:9869,0.0019401286904881128
P3:3935,0.0019394406809954171
P1:9346,0.0019386507949395826
P4:3467,0.0019349780161178772
P1:8499,0.0019210850038772734
P6 earlyB:32,0.0019103584973070935
P1:9985,0.0018734756111906071
P1:7759,0.0018622531656153785
P5 CD8:26,0.0018521673092379057
P1:20604,0.0018292360558011275
P1:12275,0.0018198510503040243
P2:9319,0.0018197553777481393
MFI:131,0.0018163007855427444
P5 gd:711,0.0018121071734356346
P4:88,0.0018019746764495314
P2:20569,0.0017971631644832845
P6 earlyB:8,0.0017950496438372517
P2:9640,0.0017691104423142193
P3:30,0.0017667356836907277
P2:24437,0.0017523442950924703
MFI:227,0.0017483347321080418
P5 gd:2179,0.001726215969976251
MFI:483,0.00172017409169762
P2:916,0.0017153880392574107
MFI:228,0.0017131910611886765
P6 earlyB:135,0.0017090910866910725
P2:824,0.0016948841915889032
P2:7081,0.0016905675976016821
P7 Mono:2123,0.001683374860799911
MFI:567,0.0016820273463071151
P3:99,0.0016713901214023485
P3:6515,0.001666991421972907
P2:26003,0.001655091359941564
MFI:66,0.0016377867353212718
P5 gd:1190,0.0016311209221623528
P3:65,0.0016089305394872628
Lin:44,0.0016035688767930905
P2:9831,0.0015976448257738504
P3:948,0.0015937829057967394
MFI:478,0.0015912062745674633
P2:88,0.00158034987690774
P6:9,0.0015706731192602359
Lin:48,0.0015675578512908627
P1:12687,0.0015614236622602177
P2:11078,0.0015575816776021054
P2:314,0.0015574605102372104
P3:7638,0.0015560452789437679
MFI:518,0.001551742858844264
P7 Mono:6296,0.0015454691757134018
P4:6235,0.0015444932848229587
MFI:637,0.0015438641568481068
MFI:477,0.0015417377882513182
P1:546,0.0015355727501868775
P7 Mono:654,0.0015307150121720654
P5 gd:1855,0.0015147478264412007
P2:26144,0.0015101507657652666
P2:835,0.0014994333175706754
MFI:501,0.001496990607030676
P2:25093,0.0014908164111755496
P2:23389,0.0014865285078094592
P2:25572,0.0014862945872151608
P1:11646,0.0014798539318485778
P5 CD8:25,0.0014788036671003198
P2:7078,0.0014786970280577386
P1:4025,0.001473872103542709
P1:25462,0.0014737033092803822
P1:739,0.0014714001487925966
P3:840,0.001462983605150788
P6 earlyB:4,0.0014596003780958462
P4:6218,0.0014497986563053297
P6:94,0.0014407172674920712
MFI:211,0.001439175613524422
MFI:399,0.001436736071372669
MFI:416,0.0014281849549773948
P1:5914,0.0014257752990759758
P4:4835,0.001420535443397124
P3:7665,0.001415405148874138
P2:8105,0.0014041344319610117
P5 CD8:54,0.0014038019575013231
P6 earlyB:129,0.0014007120155667427
P1:22903,0.0013948390306787821
P4:6469,0.001388290411974881
P1:9144,0.0013773854992324582
P5 gd:703,0.0013719954684739014
P5 CD8:56,0.0013714396876045476
P3:3927,0.0013681241682913794
P1:9631,0.0013527864374418234
P5 gd:17,0.0013501279636567395
P1:23378,0.0013460212666698175
P3:848,0.0013395534350141266
P4:6216,0.001331484928894265
P3:5938,0.0013307726249051344
P6 earlyB:90,0.0013275500755526308
P2:11122,0.0013245178853145193
P1:26229,0.0013241246890630576
P4:5764,0.0013214542590004198
P5 CD8:217,0.0013080859433009853
P2:9658,0.0013043592525567554
P7 Mono:6252,0.001302447144380773
P1:10005,0.0012943456094082137
P2:8665,0.0012791963314013864
P1:306,0.0012785442233289037
MFI:633,0.0012761540902251852
P1:9205,0.0012701458642921716
P3:3942,0.0012658606936787383
P6 earlyB:60,0.001262735689686109
P5 gd:34,0.0012578546808725533
P7:45,0.0012510311966946346
P2:24903,0.0012490087610490038
P4:65,0.0012452576102168073
P6 earlyB:223,0.0012418021404229128
MFI:26,0.0012399882847556616
P6:26,0.001224135167227895
P1:9602,0.001222088185793885
P7 Mono:683,0.001219760585523545
P2:7933,0.0012128796883954095
P7:23,0.0012031256165294265
MFI:197,0.0012014702766538151
P6 earlyB:16,0.0011992709963549648
P7:87,0.0011947605635908775
P7 Mono:4037,0.0011938126469238997
P4:5696,0.0011911389365590309
P2:7566,0.0011865997645581598
P4:3252,0.0011819121891463974
P1:9372,0.0011770874020777867
P2:727,0.0011766858949759545
P1:2581,0.0011762857444202128
P1:9595,0.0011759868716363605
P2:11622,0.0011758938069366986
Lin:21,0.0011709650143390453
P4:5529,0.001164138946255324
