,label,forward_selected,backward_selected
0,P4:3799,True,True
1,MFI:469,True,True
2,P2:19526,False,True
3,P5 gd:1759,True,True
4,P2:19843,False,False
5,P1:20030,False,False
6,P1:22213,False,False
7,P1:22240,True,True
8,P2:154,False,False
9,P2:41,True,False
10,P5 gd:1966,False,True
11,P1:20790,False,False
12,P2:23757,False,False
13,P2:19837,False,False
14,P2:20911,True,False
15,P1:9862,True,True
16,P7:132,False,True
17,P4:5281,False,True
18,P1:12345,True,True
19,P1:22214,True,False
20,P2:239,True,True
21,P1:10573,True,True
22,MFI:224,True,False
23,P1:3866,True,True
24,P2:8332,True,True
25,P1:12757,False,False
26,P2:384,False,False
27,P1:22700,False,False
28,P1:4428,True,True
29,P1:23185,True,True
30,P4:3387,True,False
31,P5 gd:7,True,False
32,P1:9589,False,True
33,P1:6129,False,False
34,P2:19577,True,False
35,P4:5571,False,True
36,P1:3284,True,True
37,P7 Mono:4045,False,True
38,P7 Mono:4162,False,False
39,P1:6101,True,False
40,P1:232,True,True
41,P1:11778,False,False
42,P5 gd:692,False,True
43,P2:5045,False,True
44,P4:4754,True,False
45,P1:495,True,True
46,P1:8986,True,False
47,P2:16730,True,True
48,P1:15472,False,False
49,P1:17869,False,False
50,P5 gd:1975,False,False
51,P5 gd:1949,False,False
52,P1:12696,False,False
53,P7 Mono:4135,False,False
54,P2:7088,True,False
55,MFI:488,True,True
56,P2:22065,True,True
57,P2:592,False,False
58,P5 gd:297,True,True
59,MFI:353,True,True
60,P4:4597,True,True
61,P7 Mono:92,True,True
62,P1:9662,False,False
63,P1:280,False,False
64,P1:20789,True,True
65,MFI:451,False,False
66,P5 gd:308,False,False
67,MFI:311,True,False
68,P4:5521,False,True
69,P1:372,True,False
70,P4:3333,True,True
71,P1:6133,False,True
72,P2:23368,True,True
73,P5 gd:1786,False,False
74,P5 gd:2015,True,True
75,P1:18210,False,False
76,P1:7362,False,False
77,P5 gd:1727,True,True
78,P4:3231,False,False
79,P2:17435,False,True
80,P7 Mono:812,True,True
81,P1:23183,False,False
82,P1:21974,True,False
83,P5 CD8:74,False,False
84,P5 gd:1658,True,True
85,P3:2003,False,True
86,P1:12372,True,True
87,P1:17034,True,True
88,P2:25299,False,False
89,P5 gd:1512,True,True
90,P5 gd:451,False,True
91,P2:19616,False,False
92,P7 Mono:6350,True,True
93,MFI:221,False,True
94,P1:13384,False,False
95,P1:23174,True,False
96,P2:10535,False,False
97,P1:6130,True,False
98,P1:20793,False,True
99,P1:6473,True,True
