,label,forward_selected,backward_selected
0,P4:3799,True,True
1,P1:22213,True,False
2,MFI:469,True,True
3,P1:9862,True,True
4,P1:22913,False,True
5,P5 gd:1759,False,False
6,P2:154,False,False
7,P1:9908,True,False
8,P1:22232,True,True
9,P1:20030,False,False
10,P2:5911,False,False
11,P1:20790,True,False
12,P6 earlyB:4,False,True
13,P2:5231,False,True
14,P7 Mono:1890,True,True
15,P1:22700,False,False
16,P5 gd:1966,True,True
17,P3:30,False,True
18,P1:21497,False,False
19,P1:22214,True,False
20,P1:22834,True,True
21,P6 earlyB:171,False,False
22,P2:22794,True,True
23,P1:23185,False,False
24,P1:12372,True,True
25,P1:22240,True,True
26,P5 gd:524,False,True
27,MFI:311,True,False
28,P1:6102,False,False
29,P1:9598,False,False
30,P2:8332,True,True
31,Lin:14,False,False
32,P5 gd:1658,False,True
33,P1:11936,False,False
34,P1:7771,True,True
35,P1:10564,False,False
36,P1:13125,False,False
37,P1:495,True,True
38,P5 gd:1832,False,True
39,P1:23183,False,False
40,P1:22471,False,False
41,P1:6130,True,True
42,P7 Mono:3409,True,True
43,P3:5903,False,False
44,P2:20950,True,True
45,P1:4004,False,False
46,P1:12687,False,False
47,P2:7298,True,True
48,P4:3333,True,True
49,P5 gd:297,True,True
50,P1:10294,False,False
51,P1:3554,True,True
52,P2:9806,False,False
53,P1:7770,True,True
54,P7:186,True,True
55,MFI:224,False,True
56,P5 gd:333,True,False
57,P1:8026,True,True
58,P7 Mono:92,True,False
59,P7 Mono:4162,False,False
60,P4:3556,False,False
61,P4:3793,True,False
62,P4:4843,True,False
63,P5 gd:1993,True,True
64,P1:11987,True,True
65,P1:6461,True,True
66,P5 CD8:94,False,True
67,P2:20911,True,True
68,P5 gd:1187,True,True
69,P5 gd:451,False,False
70,P2:23857,False,False
71,P4:5281,False,True
72,P2:21039,False,False
73,P7 Mono:5197,True,True
74,P2:8413,True,False
75,P4:5858,False,False
76,MFI:488,True,True
77,P2:20887,True,False
78,P1:7762,True,False
79,MFI:399,False,True
80,P7 Mono:6260,True,True
81,P2:9216,True,False
82,P1:9378,False,False
83,P7:57,True,True
84,P7 Mono:4045,False,False
85,P6:80,False,False
86,MFI:199,True,True
87,P1:9464,True,True
88,P1:6129,False,False
89,P5 gd:2018,True,True
90,P1:6019,False,False
91,P1:10573,True,False
92,P4:6238,False,True
93,P1:44,False,False
94,P4:5571,False,True
95,P2:12492,False,False
96,P7 Mono:812,True,True
97,P1:23429,False,False
98,P1:24156,False,False
99,P1:26167,False,True
