,label,forward_selected,backward_selected
0,P4:3799,True,True
1,MFI:469,True,True
2,P1:9862,True,True
3,P7:132,True,False
4,P1:9908,True,True
5,P1:22213,True,True
6,P2:7298,True,True
7,P1:5442,True,False
8,P1:12345,True,False
9,P7 Mono:3409,True,True
10,P2:8332,True,True
11,P1:4428,True,True
12,P1:9598,False,True
13,P5 gd:305,False,False
14,P1:23429,True,False
15,MFI:6,False,False
16,P2:154,False,False
17,P2:8981,True,True
18,P1:22214,True,False
19,P2:20951,False,True
20,P1:9870,False,True
21,P4:4754,True,True
22,P2:9961,False,False
23,P5 gd:52,True,True
24,P6 earlyB:4,False,False
25,P7 Mono:6330,True,True
26,P1:44,False,False
27,P3:85,True,True
28,P1:22915,True,False
29,P4:3333,True,True
30,P4:6227,False,False
31,P7 Mono:1971,True,True
32,P1:22700,False,False
33,MFI:79,False,False
34,P2:8413,False,True
35,P5 gd:1966,True,True
36,P1:6102,False,True
37,P1:22471,True,True
38,P6:83,False,False
39,P5 gd:1975,False,False
40,P7:217,True,True
41,P2:12510,False,False
42,P5 gd:680,True,True
43,P4:3793,True,True
44,MFI:488,True,True
45,P1:12696,False,True
46,P2:504,True,False
47,P4:5281,False,True
48,P1:22232,True,True
49,P5 gd:1786,False,False
50,MFI:144,False,False
51,P1:13149,False,False
52,P7 Mono:6260,False,False
53,P4:3472,False,False
54,P5 gd:849,False,True
55,P7 Mono:7,False,True
56,P1:9841,False,False
57,P2:22299,True,True
58,P5 gd:224,True,True
59,P2:7228,False,False
60,P7 Mono:66,True,True
61,P4:5290,False,False
62,P7 Mono:92,True,True
63,P5 gd:166,True,False
64,P3:30,False,False
65,P4:5521,True,True
66,P5 CD8:31,False,True
67,P1:6052,True,False
68,P2:9702,True,True
69,P5 gd:34,False,False
70,P7:220,False,False
71,P1:22129,True,True
72,P1:22942,False,False
73,P1:6133,False,False
74,P6 earlyB:171,False,False
75,P3:7021,False,True
76,P4:66,False,False
77,P1:25368,False,False
78,P4:82,True,True
79,P1:931,True,True
80,P5 gd:1667,True,False
81,P2:9289,True,False
82,P1:20337,False,False
83,P2:13332,True,False
84,P1:11755,True,False
85,P2:9861,False,True
86,MFI:145,True,True
87,P2:9807,False,False
88,MFI:478,True,True
89,P5 gd:1625,True,True
90,P1:12668,False,False
91,P5 gd:1993,True,True
92,P7:185,False,False
93,P1:12453,False,False
94,P5 gd:562,False,False
95,MFI:414,True,False
96,P2:5228,False,False
97,P1:4797,False,False
98,P7 Mono:6487,False,True
99,P5 gd:945,False,True
