,feature,importance_mean,importance_std
0,MFI:469,0.02186648015867874,0.0054663437638089426
1,MFI:160,0.012115601107557892,0.005020607154387293
2,P5 gd:1625,0.01186924704911198,0.005220843063170738
3,MFI:8,0.011781234134518316,0.0037894634150346866
4,P1:22213,0.010390110856656597,0.005922764138423379
5,P7 Mono:1287,0.010366590971069683,0.004160060963002217
6,P4:5290,0.00799384465401271,0.004372924476174616
7,P1:773,0.007321652808348279,0.00535615120544288
8,P4:82,0.006926832699113456,0.0031844549334196226
9,P5 gd:524,0.006526283223346832,0.0039008796051346628
10,P1:10321,0.0038230323616269763,0.003976734928229428
11,P1:13393,0.003234221704275506,0.0034299421709586687
12,P4:6227,0.0026897828181806625,0.0042962999650019455
13,MFI:457,0.0024488227651418455,0.002874201272875468
14,P5 gd:1927,0.0009493090312070993,0.0009742655092372266
15,P7:107,0.000732033035533074,0.00442509130203108
