,P5 gd:1927,MFI:457,P5 gd:1625,P1:10321,P1:13393,P4:5290,P4:82,P5 gd:524,MFI:160,P7 Mono:1287,P1:773,MFI:8,P4:6227,P7:107,P1:22213,MFI:469
0,0.0006349809657835714,0.0005867460556021609,0.0030743662473588784,-0.0011547793355090874,0.0005270496418680881,0.007026881065945179,0.004228755281641572,0.009931699681439587,0.001981659046509099,0.008790539729760127,0.007336738592572889,0.009544249316364911,0.005653251839176476,0.0096164822215552,0.010519698212728218,0.034743479831272184
1,0.0015115040696366544,0.0007197716044998193,-0.0003932340192619732,0.001267421950910702,0.0022120746691131343,-0.0024742400753784977,0.002302388526912197,0.003849978141689553,0.004718686939328615,0.005473775256510605,0.009312149449646145,0.011275939475168029,0.010608483887801917,0.005572200988078285,0.006002549106322919,0.02166160544817286
2,-0.001142088994507906,0.0019205817986515106,0.005165207733379001,0.002237425106923485,0.0028810356079721766,0.003717093956616152,0.007710563733627329,0.0035485904292824333,0.006706110366376639,0.00694106825578808,0.005321328427451755,0.005360134918910825,0.00115788127685984,0.008316478036520358,0.013940525049120606,0.035173660815538965
3,0.0002645496557957816,0.0007171781320085557,0.001778102718045016,0.004731238021128903,0.006453139427297611,0.0025253715627277795,0.004840489897822153,0.005803286209210029,0.004451240908403681,0.006561974880853277,0.00501128220049854,0.006377169476357275,0.0019347357356988837,0.003894322946990242,0.016689714956246104,0.018189864794313726
4,0.0021365429559473403,0.001793844855287885,0.004278249298038578,0.0039180519212861364,0.003508472932477663,0.012119961694637582,0.005082326628947226,-0.0002579260382681581,0.006224752709403258,0.0029626211744503694,-9.452362078984922e-05,0.005904524629105512,0.008660969995706452,0.007643151596504499,0.013434116878113689,0.03379645803840331
5,-0.0035862811783392012,-6.087883452468579e-05,0.0006260547169273101,0.0033898730365863883,0.004916909982377454,0.0045465199538123335,0.00283950822695872,0.0017399040615742878,0.008636684952441714,0.005267992389892895,0.0073468704640391735,0.00416847841090337,0.012592688715696243,0.011903170092223248,0.01284053841641658,0.029375598220262922
6,0.0007320887530234965,0.004155601173485929,0.0006492189964599493,0.004840555035901278,0.002763488931158936,0.0044799197340119334,0.0043162954476443915,0.003028775422352914,0.009645808268100908,0.007175901792877498,0.005637617386031413,0.0031201414316547604,0.008788582978554726,0.009422798575087904,0.02423647256618497,0.0363501235643936
7,-0.0021775925020928177,0.0024410571168644313,-0.0007961743255730791,0.004259421869239999,0.0028118594181166245,0.0053156601547426074,0.00455597348318898,0.007314101876994689,0.0015888896113384343,0.0053929786894023335,0.00719243397560862,0.005926828371374843,0.013398773313228751,0.0048077497116575385,0.005961668155272021,0.02151518842965225
8,-0.001204511582703044,0.0006685803055820616,0.0018981318125412538,-0.0007179938944463504,0.004401002850536212,-0.004363388656807493,0.0024739975094900946,0.0029078700865382834,0.0016635846676416877,0.006052121830689233,0.006690886063955653,0.012126920104661154,-0.002405493953423238,0.005018827874703591,0.004632337636649497,0.024809886196807185
9,-0.0008967715498059969,0.0015564138604840794,0.002338611601935048,0.0018247051919557389,0.005527425640790562,0.006581888649614509,0.0038116292317156852,0.005048419569197465,0.0001989724217468236,0.0014306341908924824,0.006437550559706101,0.006792332130407058,0.011179775845572587,0.006687066969465721,0.010938217344189843,0.028049527171780414
