,label,forward_selected,backward_selected
0,MFI:469,True,True
1,P1:22213,False,False
2,P4:6227,True,True
3,P4:3799,False,False
4,P1:20365,True,True
5,P7:31,False,False
6,P5 gd:297,True,True
7,P7 Mono:1287,True,True
8,P4:5290,False,True
9,P1:10321,True,True
10,MFI:8,False,True
11,P2:7234,True,False
12,P5 gd:1927,False,False
13,P1:12687,False,False
14,P5 gd:524,False,False
15,P4:5530,False,False
16,P5 gd:692,False,False
17,P4:3231,True,False
18,P5 gd:1727,False,False
19,P1:6061,True,True
20,MFI:457,True,True
21,P2:7231,False,True
22,MFI:122,False,False
23,P1:13393,False,False
24,P4:82,False,True
25,P1:773,True,True
26,P3:5906,True,False
27,P1:12696,False,False
28,P5 gd:596,True,False
29,P5 gd:1625,True,True
30,P7 Mono:91,True,True
31,P1:20308,True,True
