,P2:7234,P4:3231,P1:20308,P4:5290,P5 gd:596,P7 Mono:91,P3:5906,P5 gd:297,MFI:8,MFI:457,P4:6227,P1:6061,P4:82,P5 gd:1625,P1:20365,P7 Mono:1287,P1:773,P1:10321,P2:7231,MFI:469
0,-0.001369682027830721,-0.0008345085286137754,-0.00041214845443321435,0.001116334143359321,0.000408891002354389,0.002668835065376546,0.005814798239899055,0.006949952571321472,0.005698440961881296,0.004101656443059015,0.0038131939264868797,0.003912202027695488,0.0032531504621882146,0.001094400480863733,0.0060367902901588555,0.011176355898974422,0.00811632380912733,0.0018865815765062577,0.02031363426886773,0.028942421367559756
1,0.000354842306860198,0.00037856201736921613,-0.0008734669396844863,-0.0059762757186637705,0.0008899208262855285,0.0023222333125871575,0.005356581752196055,0.0077645047739657025,0.006927553538111669,0.0029864923174672264,0.005375828656484699,0.00506372482520967,0.0017035313069572733,0.001546079599568817,0.0024422504212874008,0.007821793999700982,0.012005756907375292,0.007575530382779527,0.011434293661329087,0.013944397816703785
2,-0.0020562817369595976,-0.0013302718963335014,-0.0009907927474905598,-3.269113979445515e-05,0.0009672850710938929,0.003606913105292958,-0.0008859975511038565,0.0044278296612801915,0.0013832089790384305,0.006118281058615643,-0.0032645754647706027,0.00891605999829631,0.011723474427027675,0.015095172165945081,0.005883673091324121,0.005747557675235049,0.007023878856280696,0.00868446541562684,0.020036175577883453,0.02648370810631459
3,0.001551571563489007,-0.0006191070809891119,0.003892560788795685,0.0002929174102575538,-0.002065764986852625,-0.0002961019744903981,-0.000411877437632574,-0.0030154357252872854,0.003763479567436334,0.0002410741903630942,0.0038714937023559826,0.005506327210683892,0.0067824888771179925,0.004086132199947468,0.007786001289994626,0.006837226396375934,0.006228305994054273,0.016442531832843083,0.012092032284252902,0.016957350770367252
4,-0.000103160753446907,-0.0006615284631646678,-0.003301408863777361,0.0033578871520532905,0.0008922045089239661,0.002638295453603917,-0.0023353346052444324,0.0029298100030282492,0.0028307389322846377,0.007808425466597407,0.007573789439628054,0.005273882267192692,0.0029242164536046333,0.007320145017149754,0.005696495206930524,0.004471563847101706,0.0012545906788728467,0.013246713390172277,0.015808867748337035,0.02292898871098195
5,1.2785363628392554e-05,-6.778397335927e-06,0.0009413155007013951,0.0013674093919113783,0.0027831407667982255,0.0059597433419406876,0.005478394618676441,0.00461433384874349,0.0032388595770042605,-8.779352870841306e-05,0.012990842635415778,0.008555153103197155,0.0031097730909045995,0.006645847772869556,0.007581492274365331,0.007763756880107497,0.008463583037473965,0.011572978597022887,0.02172722003115865,0.02283388886553689
6,-0.0028718359965841656,-0.0005043178834803208,-0.0004948262091197808,0.0016941298235881586,-0.0018520983629947418,-0.00447696616631707,-0.0008957604669643515,-0.001348026080867648,0.0005460816982584271,0.005478425259791614,0.007431778912882103,-0.0015130175232402343,0.0024358099250417764,-0.002142377946205587,0.008781936828628767,0.006378086912472658,0.006447473076081067,0.015215244643431464,0.028465282457091623,0.02622615863660019
7,8.205423271112622e-05,5.539472466475903e-05,-0.0007863557478569316,0.0012149029436172576,0.0014931521514130186,0.0004612738682348294,0.0057756554056800635,0.006929300856413911,0.0017032816496642955,0.005867775905367745,0.010620994019436364,0.0018350393172864021,0.005495144325487894,0.00309401628885711,0.0030796544406863913,0.0024027923048693667,0.007177719733037657,0.01597834580109908,0.02046428951646681,0.020808598770745285
8,-0.0010783615076619957,-0.0006610557738906953,0.0003470740957889351,-0.006012800703169813,-0.0024060497050693574,-0.0016956008250052779,-0.003239778167217572,-0.003822006939764394,0.007264604680182418,0.0024716306947746847,-0.006598948382791792,0.006362436486322703,0.0036601614760448375,0.006763820203791515,0.0028866165829894985,0.006744571412561989,0.006358720678824925,0.004022185322904548,0.017279612708295866,0.020249910064970067
9,-0.002425514193422934,-0.0012503731081425218,-0.002239328694302184,0.0021232968532139684,0.0010465676129594037,0.0009470202942571948,0.0008143873247571098,0.0031335983897906594,0.004450721115341283,0.006346286375845944,0.002259925756355141,0.002369958268304412,0.007084337616587444,0.00801333857933928,0.007021328443671843,0.0016514983064774003,0.006925693734467525,0.008169453018428502,0.022652905527640377,0.0258356541875219
