,0
baseline,-0.21870308592336457
avg_neg_mae_tt,-0.13881619526771635
avg_neg_mae_vv,-0.15198592288538146
avg_neg_mae_tv,-0.21041565147027042
data_source,Analysis/RandomForest/May/24052023/25052023_7/rf_fs_bs_candidate_features_175_25052023_7.csv
partition_training_dataset,True
fs_bs_filter,2
n_splits,4
n_repeats,5
random_state,336
impute,True
standardise,True
normalise,True
strategy,mean
max_depth,11
n_estimators,60
max_features,0.4
max_samples,0.5
bootstrap,True
min_samples_split,10
features,"['MFI:469', 'P4:3799', 'P2:8332', 'P7 Mono:9', 'P7 Mono:5853', 'MFI:91', 'P7 Mono:5918', 'P5 gd:1966', 'MFI:149', 'P1:20820', 'P6 earlyB:90', 'P5 gd:58', 'P2:17750', 'MFI:488', 'P4:5520', 'P1:12372', 'P2:9216', 'P1:5440', 'P4:5325', 'P1:495', 'P1:22834', 'P5 gd:596', 'P4:4823', 'P3:5452', 'P2:9961', 'Lin:48', 'P2:17432', 'P2:20911', 'P2:17747', 'P5 gd:308', 'P5 gd:47', 'P2:2145', 'P2:21187', 'P1:1863', 'P2:4840', 'P5 gd:562', 'P1:6515', 'P2:12855', 'P1:16899', 'P1:17633', 'P1:8442', 'P1:263', 'P3:935', 'P7 Mono:2771', 'P7 Mono:5412', 'P4:3706', 'P5 gd:1786', 'P1:8039', 'P2:8607', 'P1:1233', 'P3:5698', 'MFI:27', 'P2:41']"
