,max_depth,n_estimators,neg_mae
0,15,20,-0.22448782589959065
1,15,40,-0.2209582921843951
2,15,60,-0.22048201231175762
3,15,80,-0.2206660033893808
4,15,100,-0.22005167986746824
5,15,120,-0.21951054798128836
6,15,140,-0.22022979814067983
7,15,160,-0.2195340047234957
8,15,180,-0.21957831909354644
9,15,200,-0.21908312015993534
10,15,220,-0.21924758423862026
11,15,240,-0.21916060286150357
12,15,260,-0.2195994973515622
13,15,280,-0.2194217341497588
14,15,300,-0.21899763607755007
