26032023,,,,27032023,,,28032023
P1:3527,0.000927067,,MFI:439,0.001499317,,P1:10546,0.001239114
P1:10564,0.000922358,,P2:12256,0.001496392,,P2:23141,0.001207154
P1:22241,0.000918799,,P1:10546,0.001486947,,P1:5682,0.001191276
P5 CD8:212,0.000907496,,P7 Mono:4888,0.00148348,,P6 earlyB:192,0.001176131
P2:11955,0.000904775,,P6 earlyB:52,0.001482665,,P5 gd:1141,0.00117209
MFI:236,0.000875522,,P4:5722,0.001474908,,P2:3686,0.001154987
P1:22237,0.000875198,,P2:154,0.001469766,,P1:10564,0.001147269
P3:3691,0.000865152,,MFI:224,0.001469228,,MFI:384,0.001145281
MFI:102,0.000856197,,P1:22213,0.001463632,,P1:12681,0.001140382
P1:20739,0.000851525,,P2:25383,0.001453669,,P5 gd:2078,0.001129479
MFI:6,0.000850809,,P1:20027,0.001444393,,P5 gd:1481,0.001128413
P1:22480,0.000823527,,P6:94,0.001420616,,P1:22543,0.001125377
P3:3951,0.000803963,,P1:20820,0.001417912,,P1:7999,0.001124418
P1:22231,0.000797304,,P2:1539,0.001414304,,P1:5336,0.001123896
MFI:255,0.000779665,,P1:25297,0.001409527,,P6:237,0.00110349
MFI:224,0.000776252,,P1:4827,0.001405576,,P5 gd:1136,0.001094663
P2:25290,0.000771518,,P5 CD8:70,0.001394278,,P4:5524,0.00109396
P5 gd:441,0.00075741,,P1:5590,0.001370191,,P1:22231,0.001092345
P1:10546,0.000749209,,P2:24111,0.001360956,,MFI:486,0.001081585
P4:5281,0.000748392,,P7 Mono:6159,0.001339656,,P1:7087,0.001068915
P2:24502,0.000746184,,P1:5599,0.001339578,,P1:6022,0.001010787
P1:154,0.000743565,,P2:9077,0.001332508,,P1:5680,0.001010522
P1:2421,0.000736377,,P2:10165,0.001331326,,P2:25506,0.001010067
P3:8399,0.000735714,,P1:12202,0.001330984,,P2:4877,0.001007011
P1:5646,0.000730297,,P7 Mono:1476,0.001327026,,P5 CD8:41,0.000990672
P2:8786,0.000722395,,P3:1864,0.001325348,,P3:3960,0.000988378
MFI:515,0.000722189,,P1:5965,0.001319949,,MFI:27,0.000984165
P6:237,0.000701599,,P5 CD8:107,0.001319077,,P1:6128,0.000974037
P2:4513,0.000701312,,P7 Mono:6186,0.001318335,,MFI:238,0.000971305
P3:7408,0.000698425,,P1:22240,0.001312297,,P2:20214,0.000962832
P1:6296,0.00067623,,P1:7222,0.001310596,,P1:8709,0.000961488
MFI:227,0.0006756,,P1:22214,0.001309629,,MFI:227,0.00095241
P5 CD8:34,0.000668657,,P1:24458,0.001307555,,P1:12660,0.000951351
P1:5680,0.000665724,,P1:386,0.001305582,,P1:9665,0.000951041
P2:10130,0.000664029,,P1:24795,0.001293354,,P1:20699,0.000946729
P5 gd:1141,0.00065999,,P1:22454,0.001291834,,P1:13566,0.000927346
MFI:167,0.000656561,,P1:11989,0.001281958,,P1:6113,0.000927293
P7 Mono:4888,0.000654889,,P4:4676,0.001279377,,P3:7615,0.000924343
P5 CD8:113,0.000647629,,P5 gd:333,0.001274037,,MFI:439,0.00091625
P2:154,0.000646673,,P4:4652,0.001270622,,P2:19988,0.000914995
P6 earlyB:69,0.000644333,,P1:10779,0.001270235,,P2:12256,0.000914462
P1:20793,0.000642583,,P1:23401,0.00126645,,P2:20345,0.000913173
P4:3078,0.000637125,,P3:7852,0.001266357,,P1:6319,0.00091097
P1:2106,0.000636649,,P4:3622,0.001262086,,P7 Mono:4888,0.000906571
P3:856,0.000634423,,P1:2981,0.00126206,,P6 earlyB:52,0.000906073
MFI:384,0.000631367,,P3:3951,0.001261751,,P2:20967,0.000903258
P2:22996,0.000631105,,P2:4973,0.00125276,,P4:5722,0.000901333
P1:22483,0.000628753,,P1:20739,0.001249992,,MFI:224,0.000899363
MFI:486,0.000626464,,P1:12660,0.00124973,,P2:154,0.000898191
P1:5590,0.000626056,,P7 Mono:936,0.001242764,,P1:22213,0.000894441
MFI:27,0.000621419,,P2:11586,0.001235847,,P2:24593,0.000888728
P1:22399,0.00062028,,P7 Mono:3409,0.001235791,,P2:25383,0.000888353
P1:20820,0.000619075,,P5 gd:525,0.001232062,,P1:20130,0.000884036
P5 CD8:201,0.000618984,,P1:5336,0.001228706,,P1:20027,0.000882685
P2:8692,0.000615784,,P1:3527,0.001225476,,MFI:195,0.000880848
P2:10142,0.000611528,,P1:5682,0.00122521,,P7 Mono:1547,0.000877668
P5 gd:1115,0.000610395,,P1:22543,0.001224817,,P3:3384,0.000877599
P1:10941,0.000607749,,P5 gd:373,0.001222277,,P2:24948,0.000877245
P3:3469,0.000606949,,P1:2106,0.00122055,,MFI:255,0.000871739
P4:3772,0.000604158,,P4:5908,0.001219773,,P6 earlyB:235,0.00087159
P2:4973,0.000601748,,P2:6467,0.001217632,,P1:2998,0.000869798
P6 earlyB:228,0.00059741,,P2:24421,0.001217556,,P6:94,0.000868155
P1:23186,0.000590716,,P1:20309,0.001212183,,P1:9790,0.000866971
P3:3948,0.00058993,,P2:5154,0.001211464,,P1:20820,0.000866502
P1:9862,0.000589287,,P1:10788,0.001210424,,P2:2352,0.000865938
P7 Mono:2007,0.000585766,,P1:22421,0.001206114,,P2:1539,0.000864297
P3:8396,0.000583272,,P2:12215,0.001204959,,P5 gd:525,0.000862998
P1:22159,0.000577784,,P5 gd:636,0.001204588,,P1:25297,0.000862808
P1:25904,0.000573411,,P2:11747,0.001199604,,P1:4827,0.000858963
P2:24602,0.000570497,,P2:9555,0.001196388,,P1:10536,0.000855854
P5 CD8:104,0.000570162,,P4:4776,0.001194887,,P5 CD8:70,0.000852059
P4:4800,0.00056867,,P5 gd:382,0.001192685,,P2:22253,0.00085125
P4:4911,0.000568643,,P1:22832,0.001191368,,P2:10262,0.000851111
P1:12308,0.000565707,,P1:5448,0.001187879,,P6 earlyB:228,0.000845916
P1:25220,0.000564341,,P3:6927,0.0011788,,P2:10211,0.000843671
P2:8742,0.00056058,,P3:3021,0.001174885,,P1:5590,0.000837339
MFI:457,0.000559838,,P7:57,0.001172615,,P5 gd:1728,0.000836595
P4:5364,0.00055834,,P1:11428,0.001171921,,P2:24111,0.000831695
P2:22253,0.000557644,,P3:3948,0.001170734,,P7 Mono:6186,0.000825356
P3:6128,0.000552208,,P3:3906,0.001167115,,P1:22483,0.000820487
P7 Mono:5390,0.000551421,,P1:11472,0.001166565,,P7 Mono:6159,0.000818679
P2:7970,0.000551391,,P7 Mono:6092,0.001164924,,P1:5599,0.000818631
P2:23266,0.000549573,,P3:557,0.001164549,,P3:5203,0.000814495
P3:6358,0.000548827,,P1:5442,0.00116324,,P2:9077,0.000814311
P2:25263,0.000545401,,P1:2293,0.00116288,,P2:10165,0.000813588
P2:6467,0.000545248,,P1:13248,0.001160292,,P1:12202,0.000813379
P1:12836,0.000537798,,P4:4865,0.001159258,,P2:7667,0.000812911
P7 Mono:5169,0.000536692,,P2:20163,0.001158741,,P6 earlyB:25,0.000812562
P2:24067,0.000536616,,P2:72,0.001156929,,P7 Mono:1476,0.00081096
P1:20817,0.000535892,,P2:12239,0.001152526,,P3:1864,0.000809935
P7 Mono:6186,0.000535675,,P4:2767,0.001137365,,P1:10967,0.000809283
P7 Mono:1780,0.000535048,,P4:5478,0.001127627,,P2:2362,0.00080725
P4:3769,0.000534612,,MFI:261,0.001123379,,P4:4785,0.00080701
MFI:139,0.000532783,,MFI:243,0.001118192,,P1:5965,0.000806636
P1:9792,0.00053152,,P1:12649,0.001116842,,P5 CD8:107,0.000806103
P3:2994,0.000527784,,P5 gd:962,0.001112559,,P2:6151,0.000804585
P6 earlyB:232,0.000526102,,P4:3796,0.001111551,,P1:22240,0.000801959
P2:13475,0.000526056,,P2:22780,0.001109786,,P1:7222,0.00080092
P7 Mono:5633,0.000524869,,P3:7408,0.001109707,,P1:22214,0.000800329
MFI:243,0.000524774,,P7 Mono:6445,0.001106489,,P2:689,0.000800123
P2:24950,0.000522231,,P1:9096,0.00109334,,P5 CD8:34,0.000799607
P2:25464,0.000521266,,P5 gd:1918,0.001091015,,P1:24458,0.000799062
P7 Mono:3409,0.000519324,,P2:9447,0.001087009,,P1:386,0.000797856
P1:3791,0.000517914,,P2:5045,0.001085246,,P5 gd:58,0.000794542
P5 gd:641,0.000517813,,P5 gd:1141,0.001083224,,P1:24795,0.000790383
P1:12687,0.000516022,,P5 gd:213,0.00108099,,P1:20145,0.000789877
P2:8664,0.000514238,,P2:21413,0.001077292,,P2:22996,0.000789728
P3:2311,0.000510527,,P1:20389,0.001070431,,P1:22454,0.000789454
P1:13566,0.000502558,,P1:4508,0.001070392,,P2:25515,0.000789335
P2:10895,0.0004979,,P1:5924,0.001065961,,P4:4676,0.000787633
P1:6561,0.000494272,,MFI:486,0.001064868,,P1:11989,0.000784972
P2:21881,0.000493327,,P1:4312,0.001064467,,P2:7753,0.000781979
P1:6280,0.000492514,,P1:6762,0.001061494,,P1:12836,0.000778921
P2:7971,0.000492111,,P2:1508,0.001058073,,P7 Mono:5927,0.00077868
MFI:403,0.000490762,,P7 Mono:4574,0.001056805,,P5 gd:333,0.000778578
P4:3369,0.000486737,,P1:3974,0.001056201,,P2:6040,0.000777014
P6 earlyB:242,0.000486183,,P5 gd:1893,0.001053766,,P4:4652,0.000776491
P1:6539,0.000484669,,P1:5301,0.00105132,,P1:10779,0.000776254
P5 gd:1783,0.000481272,,P2:10112,0.001047939,,P2:24201,0.000775359
P2:2352,0.000480877,,P2:20848,0.001047536,,P3:7852,0.000774925
P1:12633,0.000479825,,P5 gd:1136,0.001046052,,P1:23401,0.000773942
P6 earlyB:50,0.000479042,,P1:22231,0.001042042,,P4:3622,0.000771275
P1:12845,0.000476348,,MFI:195,0.001041959,,P1:2981,0.000771259
P2:1539,0.000475807,,P2:21901,0.001041006,,P3:3951,0.00077107
P2:760,0.000474503,,P1:10743,0.001040121,,P3:6918,0.000770326
P6 earlyB:52,0.000474041,,P2:10277,0.001038913,,P2:9849,0.000769212
MFI:267,0.000473626,,P1:5646,0.001038869,,P7 Mono:6337,0.000766105
MFI:465,0.00047351,,P2:25973,0.001037225,,P1:11992,0.00076568
P2:23141,0.000472364,,P1:25513,0.001036958,,P2:4973,0.000765576
P2:10814,0.000472212,,P1:10564,0.001035306,,P7 Mono:936,0.000759467
P1:4821,0.00047151,,P5 gd:1115,0.001033473,,P2:11586,0.00075524
P1:11364,0.000470359,,P2:1714,0.001031685,,P7 Mono:3409,0.000755206
P1:10536,0.000470353,,P3:5523,0.001030921,,P4:6146,0.000754252
P5 gd:1924,0.000470098,,P7 Mono:3322,0.001030844,,P5 gd:1753,0.000753456
P1:7060,0.000469077,,P4:3724,0.001030607,,P2:7971,0.000751346
P4:4566,0.000467626,,P2:26038,0.001030013,,MFI:240,0.000751303
MFI:122,0.000465372,,P1:6915,0.001028661,,P5 gd:1571,0.000747998
P1:22421,0.000465072,,P5 gd:2078,0.001027045,,P1:7358,0.000747951
P1:24513,0.000465002,,P4:5930,0.001022403,,P5 gd:373,0.000746947
P1:24764,0.000463695,,P3:3381,0.001020115,,P1:12633,0.000745904
P1:6885,0.000463571,,P1:23204,0.001018953,,P1:2106,0.000745892
P6 earlyB:192,0.000460225,,P2:11702,0.001017103,,P4:5908,0.000745417
P5 CD8:44,0.000459814,,P4:3665,0.001016197,,P2:22151,0.000744955
P4:4754,0.000459238,,P5 CD8:41,0.001015941,,P2:6467,0.000744108
MFI:389,0.000458569,,P1:22448,0.001011935,,P2:24421,0.000744062
P5 gd:1136,0.00045735,,P1:13626,0.001010211,,P1:10053,0.000742171
P2:10818,0.000456937,,P2:760,0.001004908,,P1:20309,0.000740778
P4:6155,0.000456812,,P1:12677,0.001003879,,P2:5154,0.000740339
P7 Mono:1467,0.000456723,,P1:6038,0.001003366,,P7 Mono:6427,0.000740212
P1:6101,0.000455347,,P4:6197,0.00100289,,P1:10788,0.000739703
P4:3688,0.000453653,,P2:19988,0.001002002,,P2:10509,0.000739581
MFI:238,0.000453028,,P7:191,0.001000298,,P4:4794,0.000737902
P2:3686,0.000451951,,P1:22480,0.000998527,,P1:22421,0.000737069
P1:10713,0.000451399,,P1:702,0.000998209,,P1:22159,0.000736976
P1:13367,0.000450151,,P1:25528,0.000996172,,P2:12215,0.000736364
P1:21783,0.000449499,,P4:6369,0.000995031,,P5 gd:636,0.000736137
P1:5336,0.000448273,,P4:5248,0.000992415,,P1:8031,0.00073528
MFI:280,0.000447991,,P4:2532,0.000992256,,P2:20151,0.000733868
P7:57,0.000447957,,P7 Mono:1772,0.000991265,,P2:20300,0.00073345
P1:6975,0.000446753,,MFI:389,0.000989785,,P2:11747,0.000733091
P1:12681,0.000446237,,P2:10056,0.000988744,,P2:9555,0.000731126
P1:10788,0.000443395,,P2:24873,0.000986856,,P4:4776,0.000730208
P5 CD8:98,0.0004422,,P4:5206,0.000984747,,P4:4875,0.000728886
P5 gd:2078,0.00044197,,P3:8387,0.000984435,,P5 gd:382,0.000728863
P5 gd:1481,0.000441553,,P1:6028,0.000984229,,P1:22832,0.000728058
P2:10428,0.000441464,,P1:25282,0.000983715,,P1:5448,0.000725926
P1:22543,0.000440365,,P3:8399,0.000981269,,P2:1395,0.000724984
P1:7999,0.00043999,,P1:11011,0.000980565,,P3:6927,0.000720378
P2:7494,0.000438917,,P1:2826,0.000977708,,P1:9832,0.00071895
P3:6735,0.000437741,,P4:2829,0.000976357,,P3:3021,0.000717985
Lin:41,0.000436633,,P1:12308,0.000973849,,P7:57,0.000716598
P7 Mono:6454,0.000435338,,P1:11869,0.000972265,,P1:11428,0.000716174
P3:3906,0.000434193,,P1:7340,0.000972157,,P7 Mono:1467,0.000714843
P4:4602,0.000433677,,P1:3060,0.000972041,,P3:3906,0.000713237
P7:232,0.000432456,,P1:23039,0.00097077,,P1:11472,0.000712901
P5 gd:374,0.000432073,,P2:10895,0.000967135,,P1:25522,0.000712597
P2:8691,0.000431978,,P4:3288,0.000964469,,P7 Mono:6092,0.000711898
P1:22913,0.000430406,,P1:8826,0.000963018,,P3:557,0.000711669
P1:10537,0.00042969,,P2:3689,0.000962221,,P1:5442,0.000710869
P5 gd:1625,0.000428784,,P2:10999,0.000960165,,P1:2293,0.000710649
P4:5524,0.000428071,,P1:12818,0.000958134,,P1:24572,0.000709338
P1:12345,0.000427201,,P1:24048,0.000952735,,P1:6053,0.000709115
P1:8257,0.000425831,,P1:24090,0.000952711,,P1:13248,0.000709068
P2:20151,0.000425774,,P2:7140,0.000951522,,P4:4865,0.000708435
P1:5448,0.000425617,,P1:12876,0.000951512,,P2:20163,0.00070812
P2:9750,0.000425169,,P7:177,0.000949162,,P2:72,0.000707012
MFI:475,0.000424874,,P2:11517,0.000949142,,P3:2311,0.000705446
P5 gd:478,0.000423044,,P1:4148,0.000944601,,P2:12239,0.000704321
P2:689,0.000421198,,P2:7040,0.000944285,,P1:13193,0.000704118
P1:5427,0.000420467,,P7 Mono:963,0.00094415,,P1:3407,0.000701997
P2:11992,0.000420106,,P2:24502,0.00094336,,P6:36,0.000699738
P1:13011,0.000419899,,P5 gd:843,0.00094225,,P7 Mono:1744,0.000699466
P2:11756,0.000419268,,P2:6992,0.000941573,,P4:2767,0.000695056
P5 gd:1117,0.000419258,,P1:22934,0.00094055,,P1:4925,0.000690832
MFI:513,0.000418838,,P7 Mono:3921,0.00094046,,P3:629,0.000690102
P1:7087,0.000418271,,P7 Mono:5556,0.000940047,,P1:9381,0.000690074
P4:4676,0.000418238,,P2:25816,0.00093967,,P4:5478,0.000689105
P1:11311,0.000418099,,P2:25451,0.000935493,,P2:12139,0.000687831
P5 gd:58,0.000417346,,P1:8275,0.00093489,,P5 gd:1918,0.000687642
P1:9631,0.000416354,,P2:8664,0.000931207,,MFI:261,0.000686509
P2:24291,0.000414327,,P7 Mono:6051,0.000927692,,P1:25205,0.000683602
P1:22391,0.00041406,,P5 gd:501,0.000926869,,P7 Mono:1585,0.00068354
P1:6970,0.000413682,,P1:7223,0.000925706,,MFI:243,0.00068334
P4:4875,0.000411279,,P2:8665,0.000925484,,P2:9682,0.000683069
P4:5170,0.000410698,,P7 Mono:364,0.000924973,,P1:12649,0.000682515
P5 gd:1537,0.000409085,,P5 gd:1753,0.000923424,,MFI:403,0.000682292
P1:20736,0.000407811,,P2:10421,0.000923061,,P1:24039,0.000681649
P5 gd:632,0.000407377,,P1:6866,0.000922852,,P7 Mono:6501,0.000680425
P5 CD8:41,0.000406904,,P2:9423,0.000921878,,P5 gd:962,0.000679897
P3:3960,0.000406122,,P1:4772,0.000917751,,P4:3796,0.000679281
MFI:234,0.000402874,,P1:24437,0.00091412,,P2:22780,0.000678203
MFI:245,0.00040201,,P1:20694,0.000913259,,P7 Mono:6445,0.000676188
P6:94,0.000401163,,P1:4182,0.000910094,,P3:2581,0.000675713
MFI:195,0.000400349,,P4:5491,0.000909764,,P1:9096,0.000674706
P2:24052,0.000400145,,P5 gd:1839,0.000908508,,P4:3208,0.000674243
P6 earlyB:231,0.000400057,,P1:11673,0.000908444,,P4:4800,0.000671789
P7 Mono:1476,0.000398937,,P2:23386,0.000901511,,MFI:475,0.000668758
P2:7667,0.000398259,,P2:23141,0.000900348,,P5 gd:2114,0.000667581
P1:6319,0.000397585,,P2:24404,0.000899956,,P1:4988,0.000664612
P3:6954,0.000397487,,P1:1399,0.000899382,,P2:9447,0.000664283
P3:8561,0.000397135,,P4:3784,0.000898805,,P2:5045,0.000663206
P1:6022,0.000395525,,P4:2603,0.000898417,,MFI:263,0.000661827
P2:25506,0.000395244,,P5 gd:1493,0.000896777,,P1:10026,0.000660797
MFI:263,0.0003941,,P1:20383,0.000890366,,P5 gd:213,0.000660605
P2:4877,0.000394048,,P1:2664,0.000890178,,P2:21413,0.000658345
P5 gd:1757,0.000392194,,P1:12374,0.00089011,,P1:13594,0.000656525
P4:5371,0.000386692,,P2:24875,0.00088927,,P1:20389,0.000654152
P2:25264,0.000386396,,P1:25531,0.000888221,,P1:4508,0.000654128
P4:5494,0.000385693,,P5 gd:1344,0.000887028,,P1:12809,0.00065228
P1:4797,0.000385598,,P4:2826,0.000885936,,P1:5924,0.00065142
P7 Mono:4053,0.000384839,,P4:6128,0.000881895,,P7 Mono:1959,0.000650892
P2:8252,0.000381427,,P6 earlyB:91,0.00088163,,P1:4312,0.000650508
P2:23060,0.000380518,,P1:5671,0.000880263,,P2:12937,0.000649188
P4:5605,0.000379967,,P2:10997,0.000878318,,P1:6762,0.000648691
P7:191,0.000379585,,P3:914,0.000877056,,P2:1508,0.0006466
P1:24540,0.000379226,,P2:24345,0.000876691,,P7 Mono:4574,0.000645825
P2:7425,0.000378163,,P1:22453,0.000876217,,P1:3974,0.000645456
P1:25261,0.000378076,,P1:25267,0.000874231,,P3:5846,0.000644256
P1:8709,0.000377407,,P2:3037,0.000873074,,P5 gd:1893,0.000643968
P5 gd:1778,0.000376779,,P1:23091,0.000871046,,P1:23204,0.000642719
P2:20214,0.00037676,,MFI:90,0.000869909,,P1:5301,0.000642474
P6:10,0.000376477,,P2:13251,0.000868652,,P2:10112,0.000640407
P7 Mono:3893,0.00037552,,P1:4092,0.000868177,,P2:20848,0.000640161
P1:10923,0.000373134,,P1:11038,0.000864839,,P2:25455,0.000639906
P1:23401,0.000372955,,P4:5906,0.000861622,,P1:3395,0.0006391
P1:12660,0.000372824,,MFI:167,0.000860067,,P1:10361,0.000637355
P1:6778,0.00037251,,P2:11309,0.000859761,,P5 gd:1755,0.000636901
P2:12545,0.00037225,,P5 gd:478,0.000859247,,P2:21901,0.00063617
P1:9665,0.000372146,,P2:1540,0.000858522,,P1:10743,0.00063563
P1:6978,0.000370569,,P2:11134,0.000854757,,P1:20046,0.00063545
P1:20699,0.000370459,,P2:13013,0.000854743,,P1:6038,0.000635002
P2:9507,0.000369641,,P2:22678,0.000852852,,P2:10277,0.000634891
P2:22151,0.000368125,,P2:25470,0.000852772,,P2:25973,0.00063386
P4:5976,0.000368026,,P1:6681,0.000851037,,P1:25513,0.000633697
P1:25264,0.000367502,,P3:6333,0.000847819,,P5 gd:1162,0.000633397
P7 Mono:776,0.000367212,,P2:20745,0.00084755,,MFI:637,0.000633032
P5 CD8:243,0.000365852,,P1:25300,0.000846286,,P3:6954,0.000631589
P3:6318,0.000365833,,P4:3295,0.000844956,,P5 gd:1115,0.000631567
P1:5673,0.00036488,,MFI:248,0.00084391,,P1:11993,0.000630646
P7 Mono:5412,0.000363076,,P1:8709,0.000842825,,P1:4821,0.000630588
P1:6113,0.000362854,,P2:10951,0.000837365,,P2:1714,0.000630474
P2:22348,0.00036211,,P2:20391,0.000836621,,P3:5523,0.000630007
P3:7615,0.000361699,,P1:7351,0.000836099,,P7 Mono:3322,0.00062996
P2:745,0.000361578,,MFI:168,0.00083336,,P4:3724,0.000629816
P1:24088,0.000359314,,P2:21172,0.000829375,,P2:26038,0.000629452
P1:13056,0.000358804,,P3:7974,0.000828883,,P1:6133,0.000628867
MFI:439,0.000358532,,P2:6789,0.000828678,,P1:6915,0.000628626
P2:19988,0.000358041,,P2:23239,0.000828668,,P1:9600,0.000627528
P2:12256,0.000357833,,P5 gd:1280,0.000824282,,P4:5930,0.000624802
P2:20345,0.000357328,,P1:11646,0.000823266,,P2:2615,0.000623694
P7 Mono:5291,0.000355571,,P4:5335,0.000823265,,P3:3381,0.000623403
P2:10175,0.000355379,,P5 gd:982,0.000822929,,P2:5796,0.000622442
P2:20967,0.000353449,,P2:12159,0.00082152,,P2:8556,0.000622126
P1:5068,0.000353381,,P6 earlyB:192,0.000821463,,P2:11702,0.000621563
P4:5722,0.000352695,,P7 Mono:4164,0.000819788,,P4:3665,0.000621009
P2:12215,0.000352519,,P1:8012,0.000819247,,P2:8307,0.000619537
P3:5051,0.000351561,,P1:22391,0.000817626,,P1:9318,0.000618752
P1:12242,0.000351278,,P4:5472,0.000817521,,P1:22448,0.000618405
P2:551,0.000350617,,P2:24521,0.000816834,,P1:13626,0.000617351
P5 gd:274,0.000350307,,P2:10408,0.000813592,,P1:20048,0.000616502
P1:9385,0.000349064,,P1:23396,0.000811873,,P3:3767,0.000615137
P2:6595,0.000348342,,P4:3397,0.000811581,,P2:760,0.00061411
P6:79,0.000348237,,P7 Mono:5949,0.000810539,,P1:12677,0.000613481
P2:24593,0.000347763,,P3:671,0.000810297,,P4:4911,0.000613242
P2:25383,0.000347616,,P1:3896,0.000809271,,P4:6197,0.000612877
P1:6595,0.000346954,,P5 CD8:240,0.000808695,,P2:8273,0.000612535
P1:11472,0.000346146,,P1:22958,0.00080475,,P5 CD8:44,0.000612329
P1:26131,0.000346005,,P3:6362,0.000804654,,P7:191,0.000611293
P4:3235,0.000345971,,P2:3642,0.000803502,,P1:1775,0.000610321
P1:20130,0.000345927,,P1:5859,0.000802704,,P1:22480,0.000610211
P1:20127,0.000345921,,P1:8622,0.000802181,,P1:702,0.000610017
P4:3790,0.000345771,,P7 Mono:5749,0.000801849,,P3:4468,0.000609949
P1:20027,0.000345398,,P2:9496,0.000801842,,P5 gd:232,0.000609237
P1:24599,0.000344803,,P5 gd:1867,0.000799505,,P1:25528,0.000608772
P7 Mono:4115,0.000344428,,MFI:311,0.000798689,,P4:6369,0.000608074
MFI:233,0.000343996,,P3:8136,0.00079629,,P5 gd:249,0.000607437
P1:11843,0.000343557,,P2:24486,0.000794191,,P4:5248,0.000606476
P7 Mono:1547,0.000343435,,P1:2052,0.000792475,,P4:2532,0.000606379
P2:13267,0.000343425,,P7 Mono:2787,0.000792305,,P7 Mono:1772,0.000605773
P3:3384,0.000343408,,P5 gd:2005,0.000792215,,MFI:389,0.000604868
P5 gd:177,0.000343392,,P4:4602,0.000792084,,P2:10056,0.000604233
P2:24948,0.000343326,,P2:10530,0.000791407,,P2:745,0.000604063
P1:3247,0.000343003,,P2:25715,0.000790999,,P6:234,0.000603769
P1:23311,0.00034287,,P1:7876,0.000790753,,P2:24873,0.000603078
P1:13626,0.000342653,,P1:7998,0.000790516,,P4:5206,0.00060179
P1:12902,0.00034257,,P3:8314,0.000789514,,P3:8387,0.000601599
P4:41,0.000342219,,P2:5017,0.000788941,,P1:6028,0.000601473
MFI:144,0.000341264,,P3:455,0.000788563,,P1:25282,0.000601159
P1:2998,0.000340356,,P3:106,0.000784597,,P1:864,0.000600885
P2:20357,0.000340178,,P2:26151,0.000784387,,P1:13578,0.000600195
P7 Mono:1124,0.000339897,,P1:6583,0.000783929,,P3:8399,0.000599664
P3:6715,0.000339862,,P1:10268,0.000782463,,P1:11011,0.000599234
P1:9790,0.000339249,,P3:8616,0.000779028,,MFI:248,0.000598777
P2:7946,0.000338757,,P7 Mono:3060,0.000778601,,P1:2826,0.000597488
P7 Mono:3872,0.000338427,,P1:5921,0.000777391,,P7:67,0.000596964
P1:11860,0.000338008,,P3:1618,0.000776909,,P2:23124,0.000596797
P5 gd:525,0.000338006,,P1:7205,0.000775888,,P4:2829,0.000596663
P2:24215,0.000337451,,P6 earlyB:191,0.000775153,,P2:9701,0.000595977
P5 gd:129,0.00033711,,P2:5634,0.000774825,,P2:2384,0.000595595
P5 gd:1513,0.000336834,,P7 Mono:6307,0.000771934,,P1:12308,0.00059513
