,feature,importance_mean,importance_std
139,P7 Mono:5622,3.577817531305039e-05,1.2701658279250163e-05
141,Lin:15,3.496503496504544e-05,1.6283122779720574e-05
140,P1:7886,3.496503496504544e-05,7.318263132211067e-06
142,P1:24083,3.415189461699608e-05,1.6978868936276047e-05
143,P2:24554,3.3338754268996686e-05,1.4749030043271023e-05
144,P1:3718,3.252561392097508e-05,0.0
145,P2:3121,3.252561392097508e-05,0.0
146,P1:4429,3.252561392097508e-05,0.0
147,P7 Mono:4128,3.1712473572931274e-05,1.1755433643513564e-05
148,P7 Mono:4096,3.1712473572920175e-05,9.23549901740979e-06
149,P2:22962,3.089933322492078e-05,7.967115767719953e-06
150,P4:3162,3.089933322488747e-05,1.5342301401927115e-05
151,P2:22116,3.089933322488192e-05,4.8788420881314595e-06
155,P5 gd:663,2.9273052528877575e-05,9.757684176292524e-06
157,P1:7380,2.9273052528877575e-05,9.757684176292524e-06
156,MFI:428,2.9273052528877575e-05,9.757684176292524e-06
154,P3:2669,2.9273052528877575e-05,7.452554390894944e-06
153,P1:11276,2.9273052528877575e-05,9.757684176292524e-06
152,P1:784,2.9273052528877575e-05,9.757684176292524e-06
158,P3:5549,2.9273052528866472e-05,1.0413277341735473e-05
159,P2:25206,2.9273052528827614e-05,9.757684176275872e-06
160,P1:1933,2.9273052528827614e-05,9.757684176275872e-06
161,P1:20271,2.8459912180878178e-05,8.33220911201969e-06
162,P3:4289,2.845991218084487e-05,9.091185467145514e-06
163,P1:3555,2.7646771832856575e-05,9.757684176292524e-06
164,P4:3063,2.7646771832795514e-05,8.292437003712257e-06
165,P5 gd:1496,2.6833631484829423e-05,7.318263132211067e-06
166,P3:1233,2.6833631484823873e-05,1.3136684356322326e-05
167,P2:13064,2.6833631484823873e-05,1.3136684356322326e-05
168,P2:4450,2.6833631484823873e-05,1.3136684356322326e-05
169,P2:8870,2.6833631484801667e-05,1.1528254089094758e-05
170,P6 earlyB:110,2.6833631484785014e-05,9.655506657205404e-06
173,P1:7521,2.6020491136780068e-05,1.3010245568390032e-05
174,P2:10479,2.6020491136780068e-05,1.3010245568390032e-05
171,P2:4557,2.6020491136780068e-05,1.3010245568390032e-05
172,P2:12768,2.6020491136780068e-05,1.3010245568390032e-05
175,MFI:9,2.4394210440753518e-05,1.0909422560582064e-05
176,P2:3875,2.4394210440731312e-05,8.907506220600917e-06
177,P1:12225,2.4394210440709106e-05,8.131403480221567e-06
178,P2:6841,2.358107009269861e-05,1.1178831586320611e-05
179,P2:11640,2.3581070092676404e-05,9.235499017382909e-06
180,P5 gd:1651,2.195478939668316e-05,7.318263132227721e-06
181,P1:12206,2.195478939668316e-05,7.318263132227721e-06
182,P1:11657,2.195478939668316e-05,7.318263132227721e-06
183,P1:1109,2.1954789396599893e-05,1.0317594357161637e-05
184,P1:20688,2.11416490486227e-05,6.5051227841894654e-06
185,P1:11560,2.1141649048617152e-05,6.50512278418669e-06
186,P7 Mono:5725,1.9515368352573946e-05,3.9835578838441125e-06
187,P2:22019,1.8702228004546793e-05,8.944543828254269e-06
188,P7 Mono:1568,1.7889087656536297e-05,7.088793207901137e-06
189,P1:11897,1.7889087656525194e-05,7.088793207897317e-06
190,P3:4691,1.7889087656525194e-05,8.757789570865401e-06
191,P2:6123,1.707594730849804e-05,6.754451018792446e-06
192,P2:9509,1.626280696048754e-05,6.298558052055431e-06
193,P3:4238,1.626280696048754e-05,3.636474186873101e-06
194,P2:22519,1.626280696048754e-05,6.298558052033931e-06
195,P1:21558,1.626280696048199e-05,7.272948373708963e-06
196,P7 Mono:1178,1.544966661246594e-05,6.754451018804474e-06
197,P4:6161,1.544966661245484e-05,4.378894785445586e-06
198,P1:24414,1.5449666612443736e-05,6.754451018801801e-06
199,P1:8453,1.4636526264444339e-05,3.252561392086406e-06
200,P1:6736,1.4636526264438788e-05,4.878842088146262e-06
201,P7 Mono:1655,1.4636526264422133e-05,6.084985179341656e-06
202,P3:4740,1.3823385916406083e-05,3.7262771954571625e-06
203,P2:12791,1.3823385916400532e-05,5.206638670875973e-06
204,P5 CD8:2,1.3010245568401135e-05,6.505122784172812e-06
205,P2:7139,1.3010245568390034e-05,3.98355788385771e-06
206,P1:22666,1.3010245568390034e-05,6.505122784195016e-06
207,P3:2105,1.3010245568390034e-05,6.505122784195016e-06
208,P1:3733,1.3010245568390034e-05,5.393762872591733e-06
209,P7 Mono:2196,1.3010245568378931e-05,3.983557883871308e-06
210,P2:8440,1.2197105220368431e-05,4.06570174011911e-06
211,P1:10113,1.1383964872363484e-05,5.393762872586712e-06
212,P1:8207,1.1383964872357933e-05,3.9835578838441125e-06
213,P1:9926,1.1383964872330177e-05,5.393762872598428e-06
214,P2:13454,1.1383964872324626e-05,5.393762872610143e-06
215,P7 Mono:1551,1.0570824524314126e-05,5.20663867087077e-06
216,P2:10186,1.0570824524303024e-05,5.206638670875973e-06
217,P7 Mono:468,1.0570824524291922e-05,5.206638670872505e-06
218,P2:2768,9.757684176314729e-06,3.252561392086406e-06
219,P5 gd:1380,9.757684176298076e-06,4.878842088144412e-06
220,P2:9073,9.75768417627032e-06,3.2525613921086105e-06
221,P2:22773,8.944543828293127e-06,2.4394210440648048e-06
222,P1:23563,8.944543828270923e-06,2.439421044072206e-06
223,P3:7952,8.944543828265372e-06,4.378894785421877e-06
224,P3:1198,8.94454382825427e-06,4.378894785444556e-06
225,P2:12530,8.131403480271526e-06,0.0
226,P3:8050,8.131403480271526e-06,0.0
227,P2:12670,8.131403480265975e-06,3.6364741868606875e-06
228,P7 Mono:4303,8.131403480265975e-06,3.6364741868606875e-06
229,P2:25166,8.131403480265975e-06,3.6364741868606875e-06
230,P2:9593,8.131403480221567e-06,3.6364741868606875e-06
231,P7 Mono:5410,8.131403480221567e-06,3.6364741868606875e-06
232,P1:8628,8.131403480221567e-06,3.6364741868606875e-06
235,P3:2698,8.131403480216015e-06,0.0
236,P2:8614,8.131403480216015e-06,0.0
234,P5 gd:1650,8.131403480216015e-06,0.0
233,P1:1497,8.131403480216015e-06,0.0
237,P4:3629,7.318263132244374e-06,2.439421044081458e-06
238,P1:8123,7.318263132244374e-06,2.439421044081458e-06
239,P1:25993,7.318263132244374e-06,2.439421044081458e-06
240,P4:2549,7.318263132244374e-06,2.439421044081458e-06
241,P4:5595,7.318263132244374e-06,2.439421044081458e-06
242,P1:5344,7.318263132194414e-06,2.4394210440648048e-06
243,P2:1823,7.318263132194414e-06,2.4394210440648048e-06
244,P5 NKT:97,7.318263132194414e-06,2.4394210440648044e-06
245,P7 Mono:5805,7.318263132194414e-06,2.4394210440648048e-06
246,P2:12920,7.318263132194414e-06,2.4394210440648048e-06
247,P2:6886,7.318263132194414e-06,2.4394210440648048e-06
248,P5 gd:2069,6.505122784217221e-06,3.25256139210861e-06
