,max_depth,n_estimators,neg_mae
0,45,20,-0.225215928679164
1,45,40,-0.22215559685412622
2,45,60,-0.22148017668605907
3,45,80,-0.22305951034259866
4,45,100,-0.2206021439344969
5,45,120,-0.2205355077928608
6,45,140,-0.2197926786099056
7,45,160,-0.22040758322559806
8,45,180,-0.22075215470803716
9,45,200,-0.2199226459814696
