,P4:3799,P2:8332,MFI:469
0,0.005470073175000784,0.012302645663673312,0.011420973019149766
1,0.001673193554640351,0.005285793685656043,0.019294958654129585
2,0.0036562776448522405,0.004111928582945651,0.008940040154507639
3,-0.0014726903602004793,0.0033061804773186765,0.014434335213080324
