,alpha,l1_ratio,mae
0,0.001,0.2,-0.2412129029940403
1,0.001,0.21000000000000002,-0.2412881792652111
2,0.001,0.22000000000000003,-0.2413763076879291
3,0.001,0.23000000000000004,-0.24145326441317713
4,0.001,0.24000000000000005,-0.24149530665135155
5,0.001,0.25000000000000006,-0.24154297090688476
6,0.001,0.26000000000000006,-0.24159254935761235
7,0.001,0.2700000000000001,-0.24162255664111187
8,0.001,0.2800000000000001,-0.2416297876599889
9,0.001,0.2900000000000001,-0.24161451548549753
10,0.001,0.3000000000000001,-0.2415938751016973
11,0.001,0.3100000000000001,-0.24156475318964818
12,0.001,0.3200000000000001,-0.24152331119156614
13,0.001,0.3300000000000001,-0.24147218760247124
14,0.001,0.34000000000000014,-0.2414123569932461
15,0.001,0.35000000000000014,-0.24134845533306318
16,0.001,0.36000000000000015,-0.2412813411515656
17,0.001,0.37000000000000016,-0.2412091245445998
18,0.001,0.38000000000000017,-0.24114655582930922
19,0.001,0.3900000000000002,-0.24108289792380833
20,0.001,0.4000000000000002,-0.24101218334636004
21,0.001,0.4100000000000002,-0.24094875035355615
22,0.001,0.4200000000000002,-0.24090320267491397
23,0.001,0.4300000000000002,-0.2408732771671365
24,0.001,0.4400000000000002,-0.2408335002542626
25,0.001,0.45000000000000023,-0.24079730395744098
26,0.001,0.46000000000000024,-0.24077083283549064
27,0.001,0.47000000000000025,-0.24073679143421686
28,0.001,0.48000000000000026,-0.2407002323625531
29,0.001,0.49000000000000027,-0.24065104361628759
30,0.001,0.5000000000000002,-0.24060479921365
31,0.001,0.5100000000000002,-0.24056173643105286
32,0.001,0.5200000000000002,-0.24052194900001447
33,0.001,0.5300000000000002,-0.24049037381052193
34,0.001,0.5400000000000003,-0.2404480279872262
35,0.001,0.5500000000000003,-0.2404033126193794
36,0.001,0.5600000000000003,-0.2403584991827243
37,0.001,0.5700000000000003,-0.24030861456488212
38,0.001,0.5800000000000003,-0.24025947942954773
39,0.001,0.5900000000000003,-0.2402102355358075
40,0.001,0.6000000000000003,-0.24015536706181886
41,0.001,0.6100000000000003,-0.24009745322776654
