,label,forward_selected,backward_selected
0,MFI:469,True,True
1,P1:20054,True,True
2,P4:5287,False,False
3,P1:12669,True,True
4,P5 gd:523,True,True
5,P1:22210,False,False
6,P1:22213,False,False
7,P4:5260,False,False
8,P4:3052,True,True
9,P4:3769,False,False
10,P4:6227,False,False
11,P1:22453,False,False
12,P7:107,False,False
13,P7:31,True,True
14,P5 gd:393,True,True
15,P4:6212,True,True
16,P4:6239,False,False
