,label,forward_selected,backward_selected
0,P4:3799,True,True
1,MFI:469,True,True
2,P1:20030,False,False
3,P1:22213,False,False
4,P5 gd:1759,False,False
5,P1:22240,True,True
6,P2:154,False,False
7,P1:20790,False,False
8,P1:12345,False,False
9,P2:19843,True,True
10,P7:132,True,True
11,P2:19837,False,False
12,P2:7298,True,False
13,P7 Mono:812,True,False
14,P1:9862,True,True
15,P5 gd:1867,False,False
16,P2:384,True,True
17,P2:8332,True,True
18,P4:5521,True,True
19,P1:12372,True,True
20,P1:495,True,True
21,P1:22232,True,True
22,P4:5281,False,True
23,P1:22214,False,False
24,P5 gd:224,False,True
25,P1:9908,False,False
26,P2:13909,True,True
27,P1:232,True,True
28,P1:9600,False,False
29,P2:20911,False,False
30,P1:6129,False,False
31,P2:22359,False,False
32,P5 gd:1993,True,True
33,P6 earlyB:4,False,True
34,P2:9289,True,False
35,P5 gd:308,False,False
36,P1:21425,False,False
37,P4:3784,True,True
38,P1:23185,False,True
39,P5 gd:1894,True,True
40,P2:23757,False,True
41,P1:22903,False,True
42,P3:2003,True,False
43,P1:11785,False,False
44,P7 Mono:4162,False,False
45,P1:4428,True,True
46,P1:4958,True,False
47,P5 gd:1949,True,False
48,P1:25408,False,False
49,P5 gd:7,True,True
50,P1:3284,True,True
51,P5 gd:2067,False,False
52,P5 gd:596,True,True
53,P1:12757,False,False
54,P2:22299,False,False
55,P3:630,True,False
56,P1:408,True,True
57,P5 gd:451,False,True
58,P5 gd:1786,True,True
59,P1:22700,False,False
60,P2:25290,False,True
61,P2:7225,True,True
62,P6:219,False,False
63,P2:20191,False,False
64,P7 Mono:3409,True,True
65,P2:25264,True,True
66,P1:9464,True,True
67,MFI:451,False,False
68,P1:12687,False,False
69,P2:5045,False,False
70,P2:8765,True,True
71,P5 gd:1667,True,True
72,P2:9961,False,True
73,MFI:348,True,True
74,P2:23076,False,False
75,P1:11778,False,True
76,MFI:311,True,False
77,P4:3387,True,True
78,P2:20970,False,False
79,P4:5520,True,True
80,P1:8986,True,True
81,P5 gd:335,False,False
82,P4:3225,False,False
83,P2:19752,True,True
84,P7 Mono:6426,True,True
85,P7 Mono:92,True,True
86,P3:5903,False,False
87,P1:7515,False,False
88,P1:20789,True,False
89,P2:25298,False,False
90,P7 Mono:5390,True,True
91,P1:9662,False,False
92,P1:14604,True,False
93,P1:7145,False,False
94,P5 gd:692,True,True
95,P4:66,False,False
96,P1:12696,False,False
97,MFI:224,False,False
98,P3:3613,True,True
99,P6 earlyB:90,True,True
