,label,forward_selected,backward_selected
0,P4:3799,True,True
1,P1:22240,True,True
2,MFI:469,True,True
3,P5 gd:1759,True,True
4,P1:22213,False,False
5,P1:20030,False,False
6,P1:9862,True,True
7,P2:8332,True,True
8,P1:12345,True,False
9,P2:19843,True,True
10,P7:132,False,False
11,P1:22214,True,False
12,P2:23757,False,True
13,P1:495,True,True
14,P2:154,False,False
15,P6:83,False,False
16,P1:8986,True,True
17,P1:9908,True,True
18,P4:4597,True,False
19,P1:11755,True,True
20,P5 gd:224,False,True
21,P5 gd:1832,False,False
22,P1:6129,False,False
23,P1:19709,True,True
24,P1:12757,False,False
25,P3:85,True,False
26,P4:3333,True,True
27,P5 gd:335,True,True
28,P2:9289,False,False
29,P4:66,True,False
30,P2:384,True,True
31,P1:4428,True,True
32,P1:12696,True,False
33,P7 Mono:4773,True,False
34,MFI:6,False,True
35,P4:5858,True,False
36,P1:20820,False,False
37,P2:7298,True,True
38,P6 earlyB:171,False,False
39,P4:82,True,False
40,P1:2043,True,True
41,P5 gd:1966,True,True
42,P5 gd:1480,False,False
43,P1:22834,True,True
44,P4:5281,True,False
45,P2:8765,True,True
46,P5 gd:297,False,False
47,P1:23185,True,True
48,P5 gd:632,False,True
49,P7 Mono:3409,True,True
50,P1:22700,False,False
51,MFI:171,False,False
52,P1:3284,False,False
53,P1:21497,False,False
54,P1:22862,False,True
55,P4:6227,False,False
56,P2:16111,False,True
57,P1:12514,False,False
58,P1:20365,False,False
59,P2:7225,True,True
60,P2:8981,True,True
61,P2:24049,True,True
62,P6 earlyB:96,False,False
63,P1:11778,False,False
64,P1:10321,False,False
65,P1:21425,False,False
66,P4:3793,False,False
67,MFI:310,False,True
68,P2:41,True,True
69,P1:22232,True,True
70,P1:7363,True,True
71,P1:22913,False,True
72,P1:11763,False,True
73,P1:9627,True,False
74,P2:14727,False,False
75,P4:5290,False,False
76,P1:10573,False,True
77,P4:3706,False,False
78,P2:19526,True,True
79,P2:7307,False,False
80,P2:9864,True,True
81,P4:3794,False,True
82,P7 Mono:6178,True,True
83,P1:22941,False,False
84,P5 CD8:74,False,False
85,P2:14607,True,True
86,P1:18210,False,False
87,P2:841,False,False
88,P4:4754,True,True
89,P1:9221,True,False
90,MFI:451,False,False
91,P2:9342,True,True
92,P5 gd:1426,True,True
93,P2:25298,False,True
94,P2:11251,True,True
95,MFI:59,False,True
96,P1:7145,False,False
97,P6 earlyB:172,False,False
98,P5 gd:1867,True,False
99,MFI:236,False,False
