,label,forward_selected,backward_selected
0,P4:3799,True,True
1,MFI:469,True,True
2,P1:22213,True,True
3,P1:20030,False,False
4,P5 gd:1759,True,True
5,P1:20790,False,False
6,P4:5281,True,True
7,P1:9862,False,True
8,P1:12372,True,True
9,P7:132,False,False
10,P2:9702,True,True
11,P2:154,False,False
12,P1:22128,True,True
13,P4:3562,True,True
14,MFI:6,False,False
15,P1:9908,True,False
16,P1:22240,True,True
17,P1:22913,True,True
18,P5 CD8:74,False,False
19,P1:12757,False,False
20,P1:9707,True,True
21,P2:9262,False,False
22,MFI:488,True,True
23,P5 gd:1625,True,False
24,P1:23429,False,False
25,P2:20950,True,True
26,P4:5858,True,True
27,P7 Mono:7,False,False
28,P2:8332,True,True
29,P2:7298,True,True
30,P1:22636,False,True
31,P4:3333,True,True
32,P1:3554,True,True
33,P2:20911,True,True
34,P2:6548,False,True
35,P1:20820,True,False
36,MFI:27,False,False
37,P1:9874,False,False
38,P1:9627,False,False
39,P2:5911,False,False
40,P5 gd:1187,True,True
41,P1:11936,False,False
42,P2:20887,False,False
43,MFI:199,False,True
44,P2:22305,True,True
45,P5 CD8:64,False,False
46,P3:5728,False,True
47,P7 Mono:1780,True,True
48,P1:495,True,True
49,P1:8719,True,True
50,P6 earlyB:8,False,False
51,P5 gd:373,False,False
52,P2:12662,False,False
53,P4:5535,False,True
54,P2:12492,False,False
55,P7 Mono:4135,True,True
56,P7 Mono:6410,False,False
57,P5 gd:308,False,False
58,P5 gd:457,False,True
59,P2:916,True,True
60,P2:4507,False,False
61,P1:5780,True,True
62,P2:5231,True,True
63,P1:22382,False,False
64,P1:21497,False,False
65,P1:7515,True,True
66,P6:218,True,True
67,P1:20103,True,False
68,P6 earlyB:4,True,False
69,P1:7771,True,True
70,P1:22915,False,False
71,P1:10573,False,False
72,P3:30,True,True
73,P4:5530,False,False
74,P5 gd:815,False,False
75,P1:3197,False,False
76,P7 Mono:3409,True,True
77,P7 Mono:6341,True,True
78,P1:12687,False,False
79,P4:3706,False,False
80,P1:12845,False,False
81,P1:22471,False,False
82,P4:4597,True,True
83,P5 gd:1399,True,True
84,P2:2836,True,True
85,P2:12510,True,True
86,P5 CD8:224,False,False
87,P7 Mono:812,True,True
88,P7 Mono:4830,True,True
89,P1:9598,False,False
90,P2:9964,False,False
91,P1:44,False,False
92,MFI:258,False,False
93,P5 gd:224,True,True
94,P6 earlyB:96,False,False
95,P1:8026,False,False
96,MFI:44,True,True
97,P1:9589,True,False
98,P7:48,True,False
99,MFI:224,False,False
