,0
data_source,Analysis/RandomForest/20042023/rf_feature_importance_impurity_rankings_20042023_9.csv
test_id,9
selection_type,fs_bs
cut_off_threshold,50
n_splits,4
n_repeats,10
random_state_1,84
random_state_2,168
tolerance,
impute,True
standardise,True
normalise,True
strategy=,median
max_depth,11
n_estimators,40
max_features,0.4
max_samples,0.5
min_samples_split,12
bootstrap,True
