,feature_name,nlog_p_0,nlog_p_1
0,Lin:1,123.53010497755862,0.5160364184059191
1,Lin:10,16.223347766332285,0.10280161990256917
2,Lin:11,168.96204941184453,0.017610249972719448
3,Lin:12,240.11128266687433,0.13241454171562883
4,Lin:13,21.789730023150067,0.10236214204195093
5,Lin:14,46.400860300967665,0.4632190150585471
6,Lin:15,10.89455845420253,0.4312584780615
7,Lin:16,48.950779443610834,0.8303237928821927
8,Lin:17,19.979667068359067,0.1272324484212068
9,Lin:18,64.46930444382023,0.3100430220413327
10,Lin:19,3.749179816454642,0.1279659832825833
11,Lin:2,59.5661312598918,0.24869190163098526
12,Lin:20,24.54182547870857,0.23812437432973282
13,Lin:21,34.5572634372637,0.5212990254970001
14,Lin:22,53.68313626894404,0.2979838236296253
15,Lin:23,158.96385762260408,0.0033036490755613676
16,Lin:24,256.15854702482795,0.1552451652191244
17,Lin:25,10.49061153891795,0.24180616421919987
18,Lin:26,220.46879090863914,0.47221286480540525
19,Lin:27,62.762929542934785,0.09468947340204294
20,Lin:28,79.42993167286095,0.5897880642578288
21,Lin:29,74.37147380392791,0.09820487255230718
22,Lin:3,58.506535795567665,0.5778833377622535
23,Lin:30,63.17162786224935,0.2697295477467378
24,Lin:31,70.84208744444877,0.18899067151798327
25,Lin:32,43.10775659461034,0.3833644254872844
26,Lin:33,30.85250304731201,0.010809656173521125
27,Lin:34,141.00107546377114,0.37716603766637385
28,Lin:35,57.17220170733635,0.5292732862216992
29,Lin:36,54.0433603272815,0.028128068843866066
30,Lin:37,53.44484090096378,0.09599239303491422
31,Lin:38,40.711315445324544,0.11584677409767209
32,Lin:39,85.82573263873095,0.05885530522694992
33,Lin:4,19.722021989146047,0.13202608295705695
34,Lin:40,84.35439788683242,0.04920740124120427
35,Lin:41,63.993526197872455,0.18497137104501468
36,Lin:42,82.55557553193586,0.17262000940251745
37,Lin:43,86.7653785072721,0.18505973906869486
38,Lin:44,21.48646370985281,0.23449252759819403
39,Lin:45,137.080712316828,0.0012604225709179448
40,Lin:46,11.345679390330424,0.49433196828942705
41,Lin:47,151.1335652653322,0.08091307822212804
42,Lin:48,62.92688862404599,0.4291509564196684
43,Lin:49,124.39165435826482,0.317419616327963
44,Lin:5,128.4639300312651,0.022788407210297196
45,Lin:50,45.39933474363473,0.1629417618960829
46,Lin:6,232.58602114041858,0.20163533546916548
47,Lin:7,66.15265062247153,0.11469933863040442
48,Lin:8,59.655543446642326,0.016656909256109444
49,Lin:9,29.775987877412035,0.09135706998579231
50,MFI:1,8.926220693297035,0.4122313144065678
51,MFI:10,32.59353043170481,0.07850436268508902
52,MFI:100,68.00251085716015,0.06493396761456754
53,MFI:101,101.90175192553609,0.2054459604612081
54,MFI:102,81.36463096855374,0.3530767229297643
55,MFI:103,34.1289992839278,0.35691765803834696
56,MFI:104,69.80745089236248,0.19963162418705013
57,MFI:105,65.57085590581312,0.5686002785491509
58,MFI:106,1.954968082635577,0.2937453742457276
59,MFI:107,75.33555537035117,0.6721803286712998
60,MFI:108,65.74165757029917,0.2642613961767377
61,MFI:109,23.620897506703955,0.004297160617659874
62,MFI:11,18.919561106473196,0.5134499912287596
63,MFI:110,68.96154292760279,0.6120865876308029
64,MFI:111,62.41193901711596,0.36773250751765457
65,MFI:112,70.17291783239565,0.005123218144944758
66,MFI:113,12.257360886198505,0.039660935643306174
67,MFI:114,16.91696278669755,0.01229425001233383
68,MFI:115,11.207393141597233,0.1494759237004834
69,MFI:116,10.588436605537138,0.057299347445433885
70,MFI:117,18.53686952141243,0.1564668681040303
71,MFI:118,7.845463162432583,0.12036039612820078
72,MFI:119,25.253199915143433,0.040289332967614166
73,MFI:12,110.26666908460977,0.1334959270814491
74,MFI:120,6.806586521256412,0.3586353273983358
75,MFI:121,54.7742118349326,0.49021823226674277
76,MFI:122,57.62163103864956,0.5843952090074065
77,MFI:123,122.22256504266835,0.09158150298109811
78,MFI:124,62.9022028507488,0.1859066185259124
79,MFI:125,33.15699878130128,0.20073221123664858
80,MFI:126,107.53117468368774,0.06914874629062807
81,MFI:127,121.12050926929193,0.2233344516905156
82,MFI:128,41.34910444045515,0.05871011730790092
83,MFI:129,36.0373787865288,0.008945071555638376
84,MFI:13,48.24884268134058,0.5020248187802723
85,MFI:130,41.34910444045515,0.05871011730790092
86,MFI:131,59.270597656938904,0.5361320913293653
87,MFI:132,76.19492366643468,0.014205430364235157
88,MFI:133,96.8595542695384,0.22909425037649608
89,MFI:134,36.164902925903704,0.17158142482013977
90,MFI:135,76.19492366643468,0.014205430364235157
91,MFI:136,123.66207670543525,0.0759242025272715
