,label,forward_selected,backward_selected
0,MFI:469,True,True
1,P1:20104,False,False
2,P1:22186,False,False
3,P1:20030,False,False
4,P1:20054,False,False
5,P1:20127,False,False
6,P1:20130,False,False
7,P1:20027,False,False
8,P1:20057,False,False
9,P1:22213,False,False
10,P1:20102,False,False
11,P1:22210,False,False
12,P1:22183,False,False
13,P1:3986,False,False
14,P1:4256,False,False
15,P1:4229,False,False
16,P1:20709,False,False
17,P1:20790,False,False
