,feature_name,nlog_p_0,nlog_p_1,nlog_p_2,nlog_p_3,nlog_p_4,nlog_p_5,Trait ID,Subset or Surface Protein,Full Subset Name,max_nlog_p
99,P4:4562,15.812602552860392,0.5350111703274069,12.415589577691028,10.273802996533172,0.0933884270554462,3.2942414720866093,P4:4562,CD2+314+337+158a-158b-R7-,56+16-/CD2+314+337+158a-158b-R7-,12.415589577691028
197,P4:5470,4.885805435985077,0.1266224240302265,12.379427884848644,9.646442675830226,0.1971828935171547,0.6531804955611564,P4:5470,CD2+334-337+158a-,56+16-/CD2+334-337+158a-,12.379427884848644
142,P4:4854,5.13582688126807,0.057095046419719,12.365055221746312,9.650536699195994,0.1664319433363193,0.7173394483725452,P4:4854,CD2+334-337+R7-,56+16-/CD2+334-337+R7-,12.365055221746312
212,P4:5547,0.7990315046048375,0.0559591384092626,12.28776301109126,9.567886926058826,0.1000923398552403,0.0900582328846579,P4:5547,314-334-337+,56+16-/314-334-337+,12.28776301109126
194,P4:5466,0.7990315046048375,0.0559591384092626,12.28776301109126,9.567886926058826,0.1000923398552403,0.0900582328846579,P4:5466,314-334-337+158a-,56+16-/314-334-337+158a-,12.28776301109126
220,P4:5559,18.507596081541557,0.6471781113526273,12.285458414294046,9.331683464041452,0.0786308842657528,3.356442572073981,P4:5559,337+,56+16-/337+,12.285458414294046
213,P4:5548,0.8111680386050535,0.0639061400904356,12.277043046182794,9.561634654320384,0.0895884487176759,0.0837047272609434,P4:5548,CD2+314-334-337+,56+16-/CD2+314-334-337+,12.277043046182794
195,P4:5467,0.8111680386050535,0.0639061400904356,12.277043046182794,9.561634654320384,0.0895884487176759,0.0837047272609434,P4:5467,CD2+314-334-337+158a-,56+16-/CD2+314-334-337+158a-,12.277043046182794
211,P4:5505,292.07799189807173,0.706071235860901,12.25621816337829,9.2606793277041,0.0887795854940589,3.3062074592227373,P4:5505,337-,56+16-/337-,12.25621816337829
215,P4:5551,5.226588070692806,0.066647662050265,12.225244930191083,9.567835549779744,0.1716408618009695,0.6866349643910468,P4:5551,CD2+334-337+,56+16-/CD2+334-337+,12.225244930191083
39,P1:21157,0.1705757851410304,0.3733199730086275,12.14667655580948,9.481681145143355,0.1520722029705149,0.036743324412996,P1:21157,27-57+95-127+RA-,DPT/27-57+95-127+RA-,12.14667655580948
115,P4:4639,15.74116532332824,0.673100627754658,12.076189908316636,9.425303806468442,0.107064504101664,3.261351536030448,P4:4639,CD2+314+337+158b-R7-,56+16-/CD2+314+337+158b-R7-,12.076189908316636
171,P4:5239,16.556086659678517,0.6159995314383753,12.0191192265475,10.105822029639336,0.1111137829944028,3.448096964743074,P4:5239,CD2+314+337+158a-158b-,56+16-/CD2+314+337+158a-158b-,12.0191192265475
102,P4:4566,19.43137163268342,1.0093520954053865,12.01869421481287,10.194741859187088,0.2810890352798956,4.307688542666343,P4:4566,CD2+334+337+158a-158b-R7-,56+16-/CD2+334+337+158a-158b-R7-,12.01869421481287
26,P1:20442,0.6909638781237798,0.1881682785525185,11.967298113193568,7.495182499789211,0.1882886544261422,0.3020443385341833,P1:20442,31-57+95-127+244-RA-,DPT/31-57+95-127+244-RA-,11.967298113193568
119,P4:4645,18.854177596896196,1.1650890794465203,11.75086981708948,8.988466095524585,0.265947120123549,4.11061594806977,P4:4645,CD2+334+337+158b-R7-,56+16-/CD2+334+337+158b-R7-,11.75086981708948
30,P1:20449,0.874925916916004,0.0809296829646987,11.730296829375384,7.517678432758326,0.2386824784100406,0.7164208717470975,P1:20449,57+95-127+244-RA-,DPT/57+95-127+244-RA-,11.730296829375384
225,P4:5566,2.8296113711579016,0.1588553571634713,11.700663397622732,8.784264431138922,0.0180502812612329,0.9154693389892504,P4:5566,CD2+314-334+337+,56+16-/CD2+314-334+337+,11.700663397622732
207,P4:5485,2.8296113711579016,0.1588553571634713,11.700663397622732,8.784264431138922,0.0180502812612329,0.9154693389892504,P4:5485,CD2+314-334+337+158a-,56+16-/CD2+314-334+337+158a-,11.700663397622732
188,P4:5320,16.4677442759676,0.7538693451214018,11.647289883996535,9.249427718802115,0.1245349575498625,3.4082177821550586,P4:5320,CD2+314+337+158b-,56+16-/CD2+314+337+158b-,11.647289883996535
175,P4:5245,19.70349665596929,1.169407559694683,11.440395550242052,9.905991660640115,0.2526644889394144,4.514804242261427,P4:5245,CD2+334+337+158a-158b-,56+16-/CD2+334+337+158a-158b-,11.440395550242052
133,P4:4785,19.04331919813296,0.0766522295967781,11.337470592944277,8.736661395092895,0.1237102888411014,3.454411068865523,P4:4785,CD2+314+337+158a-R7-,56+16-/CD2+314+337+158a-R7-,11.337470592944277
36,P1:21149,0.5175192577348042,0.0482027027467709,11.334686163487037,7.500972474717048,0.4005206140828509,0.0188475170425963,P1:21149,31-57+95-127+RA-,DPT/31-57+95-127+RA-,11.334686163487037
263,P5 NKT:187,1.775649813536707,1.908909575877416,11.316955190335673,8.904534290637928,0.7117257876089266,0.1528862255361129,P5 NKT:187,27-28+R7+,4-8/27-28+R7+,11.316955190335673
21,P1:20214,0.9137400010980083,0.0164606026433048,11.291122903787794,8.70806017624652,0.408724126131665,0.0081828081184382,P1:20214,27-28-57+95-244-RA-,DPT/27-28-57+95-244-RA-,11.291122903787794
173,P4:5242,2.510649416512236,0.0601371679983258,11.289345299970163,8.415570152788291,0.0260458344385201,0.7209606271080499,P4:5242,CD2+314-334+337+158a-158b-,56+16-/CD2+314-334+337+158a-158b-,11.289345299970163
190,P4:5323,2.510649416512236,0.0601371679983258,11.289345299970163,8.415570152788291,0.0260458344385201,0.7209606271080499,P4:5323,CD2+314-334+337+158b-,56+16-/CD2+314-334+337+158b-,11.289345299970163
0,MFI:469,105.99212933953996,11.232724280950384,0.8309022341194103,1.380330195812783,0.3582590497528664,0.0381212299286067,,,,11.232724280950384
192,P4:5326,19.16631271610868,1.335848534065639,11.19171105616189,8.779025359585056,0.2488516834491091,4.305515824923565,P4:5326,CD2+334+337+158b-,56+16-/CD2+334+337+158b-,11.19171105616189
205,P4:5482,19.799022346470124,0.1060910033332173,10.881816993797468,8.490977882329503,0.1105291322881034,3.6028606432566592,P4:5482,CD2+314+337+158a-,56+16-/CD2+314+337+158a-,10.881816993797468
152,P4:4869,2.937744866787511,0.1482131508127069,10.770450573938133,8.040500840586116,0.1261260462134362,0.895658656225192,P4:4869,CD2+314-334+337+R7-,56+16-/CD2+314-334+337+R7-,10.770450573938133
135,P4:4788,2.937744866787511,0.1482131508127069,10.770450573938133,8.040500840586116,0.1261260462134362,0.895658656225192,P4:4788,CD2+314-334+337+158a-R7-,56+16-/CD2+314-334+337+158a-R7-,10.770450573938133
150,P4:4866,19.377749084462312,0.3718941245072696,10.665695365231276,7.4946696472251,0.0709668061651109,3.5650064842288605,P4:4866,CD2+314+337+R7-,56+16-/CD2+314+337+R7-,10.665695365231276
23,P1:20217,1.147014979288107,0.0226943722784819,10.590610463812732,8.271704056639562,0.4687954456101446,0.021467199374133,P1:20217,27-57+95-244-RA-,DPT/27-57+95-244-RA-,10.590610463812732
264,P5 NKT:42,0.4802745702381952,1.1510525568638197,10.384640481142023,8.046390647207149,0.8161826610109104,0.4239548552862724,P5 NKT:42,27-28+RA-R7+,4-8/27-28+RA-R7+,10.384640481142023
117,P4:4642,2.60267364985624,0.047917211306917,10.34835140625965,7.665145762144991,0.0733388811673882,0.6965870455599531,P4:4642,CD2+314-334+337+158b-R7-,56+16-/CD2+314-334+337+158b-R7-,10.34835140625965
76,P4:141,2.60267364985624,0.047917211306917,10.34835140625965,7.665145762144991,0.0733388811673882,0.6965870455599531,P4:141,2+314-334+337+158a-158b-R7-,56+16-/2+314-334+337+158a-158b-R7-,10.34835140625965
137,P4:4791,23.370369050757706,0.3117304298767874,10.321501564779302,7.828854076113683,0.0433438779854348,4.535835145073876,P4:4791,CD2+334+337+158a-R7-,56+16-/CD2+334+337+158a-R7-,10.321501564779302
40,P1:21158,0.7294633030302776,0.4025716398003508,10.247013217729286,5.716927763259138,0.310060443736856,0.3361885858102716,P1:21158,57+95-127+RA-,DPT/57+95-127+RA-,10.247013217729286
223,P4:5563,20.14954629570028,0.4010682996125763,10.215920891345894,7.280122903748382,0.0595563932218117,3.7161915662947713,P4:5563,CD2+314+337+,56+16-/CD2+314+337+,10.215920891345894
98,P4:4561,18.19412504791212,0.8854999470713905,10.124887957046226,8.778795329799983,0.0458313688613228,4.028887370359841,P4:4561,314+337+158a-158b-R7-,56+16-/314+337+158a-158b-R7-,10.124887957046226
114,P4:4638,18.20080417103359,1.04836532662836,10.024611702493283,8.166678279117905,0.0645940592645007,3.9474811920086488,P4:4638,314+337+158b-R7-,56+16-/314+337+158b-R7-,10.024611702493283
243,P4:94,6.227918917243724,0.0217062372051277,9.883654237725011,7.715929557722318,0.080786939267662,1.2422815501305011,P4:94,2+314+334-337+158a-158b-R7-,56+16-/2+314+334-337+158a-158b-R7-,9.883654237725011
165,P4:5230,6.387964694851959,0.0064549349843586,9.8436001413635,7.716012405424497,0.0658532684519262,1.1913498558532527,P4:5230,CD2+314+334-337+158a-158b-,56+16-/CD2+314+334-337+158a-158b-,9.8436001413635
108,P4:4629,7.994083636674453,0.3866944110008493,9.825421889143689,7.845350190049353,0.2177229496562621,1.916359096908886,P4:4629,314+334-337+158b-R7-,56+16-/314+334-337+158b-R7-,9.825421889143689
93,P4:4553,7.650466571962066,0.2890045940815463,9.802119945427531,7.940406288634851,0.2533495979843822,1.8392777868098944,P4:4553,314+334-337+158a-158b-R7-,56+16-/314+334-337+158a-158b-R7-,9.802119945427531
209,P4:5488,23.56197789258378,0.384911188023649,9.77736863197448,7.571208448960482,0.0177962879458408,4.718241390323835,P4:5488,CD2+334+337+158a-,56+16-/CD2+334+337+158a-,9.77736863197448
164,P4:5229,7.809545931921985,0.2639144755801608,9.755724012610294,7.935722099530218,0.2385664089903008,1.7718040270930755,P4:5229,314+334-337+158a-158b-,56+16-/314+334-337+158a-158b-,9.755724012610294
181,P4:5310,8.177153481643318,0.3492632553424076,9.744370865077812,7.814542931692054,0.2124368932596578,1.8600346211885384,P4:5310,314+334-337+158b-,56+16-/314+334-337+158b-,9.744370865077812
109,P4:4630,6.583412813118351,0.077479275950592,9.701296909693884,7.653583696560136,0.0490042486015166,1.3310341025963526,P4:4630,CD2+314+334-337+158b-R7-,56+16-/CD2+314+334-337+158b-R7-,9.701296909693884
170,P4:5238,18.767373782212744,0.9694907963606716,9.667531272568134,8.527701805254459,0.0723083277325838,4.139300594077597,P4:5238,314+337+158a-158b-,56+16-/314+337+158a-158b-,9.667531272568134
182,P4:5311,6.795412911156184,0.0538542700359258,9.659404304080574,7.653475592155939,0.0426617451743897,1.2948725059104689,P4:5311,CD2+314+334-337+158b-,56+16-/CD2+314+334-337+158b-,9.659404304080574
127,P4:4776,7.097045403318851,0.1259027383563472,9.633906007104756,7.499006645082859,0.2607930602083688,1.276775331389615,P4:4776,CD2+314+334-337+158a-R7-,56+16-/CD2+314+334-337+158a-R7-,9.633906007104756
199,P4:5473,7.317450188454306,0.146255892380608,9.579672889072082,7.465385258869043,0.2347412593617495,1.2412074053277584,P4:5473,CD2+314+334-337+158a-,56+16-/CD2+314+334-337+158a-,9.579672889072082
187,P4:5319,18.762944615019386,1.129617780792812,9.544070964099562,7.919126730179016,0.091198576265511,4.05349288636084,P4:5319,314+337+158b-,56+16-/314+337+158b-,9.544070964099562
126,P4:4775,8.336094650015342,0.105990533032424,9.418496917296505,7.609851739372415,0.4465909583679743,1.7480251232865291,P4:4775,314+334-337+158a-R7-,56+16-/314+334-337+158a-R7-,9.418496917296505
132,P4:4784,21.008209599730527,0.3769941471826334,9.40619296357532,7.642303427449796,0.124355850233231,4.054476128635909,P4:4784,314+337+158a-R7-,56+16-/314+337+158a-R7-,9.40619296357532
144,P4:4857,7.595506125457752,0.034852542157747,9.395023902961473,7.366050421598376,0.210592045293552,1.3199531089159655,P4:4857,CD2+314+334-337+R7-,56+16-/CD2+314+334-337+R7-,9.395023902961473
198,P4:5472,8.552673899738869,0.085679508663842,9.363806737791416,7.577341008802681,0.4210496137440923,1.7006135566299958,P4:5472,314+334-337+158a-,56+16-/314+334-337+158a-,9.363806737791416
154,P4:4872,22.57171228518126,0.7762709932750059,9.351429812675455,6.029065839878043,0.078024957077226,4.513763658303222,P4:4872,CD2+334+337+R7-,56+16-/CD2+334+337+R7-,9.351429812675455
143,P4:4856,8.782877880566604,0.2153487740935556,9.34397436435702,7.431213856310303,0.3956207787326487,1.7699197493650118,P4:4856,314+334-337+R7-,56+16-/314+334-337+R7-,9.34397436435702
217,P4:5554,7.869008543772109,0.058278684765717,9.338327300900623,7.33174580589173,0.1954065311645517,1.298949347442705,P4:5554,CD2+314+334-337+,56+16-/CD2+314+334-337+,9.338327300900623
216,P4:5553,9.023971249243615,0.1844213844245014,9.260673797323353,7.377528672817515,0.3809401383633522,1.733911642639138,P4:5553,314+334-337+,56+16-/314+334-337+,9.260673797323353
224,P4:5565,2.967999463846453,0.4503020567018636,9.239894439976288,7.15033365966706,0.0718234771604966,1.2539253025549293,P4:5565,314-334+337+,56+16-/314-334+337+,9.239894439976288
206,P4:5484,2.967999463846453,0.4503020567018636,9.239894439976288,7.15033365966706,0.0718234771604966,1.2539253025549293,P4:5484,314-334+337+158a-,56+16-/314-334+337+158a-,9.239894439976288
68,P4:1195,0.5444079090919591,0.6690002057308196,9.137251080116563,6.766501602254386,0.531003645913066,0.7057101041993219,P4:1195,314-337+158b-,16+56-/314-337+158b-,9.137251080116563
159,P4:515,0.5444079090919591,0.6690002057308196,9.137251080116563,6.766501602254386,0.531003645913066,0.7057101041993219,P4:515,CD2+314-337+158b-R7-,16+56-/CD2+314-337+158b-R7-,9.137251080116563
69,P4:1196,0.5444079090919591,0.6690002057308196,9.137251080116563,6.766501602254386,0.531003645913066,0.7057101041993219,P4:1196,CD2+314-337+158b-,16+56-/CD2+314-337+158b-,9.137251080116563
158,P4:514,0.5444079090919591,0.6690002057308196,9.137251080116563,6.766501602254386,0.531003645913066,0.7057101041993219,P4:514,314-337+158b-R7-,16+56-/314-337+158b-R7-,9.137251080116563
65,P4:117,19.604293001464285,1.1058977776203416,9.089824723581396,7.982609754207559,0.2832867199509487,4.346300252232775,P4:117,2+314+334+337+158a-158b-R7-,56+16-/2+314+334+337+158a-158b-R7-,9.089824723581396
149,P4:4865,21.309210275029397,0.7270992823576378,9.031624163513367,6.682847007098628,0.0761286607154851,4.073979674230212,P4:4865,314+337+R7-,56+16-/314+337+R7-,9.031624163513367
204,P4:5481,21.58514994609992,0.4187051669557397,8.939582518225475,7.36915848364945,0.1024838606984479,4.158498500710675,P4:5481,314+337+158a-,56+16-/314+337+158a-,8.939582518225475
227,P4:5569,22.964556988258423,0.8530151211861017,8.932446859745717,5.919222092774693,0.0578980284500259,4.710739982492981,P4:5569,CD2+334+337+,56+16-/CD2+334+337+,8.932446859745717
121,P4:4648,18.926462478749745,1.2765911667783856,8.87157116462756,6.844945821362983,0.2663486186154868,4.121076059924427,P4:4648,CD2+314+334+337+158b-R7-,56+16-/CD2+314+334+337+158b-R7-,8.87157116462756
189,P4:5322,2.675669106410709,0.3265209853975203,8.847609207957639,6.804037436607861,0.1157065019084808,1.0561282255324609,P4:5322,314-334+337+158b-,56+16-/314-334+337+158b-,8.847609207957639
172,P4:5241,2.675669106410709,0.3265209853975203,8.847609207957639,6.804037436607861,0.1157065019084808,1.0561282255324609,P4:5241,314-334+337+158a-158b-,56+16-/314-334+337+158a-158b-,8.847609207957639
222,P4:5562,21.90882030999077,0.7647184671939598,8.571902532392551,6.443751317360569,0.0569293738427464,4.183005994739539,P4:5562,314+337+,56+16-/314+337+,8.571902532392551
101,P4:4565,20.995570359713284,1.2504053139656883,8.50886141877358,7.623852483985021,0.2852193131034743,4.708158496935776,P4:4565,334+337+158a-158b-R7-,56+16-/334+337+158a-158b-R7-,8.50886141877358
