,feature_name,nlog_p_0,nlog_p_1
0,Lin:1,21.694728834819045,1.2461189750232136
1,Lin:10,1.3972034435871667,0.1712355818304416
2,Lin:11,29.21750988181505,0.02773726712167236
3,Lin:12,63.963153958190986,0.2250478130715291
4,Lin:13,1.8328943634850248,0.17048429067625603
5,Lin:14,5.0924214262460925,1.0513829205557537
6,Lin:15,1.1775820408693696,0.9440375536160637
7,Lin:16,9.190498658484959,3.3333313414620727
8,Lin:17,1.7048166968232343,0.21577860059743256
9,Lin:18,6.768313316870187,0.6068950242230089
10,Lin:19,0.42676548419093024,0.2167930505125493
11,Lin:2,5.862893568102626,0.46202029996938815
12,Lin:20,2.1740953678800388,0.4378824368128359
13,Lin:21,3.878941672704254,1.267436043694355
14,Lin:22,5.326547436804129,0.5781512241391195
15,Lin:23,25.814079364652944,0.00515633393906288
16,Lin:24,74.4518480190107,0.2682146279388885
17,Lin:25,1.015141674786407,0.44730638857193245
18,Lin:26,63.641296628061326,1.0826592794599528
19,Lin:27,5.834642202700996,0.15684399141633837
20,Lin:28,11.794632643459591,1.5654452934585301
21,Lin:29,7.349787721846408,0.16318536697851238
22,Lin:3,7.683578354152966,1.5088806867198192
23,Lin:30,6.407791777852724,0.5097638592036025
24,Lin:31,7.131517709398943,0.3350701410172155
25,Lin:32,4.355835561446874,0.801507728859367
26,Lin:33,2.542041349468419,0.016953096886027117
27,Lin:34,24.31067479241113,0.7862503816710503
28,Lin:35,7.069741416838743,1.3019047526842764
29,Lin:36,4.7687211281841675,0.04461393317967868
30,Lin:37,4.7703726497083,0.1592383352240502
31,Lin:38,3.4960351784088,0.19489647471875907
32,Lin:39,8.950895602671931,0.09530837925041435
33,Lin:4,1.6883579153672759,0.22478863133884372
34,Lin:40,8.706713679935811,0.07917040564559436
35,Lin:41,6.226807900996648,0.327557306335284
36,Lin:42,8.795525390277238,0.30262707524188537
37,Lin:43,9.525199852127066,0.32749673088102793
38,Lin:44,1.91137791911271,0.43044996438831856
39,Lin:45,19.391482621095285,0.001964663483720744
40,Lin:46,1.2893613199484937,1.1623465618005193
41,Lin:47,23.602990355665796,0.13279325381122806
42,Lin:48,7.14339715723885,0.9331496023622549
43,Lin:49,18.412152185993353,0.6225675645261186
44,Lin:5,17.223892028664455,0.03600882131580548
45,Lin:50,4.024568051382957,0.28316140747569635
46,Lin:6,61.05254151303121,0.3605299157284611
47,Lin:7,6.296269728493994,0.19267877960138985
48,Lin:8,5.389696223804668,0.02622187143836051
49,Lin:9,2.4814112638891554,0.15094861400537396
50,MFI:1,0.9872882677135097,0.8912100577213358
51,MFI:10,2.720753042395701,0.1287791711489951
52,MFI:100,6.448893360437767,0.10556014530401495
53,MFI:101,12.336351146126265,0.36890030330228135
54,MFI:102,9.631473796528423,0.7178344995465407
55,MFI:103,3.289340124679723,0.7269184654311049
56,MFI:104,7.010167365752196,0.35614483154278637
57,MFI:105,8.864073635521706,1.4736089631012652
58,MFI:106,0.27751917401148973,0.5672258686077621
59,MFI:107,12.298067288234002,2.023050104755042
60,MFI:108,6.752744958959085,0.4984429912815296
61,MFI:109,1.9488433855438663,0.006711465808275206
62,MFI:11,2.0984408085476116,1.2405741883160266
63,MFI:110,9.91558083171437,1.6679372617247032
64,MFI:111,6.769295467008815,0.7582308771716566
65,MFI:112,6.6712699124416375,0.008005742819219668
66,MFI:113,1.0814593565484736,0.06340350278052162
67,MFI:114,1.4288967510287176,0.019297117891262247
68,MFI:115,1.0282781405976733,0.25713131811427525
69,MFI:116,0.957336885314984,0.09259598525405328
70,MFI:117,1.6064722376037668,0.2707833939664415
71,MFI:118,0.7609313964316571,0.20325346919791817
72,MFI:119,2.0845838830843637,0.06439206575450934
73,MFI:12,13.584165474557686,0.22733960274918566
74,MFI:120,0.757021367773434,0.7316515613201935
75,MFI:121,6.324346901063853,1.1356969105904875
76,MFI:122,7.468505456307796,1.5162324320231317
77,MFI:123,15.929364179193445,0.1511704598503218
78,MFI:124,6.075790806753043,0.3288495762944136
79,MFI:125,2.9038483596504414,0.35950636257467544
80,MFI:126,12.757125350001767,0.1126250544939056
81,MFI:127,16.624901462204576,0.40625445670549065
82,MFI:128,3.4983349210841106,0.09495397169389136
83,MFI:129,2.9925677395698873,0.01401210679817519
84,MFI:13,5.530160044752297,1.1876794254661691
85,MFI:130,3.4983349210841106,0.09495397169389136
86,MFI:131,7.324303153964126,1.3089393912512028
87,MFI:132,7.480538294121585,0.02232929024921529
88,MFI:133,11.459095953404669,0.4171241573750923
89,MFI:134,3.1415243696609596,0.3006129069500537
90,MFI:135,7.480538294121585,0.02232929024921529
91,MFI:136,16.24654692555001,0.12427786613438045
92,MFI:137,6.582197808530815,0.07373853320285827
93,MFI:138,2.737503417199337,0.14030526272661875
94,MFI:139,5.033712438561664,0.32452575373408327
95,MFI:14,1.3489451701569883,0.37991625596614786
96,MFI:140,7.086564280146703,0.08209620718156062
97,MFI:141,22.110549281900585,0.07405735042626779
98,MFI:142,11.218686016211239,0.5156215697665433
99,MFI:143,9.551901194176454,1.2870946461860653
100,MFI:144,1.4169009673401916,1.0711362846699342
101,MFI:145,17.636805678435064,0.7843593033430623
102,MFI:146,23.91304435172207,0.08208468435990761
103,MFI:147,8.072003994321824,0.5023843589132906
104,MFI:148,4.196461999279445,0.5481862585120438
105,MFI:149,3.8559311350693575,0.672387059047164
106,MFI:15,9.289878560700503,0.33249402059524463
107,MFI:150,10.0293044112641,0.5723363718201622
108,MFI:151,15.672645936753613,0.9949986532925784
109,MFI:152,9.186363724045519,0.6071100530014956
110,MFI:153,15.092817356295175,1.8182105167319655
111,MFI:154,4.242828023861685,0.17005801260678113
112,MFI:155,19.535725526082107,0.41949190945548664
113,MFI:156,7.714374836595323,0.331910147024317
114,MFI:157,4.131559491017877,0.030397491866334198
115,MFI:158,5.31305321114218,0.22157992931587153
116,MFI:159,6.937741329249308,0.48664270367120777
117,MFI:16,5.925503135494241,0.483610809771527
118,MFI:160,14.942179410218163,0.1151271609983499
119,MFI:161,12.280054197175604,0.505549074409238
120,MFI:162,6.752684512070591,0.379566390623899
121,MFI:163,23.632461954806868,0.011272206781393138
122,MFI:164,1.6208152542086025,0.09103612800169932
123,MFI:165,3.6383388575300137,0.7381928713227831
124,MFI:166,14.765760822871984,0.6778406267143647
125,MFI:167,8.293156892559512,0.6413858689202953
126,MFI:168,5.835751454369031,0.3622279219708413
127,MFI:169,2.8677719913688917,0.3134945226877885
128,MFI:17,5.477662158063356,0.6163545087229453
129,MFI:170,5.091102420363364,0.753926467293944
130,MFI:171,2.7113130502251055,0.9587301356885347
131,MFI:172,2.567849347400808,0.2825220130750137
132,MFI:173,0.5831262884993399,0.8616383310005179
133,MFI:174,1.9842422786223057,0.11268392628364604
