,0
P4:3799,0.009287932547520054
P1:9862,0.0058981279734518985
MFI:469,0.004001097729536192
P1:9908,0.003951394092762065
P2:7298,0.0036559382660741554
P7:132,0.0035290020682118167
P1:22700,0.0033134235708628355
P1:22213,0.003160927298003215
P4:82,0.0031390798956612157
P2:154,0.0026899265115087616
P1:12696,0.002572365602949378
P4:3793,0.0025299817789289423
P2:20914,0.0025274359135508536
P1:20793,0.002463128004606064
P1:5442,0.002434265175979188
P2:8332,0.002221185771570423
P2:9961,0.0020100616310669505
P5 gd:1966,0.0018408729100906262
MFI:79,0.0017958618136411516
P1:22214,0.0017841059880689004
P1:12453,0.0017829001079788678
P6:83,0.0017506645592710172
P6 earlyB:4,0.001723339818689008
P5 gd:1786,0.0016592939412824188
P2:8981,0.0016348369240870551
MFI:488,0.0016311980619846693
P7 Mono:4938,0.0016142307751151972
P2:4426,0.0016136919045806497
P1:22471,0.0015638024033220639
P2:20970,0.0015542713208455817
P5 gd:1975,0.0014643562849047799
P2:9807,0.00144401457329373
P5 gd:1894,0.0014300785105275167
P2:9702,0.0014283812863672702
P4:4754,0.0014268759194745798
P7 Mono:1971,0.0014104494584686173
P7 Mono:92,0.001407650400905466
P5 gd:305,0.001385022804679164
P2:25264,0.0013743009530115832
P4:77,0.0013682909269319013
P5 gd:224,0.0013625756130830507
P5 CD8:62,0.0013589213411685718
P2:22521,0.0013581121447161207
P5 gd:1895,0.0013440142201721537
P1:4428,0.0013362038438994009
MFI:149,0.001327085731504379
P7:232,0.001311703582995866
P4:5290,0.0012787803987823125
P5 gd:680,0.001262391763676677
P1:9598,0.001250524180887399
P5 gd:52,0.0012445979272492531
P4:66,0.001235720027987669
P1:10321,0.001227219343966313
P1:23429,0.0012117412262160135
P3:7021,0.0011749440682447222
P4:5521,0.0011614332465874448
P2:13332,0.0011397868254752828
P7 Mono:6330,0.0011277928245131616
P3:3691,0.0011050674167643055
P7 Mono:7,0.0011018427178226937
P1:44,0.0011016271228723828
P5 gd:1667,0.0010984355964094572
MFI:657,0.0010918115151717267
P5 gd:1778,0.0010769530989419263
P4:5530,0.0010662799278763823
P1:6133,0.0010623342106064226
P7 Mono:5890,0.0010477526706717487
P6 earlyB:171,0.0010387108054291717
P3:30,0.0010302291501706052
P6:91,0.001027781633362274
P2:12510,0.0010254349599853995
P1:4833,0.0010136485989600383
P4:3333,0.001012700653417794
P1:9841,0.0010117279857490924
P1:22232,0.001009691367261474
P1:11755,0.0010008652936431511
P5 CD8:34,0.0009995473706746996
P1:22903,0.0009727914212472468
P4:3150,0.000963216510522694
P1:306,0.0009586512284351773
P2:9216,0.0009578678898205019
P5 gd:253,0.0009531961234663425
P4:3556,0.0009530023141235496
MFI:245,0.0009380588991549507
P1:9870,0.0009264795486765271
P3:857,0.0009138917977139526
P6 earlyB:144,0.0009107259536729412
P5 gd:1625,0.0009091292754337739
P1:22943,0.0009044935583568748
P5 gd:1993,0.0008988988376890072
P1:22832,0.0008940059059394519
