,alpha,l1_ratio,mae
0,0.001,0.001,-0.21494984553522767
1,0.001,0.006,-0.20293433226497
2,0.001,0.011,-0.20469976874272025
3,0.001,0.016,-0.2046679039750237
4,0.001,0.021,-0.20388698955679851
5,0.001,0.026000000000000002,-0.20404768403648724
6,0.001,0.031,-0.20461932507390018
7,0.001,0.036000000000000004,-0.205160502449385
8,0.001,0.041,-0.20541848725370357
9,0.001,0.046,-0.20547837505715086
10,0.001,0.051000000000000004,-0.20556995427953834
11,0.001,0.056,-0.2057116552236365
12,0.001,0.061,-0.20588626927249218
13,0.001,0.066,-0.2060776130497602
14,0.001,0.07100000000000001,-0.20624649452004937
15,0.001,0.076,-0.20636299488101018
16,0.001,0.081,-0.20645710413429819
17,0.001,0.08600000000000001,-0.20647041205943156
18,0.001,0.091,-0.20645191145290903
19,0.001,0.096,-0.2064100514212846
20,0.001,0.101,-0.20639144305517992
21,0.001,0.106,-0.20639265291038109
22,0.001,0.111,-0.2063990279413713
23,0.001,0.116,-0.20642710988099414
24,0.001,0.121,-0.20647557092904525
25,0.001,0.126,-0.20651803000423943
26,0.001,0.131,-0.2065527216165015
27,0.001,0.136,-0.20657223820078427
28,0.001,0.14100000000000001,-0.20657663386743907
29,0.001,0.146,-0.206569946867074
30,0.001,0.151,-0.20656003885768545
31,0.001,0.156,-0.20653045893294344
32,0.001,0.161,-0.20648848624995933
33,0.001,0.166,-0.2064456665147422
34,0.001,0.171,-0.20639823386666087
35,0.001,0.17600000000000002,-0.20634309269888612
36,0.001,0.181,-0.20628582501934836
37,0.001,0.186,-0.20623744909150976
38,0.001,0.191,-0.20618843839559506
39,0.001,0.196,-0.20614215482535597
40,0.001,0.201,-0.2060944860388564
41,0.001,0.20600000000000002,-0.20605042608710114
42,0.001,0.211,-0.20600919002014315
43,0.001,0.216,-0.20596295653002242
44,0.001,0.221,-0.20590637908994322
45,0.001,0.226,-0.20586573704898128
46,0.001,0.231,-0.20582385330119785
47,0.001,0.23600000000000002,-0.20578062786139534
48,0.001,0.241,-0.20573483115069702
49,0.001,0.246,-0.20568230454026531
50,0.001,0.251,-0.20563045788671525
51,0.001,0.256,-0.20558934153101313
52,0.001,0.261,-0.2055471108241384
53,0.001,0.266,-0.2055104787235107
54,0.001,0.271,-0.20547128538018514
55,0.001,0.276,-0.2054296202322179
56,0.001,0.281,-0.20538098087346052
57,0.001,0.28600000000000003,-0.20533675774387866
58,0.001,0.291,-0.20529813443547126
59,0.001,0.296,-0.20526087268972923
60,0.001,0.301,-0.2052250984736758
61,0.001,0.306,-0.20518893948936112
62,0.001,0.311,-0.20514992838390028
63,0.001,0.316,-0.20511347646300707
64,0.001,0.321,-0.2050761027346696
65,0.001,0.326,-0.20503300914228384
66,0.001,0.331,-0.20498310789320912
67,0.001,0.336,-0.2049348638664729
68,0.001,0.341,-0.20488131470580967
69,0.001,0.34600000000000003,-0.20482252653078153
70,0.001,0.35100000000000003,-0.20476170229145357
71,0.001,0.356,-0.20469994394179408
72,0.001,0.361,-0.2046411877613763
73,0.001,0.366,-0.20457899412483505
74,0.001,0.371,-0.20451244929650664
75,0.001,0.376,-0.20444038330665268
76,0.001,0.381,-0.20437119409129628
77,0.001,0.386,-0.20431236769803998
78,0.001,0.391,-0.2042574263704394
79,0.001,0.396,-0.20419853463649917
80,0.001,0.401,-0.2041376905496998
81,0.001,0.406,-0.20407599996553438
82,0.001,0.41100000000000003,-0.20401106792267062
83,0.001,0.41600000000000004,-0.20394038419785235
84,0.001,0.421,-0.20386981992414363
85,0.001,0.426,-0.20379829407610667
86,0.001,0.431,-0.20373181354608344
87,0.001,0.436,-0.20366511348727573
88,0.001,0.441,-0.20359817230102045
89,0.001,0.446,-0.2035289030219522
90,0.001,0.451,-0.20345641227549344
91,0.001,0.456,-0.20337732563235938
92,0.001,0.461,-0.20329520095196174
93,0.001,0.466,-0.20321687449052997
94,0.001,0.47100000000000003,-0.20313635249247874
95,0.001,0.47600000000000003,-0.20305562602083022
96,0.001,0.481,-0.20297167296574928
97,0.001,0.486,-0.20288605080378158
98,0.001,0.491,-0.2028014832475574
99,0.001,0.496,-0.2027162661776384
100,0.001,0.501,-0.2026299834515361
101,0.001,0.506,-0.20255013577833036
102,0.001,0.511,-0.20247179518416805
103,0.001,0.516,-0.20238811821527683
104,0.001,0.521,-0.20230262912197952
105,0.001,0.526,-0.2022128535273607
106,0.001,0.531,-0.2021296326671788
107,0.001,0.536,-0.20204338808927308
108,0.001,0.541,-0.20195863238559797
109,0.001,0.546,-0.20187757989211566
110,0.001,0.551,-0.20180005416996988
111,0.001,0.556,-0.20171904471597074
112,0.001,0.561,-0.20163720399991564
113,0.001,0.5660000000000001,-0.20155506460104014
114,0.001,0.5710000000000001,-0.20147255046646748
115,0.001,0.5760000000000001,-0.20138697829542754
116,0.001,0.581,-0.2013013630344477
117,0.001,0.586,-0.20121734398819666
118,0.001,0.591,-0.20113458709914803
119,0.001,0.596,-0.2010538300917714
120,0.001,0.601,-0.20096950715761058
121,0.001,0.606,-0.20087970580938458
122,0.001,0.611,-0.20079199530269315
123,0.001,0.616,-0.20071312939083885
124,0.001,0.621,-0.20063991801296885
125,0.001,0.626,-0.20056900175194245
126,0.001,0.631,-0.20049902343693207
127,0.001,0.636,-0.20043010978816422
128,0.001,0.641,-0.20036234857162186
129,0.001,0.646,-0.20029297729714735
130,0.001,0.651,-0.2002238667391057
131,0.001,0.656,-0.20014962963442703
132,0.001,0.661,-0.20007559852810589
133,0.001,0.666,-0.2000033406735154
134,0.001,0.671,-0.19992893306739068
135,0.001,0.676,-0.19985737230061668
136,0.001,0.681,-0.19978424159040203
137,0.001,0.686,-0.19971005551256665
138,0.001,0.6910000000000001,-0.1996432675126261
139,0.001,0.6960000000000001,-0.19958061435639401
140,0.001,0.7010000000000001,-0.19951546582832894
141,0.001,0.706,-0.19945231773559344
142,0.001,0.711,-0.19939551819680607
143,0.001,0.716,-0.19933760413262078
144,0.001,0.721,-0.19928119107244463
145,0.001,0.726,-0.19922520240544206
146,0.001,0.731,-0.19917002282672985
147,0.001,0.736,-0.199115005165711
148,0.001,0.741,-0.19905918804278794
149,0.001,0.746,-0.19900297426331445
150,0.001,0.751,-0.19894981900365932
151,0.001,0.756,-0.1988960373330646
152,0.001,0.761,-0.19884048017793463
153,0.001,0.766,-0.19878706647765354
154,0.001,0.771,-0.1987313576321748
155,0.001,0.776,-0.1986732420841718
156,0.001,0.781,-0.1986163476418103
157,0.001,0.786,-0.1985600157767529
158,0.001,0.791,-0.19850129432790303
159,0.001,0.796,-0.19843835148375538
160,0.001,0.801,-0.1983791317496606
161,0.001,0.806,-0.1983217978230259
162,0.001,0.811,-0.1982660540120481
163,0.001,0.8160000000000001,-0.1982117522671028
164,0.001,0.8210000000000001,-0.19815335771211814
165,0.001,0.8260000000000001,-0.1980915589514488
166,0.001,0.8310000000000001,-0.1980270964420247
167,0.001,0.836,-0.1979676396437617
168,0.001,0.841,-0.19791041581905314
169,0.001,0.846,-0.19785704567504023
170,0.001,0.851,-0.19780414853106215
171,0.001,0.856,-0.1977484472313074
172,0.001,0.861,-0.19768815483681462
173,0.001,0.866,-0.19762615824821517
174,0.001,0.871,-0.19756645627469438
175,0.001,0.876,-0.1975058515445812
176,0.001,0.881,-0.19744414394712242
177,0.001,0.886,-0.1973839833526148
178,0.001,0.891,-0.19732432613210593
