,label,forward_selected,backward_selected
0,MFI:469,True,True
1,P1:22213,True,False
2,P4:6227,False,False
3,P4:3799,False,False
4,P7:31,True,True
5,P1:20365,True,True
6,P5 gd:297,False,True
7,P7 Mono:1287,True,True
8,P4:5290,True,True
9,P1:10321,False,True
10,P5 gd:524,True,False
11,P5 gd:1927,True,False
12,P2:7234,False,False
13,P1:12687,True,False
14,P4:5530,False,False
15,MFI:8,True,True
16,P4:3231,False,False
17,P5 gd:692,False,False
18,P5 gd:1727,True,True
19,P1:6061,False,True
20,MFI:457,True,True
21,P2:7231,False,True
22,MFI:122,True,False
23,P1:12696,False,False
24,P1:13393,False,False
25,P4:6239,False,False
26,P4:82,True,True
27,P1:773,False,True
