,label,forward_selected,backward_selected
0,P4:3799,True,True
1,P1:22213,True,False
2,P5 gd:1966,True,True
3,P5 CD8:74,True,False
4,MFI:469,True,True
5,P1:20790,True,False
6,P3:5417,True,False
7,MFI:146,False,False
8,P4:5572,False,False
9,P7 Mono:4045,False,False
10,P1:5949,True,False
11,MFI:149,True,False
12,P1:22240,True,True
13,P4:3706,True,True
14,P1:22834,True,True
15,P1:22913,True,True
16,P6 earlyB:25,True,True
17,P1:495,True,True
18,MFI:652,True,True
19,MFI:144,True,False
20,P1:7363,True,True
21,P7 Mono:6166,True,False
22,P4:3229,True,False
23,P1:9589,True,False
24,P1:6709,True,True
25,MFI:27,True,False
26,MFI:215,True,False
27,P1:22832,True,True
28,P1:20030,False,True
29,P3:5694,True,True
30,P7 Mono:4162,True,False
31,P1:9862,True,True
32,P4:3562,False,True
33,P2:23833,False,True
34,P6:153,True,False
35,P4:3634,False,False
36,P7 Mono:5853,False,False
37,P6 earlyB:135,True,True
38,MFI:224,False,False
39,P5 gd:1778,True,False
40,P7 Mono:6556,True,False
41,P5 gd:826,True,False
42,P4:5481,False,True
43,P7:132,True,True
44,P4:5281,True,False
45,P2:6633,True,False
46,P4:3718,False,False
47,P3:5903,True,False
48,P1:11384,True,False
49,P5 gd:1135,True,False
50,P1:6551,True,True
51,P3:5444,False,False
52,P1:6030,False,False
53,P5 gd:308,True,False
54,P4:3225,False,False
55,P5 gd:832,True,False
56,P3:5414,True,False
57,P3:4627,True,True
58,P7 Mono:4975,False,True
59,P5 gd:634,True,False
60,P2:9216,True,True
61,P1:6021,True,False
62,P2:7298,True,True
63,P7 Mono:6410,False,False
64,P1:9172,False,True
65,P7 Mono:5918,False,False
66,P7 Mono:4205,False,False
67,P6 earlyB:90,True,False
68,P2:21187,True,False
69,P4:5777,False,False
70,P7 Mono:4911,False,False
71,P6 earlyB:126,True,False
72,P7 Mono:1890,True,False
73,P7:23,True,False
74,P1:22915,True,False
75,P7 Mono:5467,True,False
76,P2:8128,True,False
77,P4:3333,True,False
78,P2:1844,False,True
79,MFI:656,True,False
80,P5 gd:1727,True,True
81,P1:20789,False,False
82,P6 earlyB:96,False,False
83,P1:9908,True,True
84,P5 gd:451,False,False
85,P2:11295,False,True
86,P6:295,False,False
87,P4:3472,False,True
88,P1:23356,False,False
89,P2:9262,False,False
90,P2:4840,True,False
91,P2:8981,True,True
92,P1:22700,True,True
93,P6:90,False,False
94,P2:9961,False,False
95,P1:1863,True,True
96,P7:57,False,True
97,P6:9,False,True
98,P2:10896,False,False
99,P6:76,True,False
100,P5 gd:1136,False,True
101,P1:11292,False,True
102,P7 Mono:5493,True,True
103,MFI:68,False,True
104,P5 gd:297,True,False
105,P1:20820,True,True
106,P7 Mono:61,True,False
107,P4:3477,False,False
108,P4:77,False,False
109,P5 gd:632,True,False
110,P1:4428,True,True
111,P2:10454,False,False
112,P5 gd:1413,False,False
113,MFI:22,True,True
114,P4:3231,False,True
115,P5 gd:224,True,False
116,P4:6239,False,False
117,P6 earlyB:192,True,True
118,P2:12680,True,False
119,P1:9841,True,True
120,P4:5571,True,True
121,P7:44,True,True
122,P1:22943,False,False
123,P5 gd:370,False,False
124,P5 gd:1881,False,True
125,P1:20126,False,False
126,P1:9910,False,False
127,P1:12345,True,True
128,P7 Mono:1780,True,True
129,MFI:488,False,False
130,P2:5243,False,True
131,P1:24822,False,False
132,P7 Mono:4124,False,True
133,P4:6235,False,False
134,P1:7608,False,True
135,P2:10861,False,False
136,P5 gd:1658,False,True
137,P2:7301,False,True
138,P2:25264,True,True
139,P7 Mono:3432,False,False
140,P5 gd:401,False,True
141,P1:6133,False,False
142,P6 earlyB:68,True,True
143,P5 gd:669,False,False
144,P4:5373,True,True
145,P7:125,False,False
146,P6 earlyB:16,True,False
147,P5 gd:56,True,True
148,P2:12608,True,True
149,P5 gd:562,False,True
150,MFI:399,True,True
151,P5 gd:434,True,False
152,P3:857,True,True
153,P1:23429,True,True
154,P2:9319,True,False
155,P7 Mono:6426,True,False
156,P3:5728,True,True
157,P1:7237,True,False
158,P1:3860,True,True
159,P7 Mono:6245,True,False
160,P1:1355,True,True
161,P7:238,False,False
162,P2:916,True,False
163,P2:9240,True,False
164,P1:7966,False,True
165,P4:3387,False,False
166,P1:13228,True,False
167,P1:6102,True,True
168,P5 gd:2103,True,False
169,MFI:236,True,True
170,P2:9694,False,False
171,P5 gd:1852,True,True
172,P6 earlyB:37,True,True
173,P5 gd:835,True,True
174,P7:110,False,True
175,P1:6061,False,True
176,P1:8200,True,True
177,P1:4582,False,False
178,P4:5617,True,True
179,P6 earlyB:236,False,True
180,P1:11049,False,True
181,P1:22214,False,False
182,P1:22232,True,True
183,P1:13229,False,False
184,P2:2742,True,False
185,MFI:60,False,False
186,P6 earlyB:172,True,True
187,P7:96,True,True
188,P4:3474,True,False
189,P1:2043,True,True
190,P2:20942,False,False
191,P1:5841,True,True
192,P1:11291,False,False
193,MFI:570,True,False
194,P2:5231,False,True
195,MFI:199,True,True
196,P1:21492,False,False
197,P1:20819,False,False
198,P2:25110,False,True
199,P1:12696,False,False
200,P2:25263,True,True
201,P5 gd:411,False,False
202,P1:23174,False,False
203,P5 gd:235,False,False
204,P1:25659,False,True
205,P7:15,False,True
206,P1:6837,False,False
207,P1:3284,False,True
208,P7 Mono:6487,False,True
209,P3:98,False,True
210,P7 Mono:977,False,False
211,MFI:216,False,True
212,P2:2537,True,True
213,P6:240,False,False
214,P6 earlyB:130,True,True
215,P1:6052,False,True
216,P4:4790,False,True
217,P4:5289,False,True
218,P1:1234,False,True
219,P1:22156,False,False
220,P6:237,False,True
221,P4:66,False,False
222,P1:11936,False,True
223,P7 Mono:4902,False,False
224,MFI:511,False,True
225,P1:12356,False,False
226,P1:22484,True,False
227,MFI:271,False,False
228,P3:2530,False,False
229,P1:9600,False,False
230,P3:3854,False,False
231,P7 Mono:66,False,True
232,P2:23003,False,True
233,P7 Mono:6350,True,True
234,P1:11575,False,True
235,P7 Mono:710,False,False
236,P3:7503,False,True
237,P2:4357,True,True
238,P1:9691,False,True
239,P1:20384,False,True
240,P2:7584,False,True
241,P7 Mono:566,False,True
242,P1:21497,True,True
243,P1:10222,True,True
244,P3:7494,False,True
245,P7:31,False,False
246,P6 earlyB:237,True,False
247,P7 Mono:6296,False,False
248,P7 Mono:4342,True,False
249,P2:23573,False,True
250,P4:3475,False,False
251,P1:7364,False,True
252,P7 Mono:5518,False,True
253,P3:726,True,False
254,P5 gd:637,True,False
255,P7 Mono:719,True,False
256,P1:10545,False,False
257,P5 gd:1927,True,True
258,P2:154,False,True
259,P1:9586,True,True
260,P2:23838,True,True
261,P1:10573,False,False
262,P3:7665,True,False
263,P1:26068,True,True
264,P5 gd:1480,True,True
265,P2:11491,True,True
266,P1:7741,False,False
267,P2:24045,True,True
268,P2:25290,True,True
269,P1:2133,True,True
270,P2:25476,True,False
271,P2:23940,False,True
272,MFI:59,True,True
273,P2:20217,False,True
274,P3:6992,False,False
275,P5 CD8:25,True,True
276,MFI:551,False,False
277,P4:3556,False,False
278,P7 Mono:5494,True,True
279,P1:7088,False,True
280,P1:9832,False,True
281,P5 gd:63,True,True
282,P3:3611,False,True
283,P1:4092,False,True
284,P2:25434,False,False
285,P2:4119,True,False
286,P2:9702,True,True
287,P7:111,False,True
288,P3:3440,False,True
289,P6:91,False,False
290,P1:6550,False,False
291,MFI:575,False,True
292,P1:773,True,True
293,P4:6015,False,True
294,P4:5521,True,False
295,P1:3866,True,True
296,P1:6554,False,True
297,MFI:228,False,True
298,P2:24917,True,True
299,P2:21689,True,True
300,P7 Mono:4064,True,False
301,P5 gd:55,True,False
302,P7 Mono:5581,True,True
303,P1:22471,True,False
304,P1:9381,False,True
305,P3:294,True,False
306,P2:24777,False,False
307,P1:3731,False,True
308,P2:9895,False,True
309,P2:8611,False,False
310,P1:617,True,False
311,P1:10293,True,True
312,P2:9060,False,False
313,P1:719,False,False
314,P7 Mono:6224,True,True
315,P4:5725,True,False
316,P3:1877,False,False
317,P4:3139,False,False
318,P1:22916,False,True
319,P7 Mono:4163,False,True
320,P3:4542,False,True
321,P2:12525,False,False
322,P3:1648,False,True
323,P4:3645,True,True
324,P5 gd:493,True,False
325,P1:23644,False,True
326,P5 gd:1271,False,True
327,P2:3682,False,False
328,P5 CD8:44,False,False
329,P1:5272,False,False
330,P7:108,False,True
331,MFI:669,False,True
332,P5 gd:945,False,False
333,P2:25217,False,True
334,P2:12822,False,True
335,MFI:242,False,True
336,P1:6629,False,False
337,P3:8036,True,True
338,P1:2348,True,False
339,P2:23052,False,True
340,P4:4754,True,True
341,MFI:311,True,False
342,P2:10170,False,False
343,P5 gd:357,False,False
344,P2:25632,False,False
345,P1:25382,False,True
346,P2:23670,True,True
347,P1:9707,True,True
348,P3:2513,False,False
349,P1:6050,True,False
350,P5 gd:857,True,True
351,P2:26063,False,False
352,P2:23012,False,False
353,P5 gd:47,True,True
354,P1:11700,False,True
355,MFI:188,False,False
356,P2:13395,False,False
357,P5 gd:2056,False,True
358,P1:23185,True,True
359,P1:25736,False,False
360,P3:6578,False,True
361,P1:6130,True,True
362,P1:12372,True,False
363,P2:25475,True,False
364,P2:21901,True,False
365,P1:1477,True,False
366,P2:5945,True,True
367,P2:3369,False,True
368,P6 earlyB:139,True,False
369,P1:23645,False,False
370,P1:6307,False,True
371,P4:3232,False,True
372,P1:786,True,False
373,MFI:258,False,True
374,P2:7091,False,False
375,P1:12027,True,False
376,P1:9860,False,False
377,P2:13460,True,True
378,P3:7748,True,True
379,P1:21719,True,False
380,MFI:282,False,False
381,P5 CD8:35,False,True
382,P1:227,False,False
383,P1:10489,False,False
384,P1:12966,False,False
385,P2:5234,False,True
386,P3:5940,False,True
387,MFI:230,True,True
388,P2:25720,False,False
389,P5 gd:1926,False,True
390,P4:5530,False,False
391,P2:461,False,True
392,P1:4420,False,False
393,P1:22691,False,True
394,P5 gd:1667,True,False
395,P2:9672,False,True
396,P6:309,False,True
397,P1:23938,False,False
398,P4:4461,False,True
399,P5 gd:1628,False,False
400,P1:21324,False,False
401,P3:5409,True,False
402,P2:12828,True,True
403,P2:25055,True,True
404,P5 gd:440,False,True
405,P2:9864,True,False
406,P1:26059,True,False
407,P5 gd:551,False,True
408,P7:260,False,False
409,P4:47,True,False
410,MFI:241,False,False
411,P1:11090,False,False
412,P6:35,True,True
413,P1:9435,True,False
414,P2:23103,True,True
415,P4:3738,True,True
416,P1:7374,True,True
417,P7:217,True,True
418,P1:20779,False,False
419,P2:6548,True,True
420,P2:9910,False,False
421,P2:3326,True,True
422,P2:25404,False,True
423,P7 Mono:5412,True,False
424,P3:4090,True,True
425,P2:12843,False,False
426,P2:25689,False,False
427,P3:5693,True,False
428,P2:23502,False,False
429,P1:11274,False,False
430,P1:6674,True,True
431,P7 Mono:96,False,False
432,P7 Mono:6104,True,True
433,P5 CD8:8,True,False
434,P1:6101,True,False
435,P2:11526,True,False
436,P1:22382,True,False
437,P4:72,False,True
438,P2:24526,True,False
439,P5 gd:902,True,True
440,P5 gd:72,True,False
441,P2:8585,True,False
442,P6:95,True,False
443,P1:6708,True,True
444,P1:25308,True,True
445,P4:5325,False,True
446,P1:4981,False,True
447,P5 CD8:56,False,False
448,P4:3260,False,True
449,P7:17,False,False
450,P1:11574,True,True
451,P4:4028,False,False
452,P6 earlyB:171,False,True
453,P5 gd:642,False,True
454,P7:191,False,True
455,P2:23229,True,True
456,P7 Mono:6436,True,False
457,P1:3882,True,False
458,P2:4385,False,False
459,P7 Mono:5066,True,False
460,P3:6024,True,True
461,MFI:559,True,True
462,P2:24705,True,True
463,P4:4335,True,False
464,P7 Mono:482,True,False
465,P3:3614,False,True
466,P3:99,False,False
467,P2:25789,True,False
468,P7 Mono:6427,True,False
469,P1:12856,True,True
470,Lin:46,True,False
471,P2:25007,False,False
472,P1:687,True,True
473,P7 Mono:6250,False,True
474,P1:21264,True,False
475,P1:3769,True,False
476,P2:21122,True,False
477,P7 Mono:5559,False,True
478,P1:10321,True,False
479,P2:25277,False,True
480,P4:3557,False,True
481,P2:5748,True,True
482,P2:5045,True,True
483,Lin:49,True,True
484,P2:25029,True,False
485,P2:420,True,True
486,P4:5540,False,False
487,P4:5769,False,False
488,P2:2457,True,True
489,MFI:157,True,True
490,P2:26005,True,True
491,P1:25759,False,True
492,P7:130,True,False
493,MFI:418,True,True
494,P4:5537,False,True
495,P1:11996,True,True
496,P2:13386,True,True
497,P5 CD8:148,True,False
498,P7 Mono:2087,True,False
499,MFI:569,False,False
