,max_depth,n_estimators,neg_mae
0,5,100,-0.22063931496220687
1,10,100,-0.22064932114481808
2,15,100,-0.22041221450118514
3,20,100,-0.219341857897005
4,25,100,-0.21956681480284423
5,30,100,-0.22080333171730232
6,35,100,-0.22023507056668823
7,40,100,-0.21991994720965313
8,45,100,-0.2205873060762767
9,50,100,-0.22097391995259646
