,0
baseline,-0.2183345103848624
avg_neg_mae_tt,-0.16324217846824102
avg_neg_mae_vv,-0.18589488502311372
avg_neg_mae_tv,-0.2115611552062681
data_source,Analysis/RandomForest/May/24052023/24052023_7/rf_fs_bs_candidate_features_225_28052023_7.csv
partition_training_dataset,True
fs_bs_filter,2
n_splits,4
n_repeats,5
random_state,336
impute,True
standardise,True
normalise,True
strategy,mean
max_depth,6
n_estimators,100
max_features,0.3
max_samples,0.9
bootstrap,True
min_samples_split,40
features,"['P1:22913', 'MFI:469', 'P1:22213', 'P4:3799', 'P2:8332', 'P7 Mono:9', 'P7 Mono:6487', 'P5 gd:1778', 'P6:237', 'P5 gd:1966', 'MFI:149', 'P1:9862', 'P1:6030', 'P1:22915', 'P4:5520', 'P7 Mono:4135', 'P2:22065', 'P1:12372', 'P2:9216', 'P1:9908', 'P2:25228', 'P1:5440', 'P4:5325', 'P2:9008', 'P1:5974', 'P1:495', 'P1:2124', 'P1:22834', 'P5 gd:596', 'P4:4823', 'P2:9961', 'Lin:48', 'P2:17432', 'P2:20911', 'P2:23914', 'P5 gd:1118', 'P2:17747', 'P5 gd:47', 'P3:7882', 'P7 Mono:1780', 'P2:21187', 'P2:2168', 'P2:4840', 'P1:6515', 'P2:12855', 'P1:16899', 'P1:263', 'P7 Mono:5412', 'P5 gd:1895', 'P1:9586', 'P5 gd:1786', 'P1:7773', 'P1:19925', 'P5 gd:1894', 'P4:5571', 'P2:8607', 'P1:1233', 'P2:17666', 'P2:41', 'P1:20789', 'P1:6130', 'P1:7372', 'P1:22240', 'P2:17305', 'P1:6551', 'P1:9707', 'P1:14581', 'P2:5903', 'P1:2382']"
