,0
baseline,-0.2135260225424275
avg_neg_mae_tt,-0.16524652386806532
avg_neg_mae_vv,-0.19094694171007176
avg_neg_mae_tv,-0.20913659799325468
data_source,Analysis/RandomForest/May/24052023/24052023_7/rf_fs_bs_candidate_features_200_28052023_7.csv
partition_training_dataset,True
fs_bs_filter,2
n_splits,4
n_repeats,5
random_state,336
impute,True
standardise,True
normalise,True
strategy,mean
max_depth,6
n_estimators,100
max_features,0.3
max_samples,0.9
bootstrap,True
min_samples_split,40
features,"['MFI:469', 'P1:22213', 'P2:19837', 'P4:3799', 'P7 Mono:9', 'P7 Mono:6487', 'P4:3231', 'P7 Mono:5853', 'MFI:91', 'P5 gd:1966', 'MFI:149', 'P1:9862', 'P1:10573', 'P2:17750', 'P7:137', 'P4:5520', 'P2:22065', 'P4:3234', 'MFI:236', 'P2:9216', 'P1:9908', 'P5 gd:451', 'P4:5325', 'P1:10222', 'P5 gd:224', 'P1:495', 'P1:22834', 'P5 gd:596', 'P2:154', 'P4:3477', 'P4:4823', 'P3:5452', 'P2:9961', 'P1:20365', 'Lin:48', 'P2:17432', 'P2:20911', 'P1:20793', 'P2:17747', 'P2:3693', 'P5 gd:47', 'P7 Mono:1780', 'P2:21187', 'P1:1863', 'P7 Mono:6556', 'P7 Mono:1890', 'P2:4840', 'P5 gd:562', 'P1:6515', 'P2:17570', 'P1:16899', 'P1:8442', 'P1:263', 'P7 Mono:5412', 'P4:5530', 'P5 gd:1895', 'P1:9586', 'P5 gd:1786', 'P1:20819', 'P1:19925', 'P2:9319', 'P1:6130', 'P1:7372', 'P1:22240']"
