,0
baseline,-0.21245973904423754
avg_neg_mae_tt,-0.17089919953793484
avg_neg_mae_vv,-0.19324110557610086
avg_neg_mae_tv,-0.20914508083939473
data_source,Analysis/RandomForest/May/24052023/24052023_7/rf_fs_bs_candidate_features_75_28052023_7.csv
partition_training_dataset,True
fs_bs_filter,2
n_splits,4
n_repeats,5
random_state,336
impute,True
standardise,True
normalise,True
strategy,mean
max_depth,6
n_estimators,100
max_features,0.3
max_samples,0.9
bootstrap,True
min_samples_split,40
features,"['MFI:469', 'P2:19837', 'P4:3799', 'P2:8332', 'P7 Mono:9', 'P7 Mono:6487', 'P5 gd:1778', 'P7 Mono:5853', 'MFI:91', 'P7 Mono:5918', 'P5 gd:1966', 'MFI:149', 'P1:9862', 'P5 gd:58', 'P2:17750', 'P7:31', 'MFI:68', 'P4:5520', 'P2:22065', 'MFI:236', 'P2:218', 'P2:9216', 'P1:9908', 'P4:5325', 'P2:9008', 'P1:5974', 'P1:495', 'MFI:503', 'P1:2124', 'P1:22834', 'P5 gd:596']"
