,P5 NKT:227,P5 gd:1927,P4:3231,P4:5530,P1:12687,P1:20365,P4:5290,P5 gd:596,P1:10321,MFI:353,P4:3799,P2:21,P7 Mono:1287,P7:31,P2:16111,P1:22213,MFI:122,MFI:8,MFI:469
0,0.002614856493800527,-0.002867816104750176,-0.001973656420345249,-0.0003128800928330622,-0.0026126715240704645,0.002144326868566193,0.004400806258396145,0.0043093858685568365,-0.003132774512382225,0.005900600657219507,0.0055533678541105636,0.002777540082094271,0.009731790853683725,0.0059521237697310325,-0.0034874632458080645,0.007515143216263148,0.004782660324307242,0.010196623151658701,0.03578595601393614
1,-0.005052745943298992,-0.002472472701566586,-0.0008223022495784382,0.00015963214074524168,-0.0018499506455461057,-7.827001358406971e-05,-0.0037937395291898768,0.0006310578556244228,-0.00016021308256802813,0.0003718860501097099,0.004069629671066555,0.004547997285998223,0.00670477165336808,0.003085157804787325,0.003881420540546743,0.0037826313067075845,0.005143507013182197,0.013619151248018158,0.023793565966197944
2,-0.006396835536179951,-0.0006487550008837939,-0.0018736788403595217,-0.0045161022329142375,0.001009359021371864,0.000837760498472756,0.0007978972217345948,0.0019117773819778416,0.0007703213493604755,0.0035686339868819528,0.0038686623535025555,0.006300635754501099,0.0051608469569265625,0.009439451443868374,0.012292248000042943,0.006681137592891073,0.01757794721987274,-0.0013220843406265281,0.03744160901628715
3,-0.001350084562525472,-0.0020664637229222405,-0.0022146615158989413,-0.004256755255220984,0.002411986494153723,0.0012228420639833204,0.005053050247058488,-0.0031238977763225206,0.0059927492620797385,0.0017848386020697382,0.005283431505849812,0.003705498113433986,0.0070555789262781166,0.0013321855730239751,0.009537918096145154,0.003443649707460722,0.00215239428407743,0.009617123835296865,0.028629390019061285
4,-0.002929623625815142,0.0014741425540431286,-0.000532122782528649,0.003082664971390786,0.0026227086792341148,-5.196182371713931e-06,0.000828481781678797,0.0021352071032633424,0.0020362867938039098,0.0041956144047015365,0.004851073380678167,0.0037629497677206525,0.0024390989489533332,0.004419276342924411,0.005721406569366899,0.004276106184837092,-0.0002762786172355869,0.008994091408429217,0.040551002991127905
5,-0.003866248992501209,-0.0008191321546507091,0.0002451425545804131,0.004036363952509225,0.001599186197090846,0.0023417473684023415,0.001700597296262707,0.0058868176996315635,0.0014343563996454256,0.0026581015005693875,0.006060213438558337,0.0053016362900361325,0.006991193233888693,0.006767749729866768,0.0026591793252257745,0.0068204490222359415,0.007513308648629091,0.010696464500418723,0.027336406416491515
6,0.0032089769556073455,-0.0002470621068003387,-0.0018708719563849119,0.00039997893776810844,6.224206710159219e-05,0.0019183219050867006,0.001332437036886458,-0.0005781758652030344,0.00344647732211506,0.0030574583431068336,0.004923324819747166,0.0019999789476178587,0.005299531808256902,0.009251057803239982,0.0028485449195246315,0.0096778539491508,0.00890815285957508,0.0047408450246310685,0.04085797387113224
7,-0.0012841153631681368,-0.0035878971947967964,-0.00026217476093765013,0.00612792322329439,-0.000834128705360454,0.000428846121533738,-0.0003125363062551345,0.0026675429184706,0.00634045198093966,0.0008193155115220063,-0.0014556298792315625,0.004067177808348116,0.00416836659120054,0.005245067205524007,0.008469838913448935,0.005257827785534491,0.007498354989297851,0.00680810265589149,0.026580848589825595
8,-0.004669854641569354,-0.0016662759443043518,-0.0003093137616860253,-0.005258958487622645,0.0003663030134115064,-0.00031651232825374853,-0.006580063194042418,-0.0023595128555238265,-0.0013575813341186183,-0.00015782479106221659,-0.000828682722624069,0.006560916155405744,0.0047238467955611485,0.0041251183275969605,0.007974667039067962,0.004605097873446429,0.001804527292502689,0.01586427961613296,0.026330832195341797
9,-0.005549276774272388,-0.001601848433616354,-0.0033408773123682067,0.002195763125606598,0.0023041990242643473,0.001181603102782397,0.007004227075010722,0.004325832559560899,0.0018978282674826374,0.0030115167210131855,0.007875797283489722,0.002037674487574831,0.0030299162241761157,0.007401926296031064,0.007659922752619286,0.005754770665056058,0.00874963267142026,0.0027661590375953615,0.028803994612716932
