,0
MFI:146,0.010058240047749576
MFI:469,0.009782545633985527
MFI:149,0.008649361982009602
P1:9908,0.0072399165554100165
P4:3475,0.0071755290983525925
P2:9694,0.006930010272505694
P7 Mono:948,0.00659994207796148
P1:22214,0.006209379702278916
P6:237,0.0059177792711444565
P1:6052,0.005854234680784232
P2:9672,0.005457585686145052
P2:9289,0.005439244967240026
P4:5572,0.005409096064428988
P4:77,0.004950090235187545
P7 Mono:9,0.004662882526183352
P4:3231,0.004646428614610162
P3:629,0.00436103487492331
P6 earlyB:25,0.004337372033778578
P1:23429,0.0040189515180917065
P5 gd:551,0.003938988565110454
MFI:91,0.003916853245849979
P7:128,0.003851127473996081
P4:5521,0.00379540160138565
P7 Mono:77,0.003710638058729548
P5 gd:294,0.003539374885089399
P1:10750,0.003442363571942026
P7 Mono:92,0.003432991318021108
P3:7746,0.0034318121457451558
P4:72,0.003414340991744936
P1:9707,0.0033921083757057556
P5 gd:532,0.003387690006879086
P1:713,0.0032914061751853087
P3:386,0.003285411244473171
P2:9807,0.0032814214020864202
P2:9676,0.003148068601994654
P2:708,0.002973058309265253
P7 Mono:6332,0.002966432698438421
P1:22903,0.002917797578739376
P1:6059,0.002900027563452812
P7 Mono:6296,0.0028345353736767866
P4:82,0.0027935152148935243
P2:9976,0.00275395675442763
P6:91,0.0027494511682194193
P5 gd:975,0.002737028940201563
P1:9870,0.0027253200396896446
P5 gd:35,0.0026995914349280245
MFI:68,0.0026541366351117953
P7:57,0.0026111799562642908
P2:9008,0.0025858577372716027
P7:40,0.0025565397269474498
P1:9841,0.0025273417961822362
MFI:629,0.0025094863700744
MFI:27,0.0024826400065621444
P1:22240,0.0024318088443688888
P7 Mono:1287,0.0023989833015658425
P2:154,0.002395425611031014
P5 gd:1109,0.002393402366640493
P3:4627,0.0023854468229544874
MFI:90,0.0023642667207813945
MFI:310,0.002347425579574833
P1:6554,0.002314876287311192
MFI:389,0.0023030092172573514
P2:5909,0.0022599398193437316
P6 earlyB:21,0.0022599216969487633
P5 gd:853,0.00225227096368813
P3:5777,0.0022512968188560228
MFI:76,0.0022477765992259383
P1:7346,0.0022252292269980545
MFI:656,0.002219320974629289
MFI:215,0.0022028708736795627
P2:7303,0.0021609351066583056
P5 gd:434,0.0021597192883583104
P2:517,0.0021569642119412813
P3:7637,0.002141247798680191
MFI:507,0.0021324015436262785
P7 Mono:939,0.0021223210396321248
P1:3905,0.002110441099638828
P6:100,0.0020981842837273714
P5 gd:52,0.002095046385167112
P2:1028,0.0020900602560557204
P4:3477,0.0020744706635579357
P4:3333,0.002073370997785288
P6 earlyB:135,0.002066558006872839
P5 CD8:35,0.0020418179933072637
Lin:14,0.002033262574429878
P3:262,0.002006336561701828
MFI:573,0.0019836875797958533
P1:22212,0.001980115139728903
P7 Mono:66,0.0019567072524765447
MFI:188,0.0019527248569626335
P2:20965,0.001943233051682665
P1:687,0.0019354460167209334
P5 gd:84,0.0019025534864341009
P1:12154,0.0018958687800422625
P4:5774,0.0018876734709457066
MFI:144,0.0018864155755832631
P3:5685,0.0018860687141474851
P1:9602,0.0018833480231069488
MFI:78,0.001875682440949527
MFI:228,0.0018543426028268144
P2:9729,0.0018465654224708349
P2:9230,0.001835323790356908
P6:231,0.00182247980070395
P1:9847,0.001820667202985641
P7:23,0.0018053666992146093
P1:13618,0.0018023889049840359
MFI:415,0.0017998707784518655
P2:7073,0.0017983901284728905
P7 Mono:91,0.0017938829496017942
MFI:441,0.001774543370169503
P3:5405,0.0017570832719698219
P6 earlyB:96,0.0017513108505764596
P1:7608,0.0017145417182450513
P5 gd:2036,0.0017015456095298494
P7:216,0.0016924342985303916
MFI:216,0.001687031718908685
P2:378,0.0016758153711409459
P2:59,0.001667145466854428
P2:25209,0.0016244727075371253
MFI:488,0.0016215528361134986
P2:8295,0.0016198812332652312
P7:10,0.0016151362564099977
P7:224,0.0016113741764851237
P5 gd:1852,0.0016082065169754501
P2:25137,0.0016047234282047602
MFI:152,0.0016017492513578598
P4:6235,0.0015884717415548292
P1:10573,0.0015814370453016253
P6 earlyB:74,0.0015799727872305065
P2:1068,0.0015785921032937923
MFI:84,0.0015753185351363233
P1:3862,0.0015595523774544764
P6:77,0.0015590992067566459
P3:99,0.0015582373780331073
MFI:633,0.0015371349598305964
P1:22835,0.001533146435601387
P2:9941,0.0015168118302306948
P4:40,0.0014976488516585554
P6:83,0.001491957708288389
MFI:271,0.0014710581887533213
P2:9319,0.0014657997168173076
P5 gd:791,0.0014595823402642819
P2:21963,0.0014524301719291103
P7:59,0.0014464449306918795
P1:83,0.001446069371636254
MFI:139,0.0014335139986956656
P1:21777,0.0014188802511515628
P2:25184,0.0014084225646766664
P2:9264,0.0013950379397840136
MFI:570,0.001388493876780321
P7 Mono:4037,0.0013815325326463083
P2:9933,0.0013663003465487222
P1:22931,0.0013582834400252333
MFI:652,0.0013551177508689593
MFI:103,0.0013548918675910589
MFI:194,0.0013430717610183778
P6:225,0.0013425171488717863
P1:10454,0.001341455887227119
P1:772,0.0013391533247660503
P2:4532,0.0013380243313532252
P5 gd:7,0.0013336320080376434
P7 Mono:4763,0.0013175808570376642
P6 earlyB:65,0.0013158763868898855
MFI:160,0.0013130533924949309
P6:95,0.001310294095721958
P3:5451,0.001308279261549173
P1:242,0.0013068096277000906
P7 Mono:69,0.001304190924169069
P1:9691,0.001300046637463759
MFI:584,0.0012981205015734354
P1:8039,0.00129168346958488
P3:3854,0.001282731854310003
P2:13565,0.0012803340380088167
P2:300,0.0012777649252114158
P2:23,0.0012760316856432663
P3:7988,0.0012672684547049302
P2:25626,0.0012660455151573137
P3:7343,0.0012646786103339255
P2:1337,0.001261285297058696
P7:230,0.0012548850163154534
P1:4102,0.0012534721170319692
MFI:428,0.0012456108184178854
P4:3473,0.0012449321471090125
P1:9631,0.001241764028573824
P1:8291,0.0012408968304221607
P4:60,0.0012406420257440078
P4:5797,0.0012367125257237994
Lin:48,0.0012348706714497598
P2:25572,0.0012331043514126373
MFI:1,0.001231713478895244
P2:563,0.0012313968204821846
P7:231,0.001230247580750879
P1:8037,0.001229418925147588
