,label,forward_selected,backward_selected
0,P1:8039,False,False
1,P7 Mono:6296,False,True
2,P3:5452,True,True
3,P7:106,False,False
4,P6 earlyB:111,True,True
5,P7:38,True,True
6,P1:19633,False,True
7,P4:3477,False,False
8,P4:3712,True,True
9,P1:10222,True,True
10,P6 earlyB:223,False,False
11,P2:2853,True,True
12,P2:21083,False,True
13,P6:179,False,False
14,P1:13887,False,True
15,P2:904,False,True
16,P1:6055,True,True
17,P3:1877,False,True
18,P1:20789,True,False
19,P2:411,True,False
20,MFI:308,False,False
21,P2:765,False,False
22,P7 Mono:653,False,True
23,P1:6140,True,False
24,P2:18349,False,True
25,P1:6636,False,False
26,MFI:176,False,False
27,P4:5777,True,False
28,P1:22214,True,True
29,P2:24445,False,True
30,P1:9602,False,False
31,P1:7323,True,True
32,MFI:233,False,False
33,P2:14611,False,True
34,P2:23184,True,False
35,P1:12523,False,True
36,P2:21035,False,False
37,MFI:511,True,True
38,P5 gd:129,True,True
39,P7:31,True,True
40,P7 Mono:948,True,True
41,P5 gd:1873,False,True
42,P2:4117,False,False
43,P1:2304,False,False
44,P3:7908,True,True
45,P7:186,True,True
46,P3:7494,True,False
47,P1:6110,False,False
48,P3:5414,True,False
49,MFI:22,False,False
50,P7 Mono:5197,True,True
51,P2:19153,False,True
52,P4:565,True,True
53,P1:24139,False,False
54,P7 Mono:4064,True,True
55,P2:1844,True,True
56,P5 gd:1727,True,True
57,MFI:215,False,True
58,P6:231,False,True
59,P1:9869,True,True
60,P4:6223,False,True
61,P2:7033,False,False
62,P7 Mono:5809,False,True
63,P1:20887,False,False
64,P7 Mono:5776,False,False
65,P4:3799,True,True
66,P5 gd:308,True,False
67,P1:22213,True,True
68,P3:2935,True,False
69,MFI:467,False,False
70,P5 gd:726,False,False
71,P1:10096,True,False
72,P2:22861,False,True
73,P4:3332,True,False
74,P2:16723,True,True
75,P7 Mono:6206,False,False
76,P7 Mono:4362,True,False
77,P2:9192,True,False
78,P1:20190,True,False
79,P5 gd:1245,False,False
80,P3:5901,False,False
81,MFI:28,False,False
82,P4:498,True,False
83,P2:2061,True,True
84,P2:15139,False,False
85,P5 NKT:279,False,True
86,P1:6052,True,True
87,P2:9702,True,True
88,P1:17193,True,True
89,MFI:488,True,True
90,P3:5534,True,False
91,P2:20956,True,True
92,P3:639,False,True
93,P2:11640,False,False
94,P2:461,True,False
95,P1:723,False,False
96,P4:6226,True,False
97,P2:18964,True,False
98,P1:9861,True,False
99,P5 gd:1963,False,False
