,MFI:488,P7 Mono:4064,P7 Mono:948,P1:10222,P7:31,P7:186,P2:2853,MFI:511,P5 gd:129,P1:9869,P1:17193,P7 Mono:5197,P3:7908,P1:6055,P2:1844,P2:2061,P4:3712,P2:16723,P1:7323,P7:38,P6 earlyB:111,P2:20956,P4:565,P1:6052,P1:22214,P5 gd:1727,P3:5452,P2:9702,P1:22213,P4:3799
0,-0.00048640082479528557,-0.0026934512508044184,-0.0007177998931977014,-0.002742713414745912,-0.0001521072644977417,-0.0005745768137849772,-0.00040038252491267357,3.373618666147049e-05,-0.0004220560049535138,-0.0004503964105347369,-0.00029231085107178645,0.0011089384171445171,-0.00047015423117940935,0.0010009611827558607,0.0002829055724171414,3.611915379206354e-05,0.0003613952941313725,0.0007124093455992131,0.00020525285140213234,0.00013136190307996842,-4.43064316960895e-05,-0.0005969408528019859,0.0008904281560152549,0.000878799639024791,0.0007195566935237763,0.001315616736898062,0.0035490842294177427,0.001663754360158004,0.0037506508014390205,0.005494532674536201
1,-0.00392608775724404,-0.0009980313054628875,-0.0015030965732285018,0.00036503287762729153,-0.0010631427960917095,0.0001069983921923312,-0.0003384181806252162,-0.0004995524712969046,0.00029543246533528245,0.0006745323591395291,0.0001626397755061515,0.00012955280947973824,-0.00029463566401227714,-0.0003377218753282396,-2.3310971998452557e-05,-9.958424882383632e-05,0.0005036640513179091,-0.0011745351404456317,4.270008081616594e-05,0.0004621298821978481,0.00021693215482368466,-0.0004495760180010522,0.0014499963983259367,0.001573485913182876,0.0004155622934922387,0.0023610948646053675,0.00037846619689044236,0.004661347460320792,0.002011479880139222,0.007323156274252035
2,-0.003937115370446748,-0.0006698574507753019,-0.0010698208027112854,0.0005043029671348287,-0.0008607242466996678,-0.00046210818960254474,-0.00026115088095107764,-0.0005534281543488062,-1.2309034430335597e-05,-6.795156817257508e-06,-0.00036544917102634966,-0.0008372046991984017,0.00013943000595603716,-3.900396710029841e-05,-0.00032369506854251773,9.627211798385327e-05,-0.00016182696581384937,0.0008086176252184996,6.658995690828062e-05,-9.768894915088144e-05,0.0007884883673825172,0.001128373892669704,0.0010400723711473103,0.0017037884112361124,0.0025147496767013444,0.0009723405273480423,0.002332487234769476,0.00027433012337024776,0.007750436390283333,0.0031296801749888248
3,-0.0036030839507043,-0.0001606322560055995,-0.0007019079684408847,-0.0003419255678420441,-6.817302101233547e-05,-0.0007182053490675799,0.00010129361336164155,0.00036315767969744006,-0.0004915863156245426,-0.0006624454235664989,0.00011671908017049648,-0.000601212091824066,0.00044022876518254317,-0.0007515100294476773,0.0002904455011125684,0.00050554133241279,-0.00012887959529930826,0.00030543787826567415,0.0005511136422565455,0.0005607700831850582,0.00024389444569397623,0.0023491822908533744,-0.00010445610497120117,0.0011245069603527669,0.0020018111135206573,0.0032937682724021866,0.0033987485546371765,0.0034970035447365044,0.0053494563586535815,0.007109702723567757
