,max_depth,n_estimators,max_features,neg_mae
0,200,300,0.1,-0.22014998865441354
1,200,300,0.2,-0.2203730428863173
2,200,300,0.3,-0.21965471598214972
3,200,300,0.4,-0.22013085243173744
4,200,300,0.5,-0.21965547235458746
5,200,300,0.6,-0.21993321231374333
6,200,300,0.7,-0.2199835110808563
7,200,300,0.8,-0.2196029044701612
8,200,300,0.9,-0.21987073595038206
9,200,300,1.0,-0.2197743741018078
