,coef_weight_0,coef_weight_1,coef_weight_2,coef_weight_3,coef_weight_4,coef_weight_mean,label,abs(cwm)
15691,-0.5079656178251055,-0.6583188868053453,-0.6537080475136299,-0.6861871617683561,-0.6454152599224191,-0.6303189947669712,MFI:469,0.6303189947669712
2315,-0.1601190146852879,-0.23437144696739265,-0.11273814177597782,-0.22769347875822657,-0.21355152865049923,-0.18969472216747682,P5 gd:1727,0.18969472216747682
13978,-0.18972377951605648,-0.09830797222539808,-0.17526272248458208,-0.232635156989637,-0.23789888034908496,-0.18676570231295173,P1:22213,0.18676570231295173
2337,0.18162395570683276,0.13979489778721715,0.10946732356983223,0.19449704663883602,0.19820413532941553,0.16471747180642674,P5 gd:1625,0.16471747180642674
16002,0.16463367009795024,0.20171950020574728,0.2050090507489391,0.15727318838501347,0.033735676359286704,0.15247421715938736,Lin:31,0.15247421715938736
14014,-0.12412301270280852,-0.09242212903771312,-0.13615322881401265,-0.1855750299476423,-0.206757525552477,-0.1490061852109307,P1:22132,0.1490061852109307
2794,0.1463872990103163,0.10515961844952548,0.14048738034375524,0.10816181888094922,0.24082382268917973,0.1482039878747452,P4:6542,0.1482039878747452
3105,0.10587938151101563,0.12300553356546252,0.19021858976178824,0.09239890100239795,0.20590353345728352,0.14348118785958958,P4:5373,0.14348118785958958
1109,-0.1276155974655489,-0.18761426366169992,-0.18091497987315244,-0.12372805209483262,-0.09561860417832083,-0.14309829945471092,P7 Mono:3409,0.14309829945471092
13977,-0.11653475570444922,-0.08779353696453558,-0.14136439414127128,-0.16015549221583927,-0.17012675871275448,-0.13519498754776998,P1:22214,0.13519498754776998
70,0.17627635007123943,0.04059783513222575,0.14719504277041062,0.09960727331334324,0.1792627262654249,0.1285878455105288,P7:31,0.1285878455105288
14751,-0.12382723591444571,-0.07162444597962002,-0.11999902431210469,-0.1519409401333685,-0.14210744829822577,-0.12189981892755294,P1:20030,0.12189981892755294
2258,0.11804371568685086,0.12444380805175248,0.09923859155674963,0.1039410705979697,0.1413559398667995,0.11740462515202443,P5 gd:1852,0.11740462515202443
15939,-0.15266094105124253,-0.06378290223027416,-0.09840367863161611,-0.10657136401596337,-0.15329872141283654,-0.11494352146838653,MFI:144,0.11494352146838653
