,C,fit_intercept,l1_ratio,max_iter,n_jobs,penalty,solver,avg_neg_mae
0,0.05,True,0.05,100,15,elasticnet,saga,-0.38418568920105356
1,0.05,True,0.1,100,15,elasticnet,saga,-0.3753511852502195
2,0.05,True,0.15000000000000002,100,15,elasticnet,saga,-0.4063103599648815
3,0.05,True,0.2,100,15,elasticnet,saga,-0.418733538191396
4,0.05,True,0.25,100,15,elasticnet,saga,-0.4394095697980685
5,0.05,True,0.3,100,15,elasticnet,saga,-0.4423946444249342
6,0.05,True,0.35000000000000003,100,15,elasticnet,saga,-0.4423946444249342
7,0.05,True,0.4,100,15,elasticnet,saga,-0.4423946444249342
8,0.05,True,0.45,100,15,elasticnet,saga,-0.4423946444249342
9,0.05,True,0.5,100,15,elasticnet,saga,-0.4423946444249342
10,0.05,True,0.55,100,15,elasticnet,saga,-0.4423946444249342
11,0.05,True,0.6000000000000001,100,15,elasticnet,saga,-0.4423946444249342
12,0.05,True,0.6500000000000001,100,15,elasticnet,saga,-0.4423946444249342
13,0.05,True,0.7000000000000001,100,15,elasticnet,saga,-0.4423946444249342
14,0.05,True,0.7500000000000001,100,15,elasticnet,saga,-0.4423946444249342
15,0.05,True,0.8,100,15,elasticnet,saga,-0.4423946444249342
16,0.05,True,0.8500000000000001,100,15,elasticnet,saga,-0.4423946444249342
17,0.05,True,0.9000000000000001,100,15,elasticnet,saga,-0.4423946444249342
18,0.1,True,0.05,100,15,elasticnet,saga,-0.3812445127304653
19,0.1,True,0.1,100,15,elasticnet,saga,-0.37316725197541706
20,0.1,True,0.15000000000000002,100,15,elasticnet,saga,-0.3635535557506585
21,0.1,True,0.2,100,15,elasticnet,saga,-0.3701602282704126
22,0.1,True,0.25,100,15,elasticnet,saga,-0.3709942932396839
23,0.1,True,0.3,100,15,elasticnet,saga,-0.39014486391571557
24,0.1,True,0.35000000000000003,100,15,elasticnet,saga,-0.40188762071992973
25,0.1,True,0.4,100,15,elasticnet,saga,-0.41435469710272177
26,0.1,True,0.45,100,15,elasticnet,saga,-0.4195017559262511
27,0.1,True,0.5,100,15,elasticnet,saga,-0.4246158911325725
28,0.1,True,0.55,100,15,elasticnet,saga,-0.4342295873573311
29,0.1,True,0.6000000000000001,100,15,elasticnet,saga,-0.44016681299385435
30,0.1,True,0.6500000000000001,100,15,elasticnet,saga,-0.4423946444249342
31,0.1,True,0.7000000000000001,100,15,elasticnet,saga,-0.4423946444249342
32,0.1,True,0.7500000000000001,100,15,elasticnet,saga,-0.4423946444249342
33,0.1,True,0.8,100,15,elasticnet,saga,-0.4423946444249342
34,0.1,True,0.8500000000000001,100,15,elasticnet,saga,-0.4423946444249342
35,0.1,True,0.9000000000000001,100,15,elasticnet,saga,-0.4423946444249342
36,0.15000000000000002,True,0.05,100,15,elasticnet,saga,-0.38274802458296747
37,0.15000000000000002,True,0.1,100,15,elasticnet,saga,-0.37532923617208075
38,0.15000000000000002,True,0.15000000000000002,100,15,elasticnet,saga,-0.3709503950834065
39,0.15000000000000002,True,0.2,100,15,elasticnet,saga,-0.3635974539069359
40,0.15000000000000002,True,0.25,100,15,elasticnet,saga,-0.3620829675153644
41,0.15000000000000002,True,0.3,100,15,elasticnet,saga,-0.3591088674275681
42,0.15000000000000002,True,0.35000000000000003,100,15,elasticnet,saga,-0.36138059701492536
43,0.15000000000000002,True,0.4,100,15,elasticnet,saga,-0.3702589991220369
44,0.15000000000000002,True,0.45,100,15,elasticnet,saga,-0.3776119402985075
45,0.15000000000000002,True,0.5,100,15,elasticnet,saga,-0.3878950834064969
46,0.15000000000000002,True,0.55,100,15,elasticnet,saga,-0.39451273046532037
47,0.15000000000000002,True,0.6000000000000001,100,15,elasticnet,saga,-0.400395083406497
48,0.15000000000000002,True,0.6500000000000001,100,15,elasticnet,saga,-0.41286215978928886
49,0.15000000000000002,True,0.7000000000000001,100,15,elasticnet,saga,-0.41653863037752414
50,0.15000000000000002,True,0.7500000000000001,100,15,elasticnet,saga,-0.4232001755926252
51,0.15000000000000002,True,0.8,100,15,elasticnet,saga,-0.4283362598770852
52,0.15000000000000002,True,0.8500000000000001,100,15,elasticnet,saga,-0.43128841088674286
53,0.15000000000000002,True,0.9000000000000001,100,15,elasticnet,saga,-0.4364683933274803
54,0.2,True,0.05,100,15,elasticnet,saga,-0.38273705004389813
55,0.2,True,0.1,100,15,elasticnet,saga,-0.37391352063213346
56,0.2,True,0.15000000000000002,100,15,elasticnet,saga,-0.3709284460052678
57,0.2,True,0.2,100,15,elasticnet,saga,-0.3702260755048288
58,0.2,True,0.25,100,15,elasticnet,saga,-0.3628402107111502
59,0.2,True,0.3,100,15,elasticnet,saga,-0.3613586479367866
60,0.2,True,0.35000000000000003,100,15,elasticnet,saga,-0.35766022827041266
61,0.2,True,0.4,100,15,elasticnet,saga,-0.3583845478489903
62,0.2,True,0.45,100,15,elasticnet,saga,-0.35768217734855134
63,0.2,True,0.5,100,15,elasticnet,saga,-0.3621158911325725
64,0.2,True,0.55,100,15,elasticnet,saga,-0.36876646180860406
65,0.2,True,0.6000000000000001,100,15,elasticnet,saga,-0.3739244951712028
66,0.2,True,0.6500000000000001,100,15,elasticnet,saga,-0.3849868305531168
67,0.2,True,0.7000000000000001,100,15,elasticnet,saga,-0.38567822651448636
68,0.2,True,0.7500000000000001,100,15,elasticnet,saga,-0.3893217734855136
69,0.2,True,0.8,100,15,elasticnet,saga,-0.3929982440737489
70,0.2,True,0.8500000000000001,100,15,elasticnet,saga,-0.39963784021071114
71,0.2,True,0.9000000000000001,100,15,elasticnet,saga,-0.40697980684811236
72,0.25,True,0.05,100,15,elasticnet,saga,-0.38201273046532047
73,0.25,True,0.1,100,15,elasticnet,saga,-0.375428007023705
74,0.25,True,0.15000000000000002,100,15,elasticnet,saga,-0.3724100087796312
75,0.25,True,0.2,100,15,elasticnet,saga,-0.36798726953467953
76,0.25,True,0.25,100,15,elasticnet,saga,-0.3702260755048288
77,0.25,True,0.3,100,15,elasticnet,saga,-0.36432177348551364
78,0.25,True,0.35000000000000003,100,15,elasticnet,saga,-0.35991000877963125
79,0.25,True,0.4,100,15,elasticnet,saga,-0.3606123792800703
80,0.25,True,0.45,100,15,elasticnet,saga,-0.35837357330992103
81,0.25,True,0.5,100,15,elasticnet,saga,-0.35763827919227387
82,0.25,True,0.55,100,15,elasticnet,saga,-0.35917471466198425
83,0.25,True,0.6000000000000001,100,15,elasticnet,saga,-0.3635864793678666
84,0.25,True,0.6500000000000001,100,15,elasticnet,saga,-0.3606453028972783
85,0.25,True,0.7000000000000001,100,15,elasticnet,saga,-0.36582528533801584
86,0.25,True,0.7500000000000001,100,15,elasticnet,saga,-0.3702370500438982
87,0.25,True,0.8,100,15,elasticnet,saga,-0.3798397717295873
88,0.25,True,0.8500000000000001,100,15,elasticnet,saga,-0.3820566286215979
89,0.25,True,0.9000000000000001,100,15,elasticnet,saga,-0.38420763827919224
90,0.3,True,0.05,100,15,elasticnet,saga,-0.381266461808604
91,0.3,True,0.1,100,15,elasticnet,saga,-0.3761413520632133
92,0.3,True,0.15000000000000002,100,15,elasticnet,saga,-0.3761194029850746
93,0.3,True,0.2,100,15,elasticnet,saga,-0.3716747146619842
94,0.3,True,0.25,100,15,elasticnet,saga,-0.3679872695346796
95,0.3,True,0.3,100,15,elasticnet,saga,-0.36875548726953467
96,0.3,True,0.35000000000000003,100,15,elasticnet,saga,-0.36579236172080776
97,0.3,True,0.4,100,15,elasticnet,saga,-0.3635864793678666
98,0.3,True,0.45,100,15,elasticnet,saga,-0.35915276558384546
99,0.3,True,0.5,100,15,elasticnet,saga,-0.35620061457418795
100,0.3,True,0.55,100,15,elasticnet,saga,-0.35763827919227387
101,0.3,True,0.6000000000000001,100,15,elasticnet,saga,-0.3591198419666374
102,0.3,True,0.6500000000000001,100,15,elasticnet,saga,-0.36062335381913957
103,0.3,True,0.7000000000000001,100,15,elasticnet,saga,-0.36138059701492536
104,0.3,True,0.7500000000000001,100,15,elasticnet,saga,-0.3591747146619842
105,0.3,True,0.8,100,15,elasticnet,saga,-0.3577041264266901
106,0.3,True,0.8500000000000001,100,15,elasticnet,saga,-0.36433274802458304
107,0.3,True,0.9000000000000001,100,15,elasticnet,saga,-0.36952370500438986
108,0.35000000000000003,True,0.05,100,15,elasticnet,saga,-0.38346136962247585
109,0.35000000000000003,True,0.1,100,15,elasticnet,saga,-0.3783362598770852
110,0.35000000000000003,True,0.15000000000000002,100,15,elasticnet,saga,-0.37099429323968397
111,0.35000000000000003,True,0.2,100,15,elasticnet,saga,-0.37242098331870055
112,0.35000000000000003,True,0.25,100,15,elasticnet,saga,-0.37241000877963126
113,0.35000000000000003,True,0.3,100,15,elasticnet,saga,-0.36725197541703253
114,0.35000000000000003,True,0.35000000000000003,100,15,elasticnet,saga,-0.3658033362598771
115,0.35000000000000003,True,0.4,100,15,elasticnet,saga,-0.3665276558384548
116,0.35000000000000003,True,0.45,100,15,elasticnet,saga,-0.35770412642669014
117,0.35000000000000003,True,0.5,100,15,elasticnet,saga,-0.36211589113257237
118,0.35000000000000003,True,0.55,100,15,elasticnet,saga,-0.35914179104477617
119,0.35000000000000003,True,0.6000000000000001,100,15,elasticnet,saga,-0.3591527655838455
120,0.35000000000000003,True,0.6500000000000001,100,15,elasticnet,saga,-0.35616769095697975
121,0.35000000000000003,True,0.7000000000000001,100,15,elasticnet,saga,-0.3598661106233537
122,0.35000000000000003,True,0.7500000000000001,100,15,elasticnet,saga,-0.3598990342405619
123,0.35000000000000003,True,0.8,100,15,elasticnet,saga,-0.35991000877963125
124,0.35000000000000003,True,0.8500000000000001,100,15,elasticnet,saga,-0.35917471466198414
125,0.35000000000000003,True,0.9000000000000001,100,15,elasticnet,saga,-0.3576931518876207
126,0.4,True,0.05,100,15,elasticnet,saga,-0.3849429323968393
127,0.4,True,0.1,100,15,elasticnet,saga,-0.3798068481123793
128,0.4,True,0.15000000000000002,100,15,elasticnet,saga,-0.37393546971027214
129,0.4,True,0.2,100,15,elasticnet,saga,-0.3768546971027217
130,0.4,True,0.25,100,15,elasticnet,saga,-0.369468832309043
131,0.4,True,0.3,100,15,elasticnet,saga,-0.37092844600526775
132,0.4,True,0.35000000000000003,100,15,elasticnet,saga,-0.3665057067603161
133,0.4,True,0.4,100,15,elasticnet,saga,-0.36653863037752415
134,0.4,True,0.45,100,15,elasticnet,saga,-0.36726294995610187
135,0.4,True,0.5,100,15,elasticnet,saga,-0.3628511852502195
136,0.4,True,0.55,100,15,elasticnet,saga,-0.3643217734855136
137,0.4,True,0.6000000000000001,100,15,elasticnet,saga,-0.35914179104477617
138,0.4,True,0.6500000000000001,100,15,elasticnet,saga,-0.3591417910447761
139,0.4,True,0.7000000000000001,100,15,elasticnet,saga,-0.3598880597014925
140,0.4,True,0.7500000000000001,100,15,elasticnet,saga,-0.3569139596136962
141,0.4,True,0.8,100,15,elasticnet,saga,-0.3583955223880597
142,0.4,True,0.8500000000000001,100,15,elasticnet,saga,-0.3598990342405619
143,0.4,True,0.9000000000000001,100,15,elasticnet,saga,-0.3606343283582089
144,0.45,True,0.05,100,15,elasticnet,saga,-0.38495390693590864
145,0.45,True,0.1,100,15,elasticnet,saga,-0.3797958735733099
146,0.45,True,0.15000000000000002,100,15,elasticnet,saga,-0.37540605794556625
147,0.45,True,0.2,100,15,elasticnet,saga,-0.37393546971027214
148,0.45,True,0.25,100,15,elasticnet,saga,-0.3746378402107111
149,0.45,True,0.3,100,15,elasticnet,saga,-0.3702041264266901
150,0.45,True,0.35000000000000003,100,15,elasticnet,saga,-0.37092844600526775
151,0.45,True,0.4,100,15,elasticnet,saga,-0.36504609306409136
152,0.45,True,0.45,100,15,elasticnet,saga,-0.36653863037752415
153,0.45,True,0.5,100,15,elasticnet,saga,-0.3650570676031607
154,0.45,True,0.55,100,15,elasticnet,saga,-0.36579236172080776
155,0.45,True,0.6000000000000001,100,15,elasticnet,saga,-0.3621158911325725
156,0.45,True,0.6500000000000001,100,15,elasticnet,saga,-0.3613586479367866
157,0.45,True,0.7000000000000001,100,15,elasticnet,saga,-0.3591527655838455
158,0.45,True,0.7500000000000001,100,15,elasticnet,saga,-0.3562006145741879
159,0.45,True,0.8,100,15,elasticnet,saga,-0.3598880597014925
160,0.45,True,0.8500000000000001,100,15,elasticnet,saga,-0.3576602282704126
161,0.45,True,0.9000000000000001,100,15,elasticnet,saga,-0.35987708516242317
162,0.5,True,0.05,100,15,elasticnet,saga,-0.384229587357331
163,0.5,True,0.1,100,15,elasticnet,saga,-0.3797848990342405
164,0.5,True,0.15000000000000002,100,15,elasticnet,saga,-0.3776119402985074
165,0.5,True,0.2,100,15,elasticnet,saga,-0.3732111501316945
166,0.5,True,0.25,100,15,elasticnet,saga,-0.3768546971027217
167,0.5,True,0.3,100,15,elasticnet,saga,-0.36946883230904304
168,0.5,True,0.35000000000000003,100,15,elasticnet,saga,-0.37241000877963126
169,0.5,True,0.4,100,15,elasticnet,saga,-0.3694578577699737
170,0.5,True,0.45,100,15,elasticnet,saga,-0.36428884986830556
