,C,fit_intercept,l1_ratio,max_iter,n_jobs,penalty,solver,avg_neg_mae
0,0.05,True,0.05,100,15,elasticnet,saga,-0.19168129938542583
1,0.05,True,0.1,100,15,elasticnet,saga,-0.19168129938542583
2,0.05,True,0.15000000000000002,100,15,elasticnet,saga,-0.19168129938542583
3,0.05,True,0.2,100,15,elasticnet,saga,-0.19168129938542583
4,0.05,True,0.25,100,15,elasticnet,saga,-0.19168129938542583
5,0.05,True,0.3,100,15,elasticnet,saga,-0.19168129938542583
6,0.05,True,0.35000000000000003,100,15,elasticnet,saga,-0.19168129938542583
7,0.05,True,0.4,100,15,elasticnet,saga,-0.19168129938542583
8,0.05,True,0.45,100,15,elasticnet,saga,-0.19168129938542583
9,0.05,True,0.5,100,15,elasticnet,saga,-0.19168129938542583
10,0.05,True,0.55,100,15,elasticnet,saga,-0.19168129938542583
11,0.05,True,0.6000000000000001,100,15,elasticnet,saga,-0.19168129938542583
12,0.05,True,0.6500000000000001,100,15,elasticnet,saga,-0.19168129938542583
13,0.05,True,0.7000000000000001,100,15,elasticnet,saga,-0.19168129938542583
14,0.05,True,0.7500000000000001,100,15,elasticnet,saga,-0.19168129938542583
15,0.05,True,0.8,100,15,elasticnet,saga,-0.19168129938542583
16,0.05,True,0.8500000000000001,100,15,elasticnet,saga,-0.19168129938542583
17,0.05,True,0.9000000000000001,100,15,elasticnet,saga,-0.19168129938542583
18,0.1,True,0.05,100,15,elasticnet,saga,-0.18946444249341524
19,0.1,True,0.1,100,15,elasticnet,saga,-0.19168129938542583
20,0.1,True,0.15000000000000002,100,15,elasticnet,saga,-0.19168129938542583
21,0.1,True,0.2,100,15,elasticnet,saga,-0.19168129938542583
22,0.1,True,0.25,100,15,elasticnet,saga,-0.19168129938542583
23,0.1,True,0.3,100,15,elasticnet,saga,-0.19168129938542583
24,0.1,True,0.35000000000000003,100,15,elasticnet,saga,-0.19168129938542583
25,0.1,True,0.4,100,15,elasticnet,saga,-0.19168129938542583
26,0.1,True,0.45,100,15,elasticnet,saga,-0.19168129938542583
27,0.1,True,0.5,100,15,elasticnet,saga,-0.19168129938542583
28,0.1,True,0.55,100,15,elasticnet,saga,-0.19168129938542583
29,0.1,True,0.6000000000000001,100,15,elasticnet,saga,-0.19168129938542583
30,0.1,True,0.6500000000000001,100,15,elasticnet,saga,-0.19168129938542583
31,0.1,True,0.7000000000000001,100,15,elasticnet,saga,-0.19168129938542583
32,0.1,True,0.7500000000000001,100,15,elasticnet,saga,-0.19168129938542583
33,0.1,True,0.8,100,15,elasticnet,saga,-0.19168129938542583
34,0.1,True,0.8500000000000001,100,15,elasticnet,saga,-0.19168129938542583
35,0.1,True,0.9000000000000001,100,15,elasticnet,saga,-0.19168129938542583
36,0.15000000000000002,True,0.05,100,15,elasticnet,saga,-0.19167032484635643
37,0.15000000000000002,True,0.1,100,15,elasticnet,saga,-0.1916922739244952
38,0.15000000000000002,True,0.15000000000000002,100,15,elasticnet,saga,-0.1916812993854258
39,0.15000000000000002,True,0.2,100,15,elasticnet,saga,-0.19315188762071994
40,0.15000000000000002,True,0.25,100,15,elasticnet,saga,-0.19168129938542583
41,0.15000000000000002,True,0.3,100,15,elasticnet,saga,-0.19168129938542583
42,0.15000000000000002,True,0.35000000000000003,100,15,elasticnet,saga,-0.19168129938542583
43,0.15000000000000002,True,0.4,100,15,elasticnet,saga,-0.19168129938542583
44,0.15000000000000002,True,0.45,100,15,elasticnet,saga,-0.19168129938542583
45,0.15000000000000002,True,0.5,100,15,elasticnet,saga,-0.19168129938542583
