,labels,lr_coef,abs(lr_coef)
6259,P2:853,-0.23237297530463213,0.23237297530463213
6997,P2:4261,-0.23227200215611174,0.23227200215611174
3076,P4:5525,-0.23186079148109773,0.23186079148109773
4277,P3:6678,0.23177792774121156,0.23177792774121156
945,P7 Mono:4272,0.23175743429438433,0.23175743429438433
13584,P1:23623,0.23167597356452949,0.23167597356452949
2644,P5 CD8:88,-0.23158117280543045,0.23158117280543045
6833,P2:5131,0.23155765500928718,0.23155765500928718
2259,P5 gd:1851,-0.23154607428010254,0.23154607428010254
2561,P5 gd:1121,-0.23149217400909985,0.23149217400909985
13963,P1:22234,-0.23142410751855355,0.23142410751855355
15437,P1:10294,-0.23131458453088605,0.23131458453088605
4903,P3:4362,0.23120258377830766,0.23120258377830766
4886,P3:4390,0.23118121326184382,0.23118121326184382
10869,P1:945,-0.231106387054517,0.231106387054517
11726,P1:6300,-0.23074876053870527,0.23074876053870527
9482,P2:21291,0.23044357776598834,0.23044357776598834
540,P7 Mono:618,-0.23003800546906106,0.23003800546906106
2637,P5 CD8:95,-0.22998647310331533,0.22998647310331533
2748,P5 CD8:118,0.22982276464996018,0.22982276464996018
15930,MFI:153,-0.22980328729628746,0.22980328729628746
9375,P2:21603,0.22979738738551644,0.22979738738551644
955,P7 Mono:4248,-0.22960983590684306,0.22960983590684306
4648,P3:5511,0.2295650539751538,0.2295650539751538
10876,P1:9437,0.22952493560212195,0.22952493560212195
7522,P2:25952,-0.22912146376213055,0.22912146376213055
15628,MFI:555,0.22902517746652157,0.22902517746652157
15494,MFI:95,0.22898394562517146,0.22898394562517146
6471,P2:7292,-0.2289011310070847,0.2289011310070847
15898,MFI:190,0.22877857367348986,0.22877857367348986
14865,P1:1470,0.22871474295789518,0.22871474295789518
12117,P1:464,0.22868313915803665,0.22868313915803665
4042,P3:7804,0.2284726576934585,0.2284726576934585
7586,P2:25832,-0.22843938912136,0.22843938912136
15976,MFI:1,0.22843288095852168,0.22843288095852168
6056,P2:9086,-0.22835255952226788,0.22835255952226788
14895,P1:13599,-0.22827126322515534,0.22827126322515534
2673,P5 CD8:55,-0.22826831396840158,0.22826831396840158
10780,P1:9759,0.2282157057373671,0.2282157057373671
15742,MFI:399,-0.2282121813426508,0.2282121813426508
25,P7:74,-0.22803258816827565,0.22803258816827565
8332,P2:24182,-0.22796631445327958,0.22796631445327958
13487,P1:23902,0.22789528748046967,0.22789528748046967
3653,P3:874,-0.22771598038268118,0.22771598038268118
106,P7:231,-0.2276812658135239,0.2276812658135239
8213,P2:2461,-0.22759411482274972,0.22759411482274972
7533,P2:25940,-0.22755991418509752,0.22755991418509752
2592,P5 NKT:86,-0.22737328599132967,0.22737328599132967
14203,P1:21589,0.22716396139467923,0.22716396139467923
4097,P3:7651,-0.22715998297671855,0.22715998297671855
559,P7 Mono:611,-0.2271588555187268,0.2271588555187268
3082,P4:5519,-0.22708473237204374,0.22708473237204374
1242,P7 Mono:2123,0.2270769293356092,0.2270769293356092
12785,P1:25829,-0.22691967569470767,0.22691967569470767
1204,P7 Mono:2262,0.22688640195717974,0.22688640195717974
11676,P1:652,0.2267312076187638,0.2267312076187638
3613,P3:960,-0.2266650726591095,0.2266650726591095
9960,P2:1641,0.22664876598096229,0.22664876598096229
4040,P3:7811,0.22637548485504475,0.22637548485504475
13349,P1:24286,-0.22618668657208624,0.22618668657208624
5204,P3:360,-0.22614440089079324,0.22614440089079324
5353,P3:305,-0.22612369251950257,0.22612369251950257
1340,P7 Mono:1287,0.22611575397347938,0.22611575397347938
6101,P2:8970,0.22611239518607493,0.22611239518607493
12353,P1:3697,0.22595170496451927,0.22595170496451927
3560,P4:3153,0.22587696373675806,0.22587696373675806
15846,MFI:238,0.22580024998461057,0.22580024998461057
13585,P1:23622,0.2257852456963819,0.2257852456963819
14641,P1:20305,-0.2257644884299582,0.2257644884299582
1399,P6:43,0.22574205993303126,0.22574205993303126
15023,P1:12929,-0.22561020587572542,0.22561020587572542
11951,P1:5376,-0.22540414293244782,0.22540414293244782
4408,P3:6389,0.2253633919737464,0.2253633919737464
1872,P5 gd:649,0.22525335463391213,0.22525335463391213
7177,P2:307,0.2251884241117763,0.2251884241117763
8476,P2:23939,-0.2251222904544706,0.2251222904544706
5409,P3:2857,-0.2250609616028768,0.2250609616028768
9601,P2:21088,0.2249018033489478,0.2249018033489478
3641,P3:9,0.22485757535910544,0.22485757535910544
1671,P5 gd:960,-0.22483014930873743,0.22483014930873743
12675,P1:26055,-0.2246495334133232,0.2246495334133232
3966,P3:8023,-0.22458727308322404,0.22458727308322404
9871,P2:20252,0.224576168644233,0.224576168644233
2641,P5 CD8:90,-0.2245176639212426,0.2245176639212426
2741,P5 CD8:138,-0.22450895186378647,0.22450895186378647
1909,P5 gd:576,0.2242050729854184,0.2242050729854184
646,P7 Mono:5687,-0.22420003920610776,0.22420003920610776
3564,P4:3143,0.22415140096139224,0.22415140096139224
3645,P3:882,-0.22414922534338186,0.22414922534338186
8516,P2:23880,0.2240828571647658,0.2240828571647658
509,P7 Mono:6264,-0.22400139795328067,0.22400139795328067
715,P7 Mono:5459,-0.2239619808995971,0.2239619808995971
1407,P6:35,0.2239360964119683,0.2239360964119683
7476,P2:26024,-0.22383642284985802,0.22383642284985802
1380,P6:60,-0.22372771188332516,0.22372771188332516
14031,P1:22090,-0.22360658879091494,0.22360658879091494
2737,P5 CD8:145,0.2235906801118827,0.2235906801118827
1858,P5 gd:669,0.22347647884901214,0.22347647884901214
15624,MFI:559,0.22339367808608007,0.22339367808608007
1679,P5 gd:953,-0.22315810147741416,0.22315810147741416
15507,MFI:83,0.22313552765858424,0.22313552765858424
15502,MFI:88,-0.22290558015102083,0.22290558015102083
16,P7:82,-0.22272327904225406,0.22272327904225406
1582,P6 earlyB:29,-0.2225465516498954,0.2225465516498954
3518,P4:3335,-0.22247535064006954,0.22247535064006954
4496,P3:6016,0.22246739102836277,0.22246739102836277
6933,P2:4508,0.222318692048781,0.222318692048781
8670,P2:23437,0.22225148070201262,0.22225148070201262
11767,P1:6130,-0.22217612179512447,0.22217612179512447
9620,P2:21057,0.22201590047909542,0.22201590047909542
6632,P2:6552,0.22201461363266306,0.22201461363266306
15547,MFI:662,-0.2219399543406177,0.2219399543406177
2649,P5 CD8:80,-0.22184228768223227,0.22184228768223227
1879,P5 gd:639,-0.22165735486577326,0.22165735486577326
127,P7:21,0.22147634705337238,0.22147634705337238
4434,P3:6308,0.22130187260071288,0.22130187260071288
14626,P1:20359,-0.22104144030457296,0.22104144030457296
6115,P2:8915,-0.22086591806307365,0.22086591806307365
15927,MFI:156,-0.22084864059329498,0.22084864059329498
1078,P7 Mono:3528,-0.22073611949201535,0.22073611949201535
14402,P1:21043,-0.2206869976142461,0.2206869976142461
6221,P2:8605,0.22055551156182088,0.22055551156182088
12699,P1:26012,-0.22052177694429764,0.22052177694429764
6039,P2:9137,-0.2204563690993974,0.2204563690993974
3461,P4:3551,-0.2202380802400893,0.2202380802400893
3553,P4:3221,-0.22021479712645495,0.22021479712645495
7080,P2:3785,0.22021076585366992,0.22021076585366992
830,P7 Mono:485,0.2199565755514612,0.2199565755514612
4387,P3:645,-0.2198765777624798,0.2198765777624798
12788,P1:25820,-0.21986319008378194,0.21986319008378194
14333,P1:21273,-0.2198033497789244,0.2198033497789244
11142,P1:861,-0.2196984137843824,0.2196984137843824
15049,P1:12818,-0.21955267054802458,0.21955267054802458
15281,P1:11302,-0.21935668865552826,0.21935668865552826
15909,MFI:179,-0.21933254799730567,0.21933254799730567
14530,P1:2063,0.2193325106421996,0.2193325106421996
7284,P2:2653,-0.2192708694322602,0.2192708694322602
5085,P3:3902,0.2192476299892739,0.2192476299892739
2085,P5 gd:2172,0.21921730995200922,0.21921730995200922
6610,P2:6637,0.21918271749529392,0.21918271749529392
637,P7 Mono:5714,-0.21908278921256372,0.21908278921256372
4681,P3:5385,0.21898678565057808,0.21898678565057808
1290,P7 Mono:1762,0.21888931992015298,0.21888931992015298
5723,P2:996,-0.21882952770384795,0.21882952770384795
3075,P4:5526,-0.2187246844305248,0.2187246844305248
2012,P5 gd:38,0.21872319097710258,0.21872319097710258
12180,P1:44,-0.21867803463011037,0.21867803463011037
7219,P2:289,0.2186327181018623,0.2186327181018623
812,P7 Mono:4936,-0.21862071247013826,0.21862071247013826
6656,P2:6459,0.2185102118714078,0.2185102118714078
8007,P2:25084,-0.21834379041161248,0.21834379041161248
3679,P3:8685,0.21811212257181725,0.21811212257181725
962,P7 Mono:4230,-0.21809521945170968,0.21809521945170968
5554,P3:2277,-0.2180241075392652,0.2180241075392652
2377,P5 gd:1500,-0.21797421770522804,0.21797421770522804
6813,P2:5219,0.21784262526142134,0.21784262526142134
12855,P1:25684,0.21774341943062675,0.21774341943062675
5642,P3:1815,-0.2176989261828,0.2176989261828
5352,P3:306,-0.21760540645638943,0.21760540645638943
11674,P1:653,0.2175698588258638,0.2175698588258638
1663,P5 gd:975,0.2174697707619511,0.2174697707619511
8515,P2:23881,0.21740724980530673,0.21740724980530673
433,P7 Mono:6427,-0.21733656489015035,0.21733656489015035
3454,P4:3561,-0.21722314671950452,0.21722314671950452
6975,P2:4344,0.2170197157246422,0.2170197157246422
1983,P5 gd:441,-0.21701616920480016,0.21701616920480016
4054,P3:7780,-0.2170026705118765,0.2170026705118765
11199,P1:8430,-0.21687645918632167,0.21687645918632167
3591,P4:2694,-0.21671233955900263,0.21671233955900263
5625,P3:1875,0.21666039803266118,0.21666039803266118
175,P7:151,-0.21654400107436556,0.21654400107436556
5511,P3:2487,-0.21653188152741876,0.21653188152741876
8859,P2:23088,0.21647832737460138,0.21647832737460138
10699,P1:9984,-0.2164437355702304,0.2164437355702304
3946,P3:8056,0.21638625980965445,0.21638625980965445
2055,P5 gd:265,0.21625463839770825,0.21625463839770825
1726,P5 gd:87,-0.21620192014919398,0.21620192014919398
7379,P2:26148,-0.2161295663693601,0.2161295663693601
6415,P2:7749,-0.21612363636536766,0.21612363636536766
3220,P4:4408,-0.216120178307303,0.216120178307303
10053,P2:13529,0.21605578241045578,0.21605578241045578
10345,P2:123,-0.21591837157387414,0.21591837157387414
5699,P3:104,-0.21585571218777028,0.21585571218777028
10057,P2:13521,0.21574750942776372,0.21574750942776372
15686,MFI:473,0.21565999480707612,0.21565999480707612
2663,P5 CD8:66,0.21541629407068508,0.21541629407068508
4900,P3:437,-0.2153856952020546,0.2153856952020546
8255,P2:24485,-0.21525274639715505,0.21525274639715505
4,P7:95,0.21517131950924273,0.21517131950924273
13999,P1:22153,-0.21507454809626292,0.21507454809626292
2013,P5 gd:378,-0.2150144236069883,0.2150144236069883
7434,P2:26079,0.21490515001241212,0.21490515001241212
15038,P1:12845,-0.21479217944874748,0.21479217944874748
15970,MFI:104,-0.21475249212762282,0.21475249212762282
14886,P1:13610,-0.21452717625150897,0.21452717625150897
5965,P2:9307,-0.21449768692707283,0.21449768692707283
12378,P1:3534,0.2143165764467355,0.2143165764467355
4546,P3:5915,0.21431413539924943,0.21431413539924943
15860,MFI:224,0.21412547977067764,0.21412547977067764
6312,P2:8364,-0.21411575845671854,0.21411575845671854
1466,P6:227,0.2140820622858479,0.2140820622858479
5288,P3:3311,-0.2139816019681006,0.2139816019681006
205,P7:115,-0.21396364910022425,0.21396364910022425
13618,P1:23479,-0.2139467613606909,0.2139467613606909
11897,P1:562,-0.21393401597500702,0.21393401597500702
2200,P5 gd:1982,-0.2138713031636471,0.2138713031636471
14340,P1:21201,-0.21386479373202114,0.21386479373202114
1082,P7 Mono:3516,-0.21381683415967373,0.21381683415967373
1754,P5 gd:829,-0.2137390718939128,0.2137390718939128
5919,P2:9375,-0.2136749868798368,0.2136749868798368
202,P7:119,0.21346940315730448,0.21346940315730448
6945,P2:4475,0.21339641241276586,0.21339641241276586
15504,MFI:86,0.21329998130041763,0.21329998130041763
12056,P1:49,0.21319584162881877,0.21319584162881877
8492,P2:23913,-0.2129858622706084,0.2129858622706084
1828,P5 gd:716,0.21297983271472876,0.21297983271472876
15764,MFI:34,0.21280770173564276,0.21280770173564276
10703,P1:9976,0.21279825948293313,0.21279825948293313
610,P7 Mono:5795,-0.2126717596010706,0.2126717596010706
4682,P3:53,0.21248083426694683,0.21248083426694683
10450,P2:11485,-0.21247989197882314,0.21247989197882314
5478,P3:2549,-0.21247764287861848,0.21247764287861848
13830,P1:22685,-0.2123876298147963,0.2123876298147963
985,P7 Mono:4173,-0.2123391469007663,0.2123391469007663
3036,P4:5617,-0.21232678272334649,0.21232678272334649
3963,P3:8027,0.2122251585742931,0.2122251585742931
6504,P2:716,0.21217374196936156,0.21217374196936156
6761,P2:5645,0.212116871687069,0.212116871687069
8198,P2:24666,-0.2117953275663068,0.2117953275663068
8456,P2:23988,0.21178924027286575,0.21178924027286575
9593,P2:21112,0.21161662110237028,0.21161662110237028
2674,P5 CD8:54,0.21150388089682745,0.21150388089682745
14268,P1:21443,-0.2114867613235864,0.2114867613235864
10064,P2:13494,0.21147047168894012,0.21147047168894012
1055,P7 Mono:3633,0.21142532113548335,0.21142532113548335
15324,P1:11050,-0.21138110594476087,0.21138110594476087
12368,P1:3562,0.21131214747370233,0.21131214747370233
2380,P5 gd:1497,-0.21126382361415363,0.21126382361415363
1424,P6:304,-0.21119136769130542,0.21119136769130542
1961,P5 gd:48,-0.21119007593777891,0.21119007593777891
11209,P1:84,-0.21118837837864726,0.21118837837864726
3414,P4:3706,-0.2111816410601747,0.2111816410601747
3380,P4:3788,-0.21106508757730966,0.21106508757730966
7506,P2:25978,0.21098409341049498,0.21098409341049498
5639,P3:1825,-0.21084209794312014,0.21084209794312014
5541,P3:2339,-0.2108195702729974,0.2108195702729974
2574,P5 gd:1039,0.21075024782299104,0.21075024782299104
4047,P3:7792,0.21067405775954923,0.21067405775954923
7001,P2:4255,0.2106457801621186,0.2106457801621186
7263,P2:2728,-0.21053853925370203,0.21053853925370203
9764,P2:20566,0.21050657520687635,0.21050657520687635
1606,P6 earlyB:21,-0.21049699542961167,0.21049699542961167
1008,P7 Mono:4109,0.21047188160041055,0.21047188160041055
4058,P3:7768,0.2104143388405524,0.2104143388405524
5412,P3:285,0.21040197908311536,0.21040197908311536
6809,P2:5231,0.2104003420976936,0.2104003420976936
10475,P2:11361,0.21037001266672067,0.21037001266672067
14793,P1:1982,-0.2102715864564883,0.2102715864564883
4637,P3:5532,-0.21022859189987594,0.21022859189987594
3648,P3:8748,0.21011114101905923,0.21011114101905923
11782,P1:6059,-0.2100610857752163,0.2100610857752163
6954,P2:4429,0.209730567703336,0.209730567703336
5044,P3:399,-0.20972602960995526,0.20972602960995526
6473,P2:7289,0.20972357988486431,0.20972357988486431
11956,P1:5367,-0.20972132882471609,0.20972132882471609
15291,P1:11283,-0.2096989037264288,0.2096989037264288
15183,P1:11989,-0.2095721480774216,0.2095721480774216
14337,P1:21228,-0.20952539360935385,0.20952539360935385
6613,P2:6633,0.2095065869358048,0.2095065869358048
690,P7 Mono:5540,-0.20939201828482493,0.20939201828482493
8581,P2:23699,-0.20910276926017715,0.20910276926017715
1722,P5 gd:88,-0.20907090989850832,0.20907090989850832
3498,P4:3446,-0.20894536757816937,0.20894536757816937
14846,P1:1662,0.2088404928022663,0.2088404928022663
1716,P5 gd:890,-0.20861237571992078,0.20861237571992078
1250,P7 Mono:2087,-0.2085164722262775,0.2085164722262775
10860,P1:9463,0.20843909765203847,0.20843909765203847
13078,P1:2506,-0.20840713742964437,0.20840713742964437
5588,P3:2093,0.2082201957635917,0.2082201957635917
6329,P2:8310,-0.20816261417889936,0.20816261417889936
14356,P1:2114,-0.20813863713086558,0.20813863713086558
6633,P2:655,-0.20805549432387327,0.20805549432387327
4554,P3:5903,0.2079857142590495,0.2079857142590495
11313,P1:798,-0.20797980839948,0.20797980839948
8590,P2:23690,-0.20797768919077395,0.20797768919077395
8658,P2:23476,-0.20782024987569286,0.20782024987569286
5012,P3:4092,0.20777814066143363,0.20777814066143363
4659,P3:5452,-0.20768211254020066,0.20768211254020066
3514,P4:3345,-0.20752997231255516,0.20752997231255516
5615,P3:1891,-0.20751727027683892,0.20751727027683892
5651,P3:1744,-0.2074990221955048,0.2074990221955048
6045,P2:9117,0.2074491646995305,0.2074491646995305
15871,MFI:214,-0.2073711320861263,0.2073711320861263
3696,P3:8659,0.2072678927715353,0.2072678927715353
15663,MFI:501,0.20710486590794705,0.20710486590794705
6955,P2:4426,0.207099210107717,0.207099210107717
12890,P1:25611,0.20706951073868898,0.20706951073868898
14325,P1:2130,0.20704973189885165,0.20704973189885165
2686,P5 CD8:40,0.20702469413840746,0.20702469413840746
4038,P3:7813,0.20697969143383724,0.20697969143383724
3037,P4:5616,-0.20689313621227717,0.20689313621227717
2271,P5 gd:1827,-0.20682586593011415,0.20682586593011415
2671,P5 CD8:58,-0.20677554157724046,0.20677554157724046
15250,P1:11543,-0.20672364324578613,0.20672364324578613
4881,P3:440,0.20663824444710233,0.20663824444710233
6721,P2:5980,-0.2065813395587348,0.2065813395587348
6466,P2:730,0.20649954828147085,0.20649954828147085
13747,P1:22924,-0.20638766579873669,0.20638766579873669
3377,P4:3793,-0.20619735729319139,0.20619735729319139
136,P7:20,-0.20619269397891815,0.20619269397891815
5671,P3:1484,-0.2061208799950527,0.2061208799950527
7303,P2:26236,-0.20604844247002618,0.20604844247002618
15020,P1:12938,-0.20599358426932346,0.20599358426932346
1471,P6:219,0.20591159546513432,0.20591159546513432
6991,P2:4282,0.20588996558718362,0.20588996558718362
2338,P5 gd:1623,0.20584081567515958,0.20584081567515958
1953,P5 gd:493,0.20576242138096215,0.20576242138096215
13981,P1:22208,0.20571336109948654,0.20571336109948654
10535,P2:11062,-0.2056346176175002,0.2056346176175002
4957,P3:4236,-0.2055388889181683,0.2055388889181683
11788,P1:6041,-0.2054206953542001,0.2054206953542001
11765,P1:6138,-0.20536686930016712,0.20536686930016712
7513,P2:25971,0.20536042254034056,0.20536042254034056
1496,P6:166,-0.2052826820244598,0.2052826820244598
14719,P1:20126,-0.20524734874861042,0.20524734874861042
5048,P3:3963,-0.20514722511166883,0.20514722511166883
11251,P1:824,-0.20508979378878928,0.20508979378878928
84,P7:258,0.20499937093257248,0.20499937093257248
5,P7:94,-0.20481620493728667,0.20481620493728667
234,P7 Mono:969,0.2047936770356314,0.2047936770356314
13027,P1:25234,-0.2047774225470403,0.2047774225470403
944,P7 Mono:4275,0.2047445443600599,0.2047445443600599
6816,P2:5212,0.20463425249682562,0.20463425249682562
15279,P1:11304,-0.2045346139692718,0.2045346139692718
11783,P1:6057,-0.20443241951281615,0.20443241951281615
8354,P2:24147,-0.20430258472829596,0.20430258472829596
8610,P2:23641,0.20405151416762968,0.20405151416762968
3406,P4:3719,0.2039794885017714,0.2039794885017714
3544,P4:3234,0.20396311363901282,0.20396311363901282
15235,P1:11613,-0.20383065454620633,0.20383065454620633
2624,P5 NKT:113,-0.20382009167501552,0.20382009167501552
10929,P1:9305,-0.20381315121038246,0.20381315121038246
12411,P1:3321,0.2035056967067433,0.2035056967067433
11369,P1:7768,-0.2029280473647107,0.2029280473647107
14023,P1:22117,-0.20289124138129638,0.20289124138129638
12794,P1:2581,-0.20281528332385634,0.20281528332385634
2199,P5 gd:1983,-0.20278402428874093,0.20278402428874093
13310,P1:24341,-0.20277914905923455,0.20277914905923455
12106,P1:4717,-0.20272882651268528,0.20272882651268528
5560,P3:2258,-0.20265589978146484,0.20265589978146484
15640,MFI:535,0.20264706394676768,0.20264706394676768
10683,P2:1005,-0.20238459960856217,0.20238459960856217
2510,P5 gd:1253,0.2023729107713758,0.2023729107713758
10986,P1:9157,-0.20225302461366323,0.20225302461366323
15982,Lin:5,-0.2021500262233169,0.2021500262233169
15364,P1:10810,0.20173559615189074,0.20173559615189074
4014,P3:7900,0.20161217359394734,0.20161217359394734
1025,P7 Mono:3812,0.20155739850086662,0.20155739850086662
582,P7 Mono:591,-0.2014289527926605,0.2014289527926605
15600,MFI:583,0.20138709270276553,0.20138709270276553
14597,P1:20420,-0.201349904825469,0.201349904825469
15984,Lin:48,-0.201267360353592,0.201267360353592
15248,P1:11546,-0.20109506471060754,0.20109506471060754
15744,MFI:397,-0.201094674396256,0.201094674396256
9348,P2:21687,0.20107716033164932,0.20107716033164932
4691,P3:514,-0.20092942321852073,0.20092942321852073
7893,P2:25291,-0.20088778365432614,0.20088778365432614
1626,P6 earlyB:153,-0.20080093428728937,0.20080093428728937
9460,P2:21314,0.2007763721478196,0.2007763721478196
11520,P1:7145,-0.20064626113460546,0.20064626113460546
15732,MFI:412,-0.20056376229769496,0.20056376229769496
10476,P2:11332,-0.2004190238723747,0.2004190238723747
14964,P1:13239,0.200304772385054,0.200304772385054
9845,P2:20434,-0.20030118255955928,0.20030118255955928
15703,MFI:440,-0.20009912070812927,0.20009912070812927
15037,P1:12846,-0.20008716472046018,0.20008716472046018
14259,P1:21492,-0.20008311000088078,0.20008311000088078
4737,P3:4843,-0.19991448484564614,0.19991448484564614
1648,P5 gd:995,-0.19959536904532468,0.19959536904532468
15027,P1:12910,-0.19957426924328667,0.19957426924328667
2772,P4:78,-0.19947888493944027,0.19947888493944027
6145,P2:8784,-0.19939889868088462,0.19939889868088462
13726,P1:23049,-0.1993538957737871,0.1993538957737871
14472,P1:20819,-0.19921455271095762,0.19921455271095762
1232,P7 Mono:2179,0.19915888732231876,0.19915888732231876
1623,P6 earlyB:165,-0.19908382781615777,0.19908382781615777
6378,P2:8066,-0.198990493184581,0.198990493184581
6931,P2:4514,0.19893471407773156,0.19893471407773156
3435,P4:3630,0.19879717867240423,0.19879717867240423
14902,P1:13575,-0.19865363324706017,0.19865363324706017
6939,P2:4498,0.19855456610882793,0.19855456610882793
1691,P5 gd:93,0.19848215122377136,0.19848215122377136
15745,MFI:396,-0.19829229488093608,0.19829229488093608
11440,P1:7424,-0.19828018188190122,0.19828018188190122
6088,P2:9002,-0.19819606913726906,0.19819606913726906
214,P7:104,-0.19803759214170893,0.19803759214170893
11202,P1:8428,-0.1978754823822041,0.1978754823822041
8082,P2:24869,-0.19787472065804956,0.19787472065804956
14877,P1:13632,-0.19769884478363908,0.19769884478363908
1520,P6:122,-0.19764881875432339,0.19764881875432339
10115,P2:13305,0.19758887681474896,0.19758887681474896
4302,P3:6643,0.19755463383246016,0.19755463383246016
1661,P5 gd:98,-0.19752246217479752,0.19752246217479752
15245,P1:11557,-0.19750478387450457,0.19750478387450457
15634,MFI:546,-0.19730005190528205,0.19730005190528205
10922,P1:9349,0.19718651171372037,0.19718651171372037
3105,P4:5373,0.19717308870292116,0.19717308870292116
4056,P3:7774,0.19716399554331773,0.19716399554331773
4668,P3:5421,0.19715904059455097,0.19715904059455097
3894,P3:82,-0.1971401821831001,0.1971401821831001
14250,P1:21506,-0.19711826135443072,0.19711826135443072
7148,P2:3412,-0.19711465845620493,0.19711465845620493
7811,P2:25409,0.19710311172093803,0.19710311172093803
12759,P1:25869,-0.19701833834924382,0.19701833834924382
7583,P2:25836,-0.19689667539808137,0.19689667539808137
10051,P2:13532,0.19688628684491813,0.19688628684491813
10566,P2:10855,0.19664510498659407,0.19664510498659407
10842,P1:954,0.19654650505539917,0.19654650505539917
11766,P1:6133,-0.19633978401137603,0.19633978401137603
5475,P3:2552,-0.19618100887573414,0.19618100887573414
12034,P1:50,-0.19593626711329884,0.19593626711329884
252,P7 Mono:942,0.19591104750349983,0.19591104750349983
8651,P2:23517,0.19582426306570092,0.19582426306570092
6112,P2:8934,-0.19577274100670572,0.19577274100670572
4794,P3:4583,0.19572134703924615,0.19572134703924615
2747,P5 CD8:12,0.1956820375706391,0.1956820375706391
1862,P5 gd:664,0.19560716740957731,0.19560716740957731
4876,P3:4408,0.19554202048426655,0.19554202048426655
5962,P2:9310,-0.1954749304674754,0.1954749304674754
3439,P4:3594,0.1952490564616593,0.1952490564616593
1865,P5 gd:660,0.1952357350899686,0.1952357350899686
8235,P2:24523,-0.195203982857325,0.195203982857325
2689,P5 CD8:35,-0.19506804868311967,0.19506804868311967
10525,P2:11098,0.19504065480349062,0.19504065480349062
6074,P2:9033,0.19493665420643136,0.19493665420643136
5922,P2:9371,-0.19493206787853953,0.19493206787853953
10418,P2:11566,-0.19480120788793615,0.19480120788793615
1695,P5 gd:926,-0.19479576498833975,0.19479576498833975
15561,MFI:649,-0.1947186472344723,0.1947186472344723
4853,P3:4477,-0.19465327970969826,0.19465327970969826
8495,P2:23910,0.19452282863657794,0.19452282863657794
15605,MFI:579,-0.1944681564877338,0.1944681564877338
14737,P1:20078,-0.1944507750091824,0.1944507750091824
7504,P2:25985,-0.19436502794958788,0.19436502794958788
1682,P5 gd:945,0.19417537383668293,0.19417537383668293
120,P7:218,-0.19417179989102235,0.19417179989102235
14354,P1:21142,-0.194111284885334,0.194111284885334
3117,P4:5298,0.1939870947596453,0.1939870947596453
4550,P3:5909,0.19374402881884786,0.19374402881884786
1197,P7 Mono:229,0.19373211349139946,0.19373211349139946
10838,P1:958,-0.19367404697341734,0.19367404697341734
5139,P3:377,-0.19364249897665942,0.19364249897665942
15592,MFI:61,-0.19349497013711428,0.19349497013711428
14118,P1:21830,0.19337337760965115,0.19337337760965115
332,P7 Mono:76,0.1933538358356027,0.1933538358356027
824,P7 Mono:4867,0.19317593736375166,0.19317593736375166
1965,P5 gd:472,-0.19316351731110892,0.19316351731110892
2628,P5 NKT:108,0.192953767647107,0.192953767647107
13897,P1:22449,-0.19280831329945092,0.19280831329945092
512,P7 Mono:6260,-0.19249386052954565,0.19249386052954565
11423,P1:7538,-0.19248128877101298,0.19248128877101298
10951,P1:9231,-0.19245039384181975,0.19245039384181975
2563,P5 gd:1115,-0.1923391734078059,0.1923391734078059
144,P7:191,-0.1922994855502723,0.1922994855502723
3021,P4:5642,-0.19221967372004248,0.19221967372004248
12367,P1:3564,0.1921121012538987,0.1921121012538987
5638,P3:183,-0.19198564605672067,0.19198564605672067
8224,P2:2457,-0.19192624679708545,0.19192624679708545
15881,MFI:205,0.19190619446087742,0.19190619446087742
1225,P7 Mono:2196,0.19176353461243112,0.19176353461243112
14938,P1:13386,-0.19167838275070415,0.19167838275070415
11275,P1:8161,-0.1916627461410446,0.1916627461410446
142,P7:194,-0.19165648598488255,0.19165648598488255
11754,P1:617,0.19163900344181511,0.19163900344181511
1693,P5 gd:928,-0.1915780234493185,0.1915780234493185
1163,P7 Mono:2796,-0.1913873184160821,0.1913873184160821
86,P7:254,0.19134197163096897,0.19134197163096897
15707,MFI:436,-0.19134170119371846,0.19134170119371846
5655,P3:1648,-0.19131424400922975,0.19131424400922975
7579,P2:25841,-0.1913133852584436,0.1913133852584436
11790,P1:6032,-0.19122656022593906,0.19122656022593906
14020,P1:22124,-0.1909685092739994,0.1909685092739994
5591,P3:2090,0.19080254843551753,0.19080254843551753
15654,MFI:516,-0.19078750683025306,0.19078750683025306
8093,P2:24836,-0.19077926504703743,0.19077926504703743
4336,P3:6590,-0.190666078797817,0.190666078797817
4600,P3:5695,-0.19050896164184258,0.19050896164184258
3407,P4:3718,-0.1904553832559175,0.1904553832559175
719,P7 Mono:5435,0.1903202409154655,0.1903202409154655
15375,P1:10787,-0.19009864665485052,0.19009864665485052
8881,P2:23043,0.18997741637415386,0.18997741637415386
4108,P3:76,-0.1897350048619944,0.1897350048619944
10908,P1:9370,-0.18964552870240092,0.18964552870240092
15673,MFI:488,-0.18964289971488066,0.18964289971488066
1642,P6 earlyB:112,0.18961896995787955,0.18961896995787955
13545,P1:23681,-0.1895581731075051,0.1895581731075051
10775,P1:9786,-0.18943455137209173,0.18943455137209173
14206,P1:21586,0.18939623445914988,0.18939623445914988
14911,P1:13483,-0.18931830510987588,0.18931830510987588
981,P7 Mono:4182,0.18925577759671214,0.18925577759671214
