,labels,lr_coef,abs(lr_coef)
11785,P1:6052,-0.42128163197716223,0.42128163197716223
13899,P1:22442,-0.42022010748068644,0.42022010748068644
949,P7 Mono:4261,-0.42019986661157105,0.42019986661157105
6357,P2:822,0.42014220974223115,0.42014220974223115
3110,P4:5329,-0.4193964336993017,0.4193964336993017
1898,P5 gd:605,0.4188997521460698,0.4188997521460698
15064,P1:12755,-0.4185792469570794,0.4185792469570794
1501,P6:16,-0.41705786131127803,0.41705786131127803
15326,P1:11047,-0.41697381609730516,0.41697381609730516
2455,P5 gd:1359,0.41524867695300816,0.41524867695300816
10814,P1:9627,-0.4149355940684486,0.4149355940684486
14892,P1:13602,-0.4130189679111726,0.4130189679111726
15734,MFI:410,0.4101561049908621,0.4101561049908621
15515,MFI:76,0.409677815160499,0.409677815160499
11794,P1:6021,-0.4084757416692499,0.4084757416692499
12726,P1:25970,0.40813734074009583,0.40813734074009583
9892,P2:2018,-0.4059073690233353,0.4059073690233353
3486,P4:3472,-0.4045878517180804,0.4045878517180804
3542,P4:3243,0.4045563473111538,0.4045563473111538
1019,P7 Mono:4037,0.4044944014314848,0.4044944014314848
9834,P2:20455,0.4034873531015838,0.4034873531015838
14609,P1:20392,-0.40315129515894804,0.40315129515894804
11917,P1:5478,0.4030259566442101,0.4030259566442101
15496,MFI:93,0.4025476990562655,0.4025476990562655
9349,P2:2168,-0.402378567755234,0.402378567755234
3432,P4:3639,0.4023745427721863,0.4023745427721863
1473,P6:216,0.4000262886045422,0.4000262886045422
11729,P1:6291,-0.3997476893777662,0.3997476893777662
15753,MFI:389,-0.39941092001195283,0.39941092001195283
1813,P5 gd:74,0.39827266888814267,0.39827266888814267
248,P7 Mono:95,0.39770957736674045,0.39770957736674045
3245,P4:4332,-0.397145948238927,0.397145948238927
1957,P5 gd:488,0.396223395226681,0.396223395226681
3481,P4:3477,0.39537870882367593,0.39537870882367593
152,P7:178,-0.39480795454836165,0.39480795454836165
9240,P2:21911,0.3946988022742895,0.3946988022742895
15844,MFI:24,0.39448180325735027,0.39448180325735027
2370,P5 gd:1510,0.39270205963591714,0.39270205963591714
1365,P6:8,0.3926051918042501,0.3926051918042501
1583,P6 earlyB:28,0.39251390886263066,0.39251390886263066
1398,P6:44,0.39234004283624324,0.39234004283624324
143,P7:192,0.3922454295603295,0.3922454295603295
11673,P1:6538,-0.39221329431309954,0.39221329431309954
15812,MFI:27,0.39170149121318015,0.39170149121318015
8353,P2:24148,-0.3915456530940863,0.3915456530940863
3430,P4:3644,0.39129904812294386,0.39129904812294386
511,P7 Mono:6262,-0.39097997132131324,0.39097997132131324
8620,P2:23615,-0.39009697410914224,0.39009697410914224
4039,P3:7812,0.3894453687769403,0.3894453687769403
7495,P2:25998,0.3883568324964756,0.3883568324964756
15392,P1:10573,-0.38830748966352957,0.38830748966352957
147,P7:188,-0.3881193074172619,0.3881193074172619
3479,P4:3484,-0.38732522502834443,0.38732522502834443
13915,P1:22391,-0.3861371796865424,0.3861371796865424
2549,P5 gd:115,0.38563746383481345,0.38563746383481345
15491,MFI:98,-0.3853945528451894,0.3853945528451894
2078,P5 gd:2179,0.3847755371740299,0.3847755371740299
440,P7 Mono:6412,0.38412124816947585,0.38412124816947585
918,P7 Mono:4353,0.38286017751918816,0.38286017751918816
10784,P1:9742,-0.3825725352705431,0.3825725352705431
8013,P2:25057,-0.38079436220948787,0.38079436220948787
7662,P2:25633,-0.3807091650029213,0.3807091650029213
197,P7:127,0.38020541684454734,0.38020541684454734
1540,P6 earlyB:88,-0.37978124072000535,0.37978124072000535
2029,P5 gd:335,-0.3797600237986025,0.3797600237986025
1356,P6:92,-0.3794830848322098,0.3794830848322098
1280,P7 Mono:1897,0.37933864194378203,0.37933864194378203
6840,P2:5074,0.3754859541982292,0.3754859541982292
1524,P6:110,-0.3744695710781233,0.3744695710781233
108,P7:23,0.3742115931877191,0.3742115931877191
15103,P1:12512,-0.374197879882295,0.374197879882295
434,P7 Mono:6426,-0.373980159004487,0.373980159004487
2742,P5 CD8:136,0.37339939392788785,0.37339939392788785
195,P7:129,-0.3731703810621707,0.3731703810621707
7494,P2:25999,0.372317480191061,0.372317480191061
1096,P7 Mono:3441,-0.37175454873590824,0.37175454873590824
12148,P1:4514,0.371742845687357,0.371742845687357
8762,P2:23259,0.37154248929326505,0.37154248929326505
6496,P2:7212,0.36999296545336763,0.36999296545336763
8499,P2:23907,0.36970124170675317,0.36970124170675317
3030,P4:5625,-0.36930420586091023,0.36930420586091023
57,P7:44,-0.3689904792600024,0.3689904792600024
976,P7 Mono:4196,0.3689475780271201,0.3689475780271201
15967,MFI:107,-0.36858078434984054,0.36858078434984054
355,P7 Mono:699,-0.3680788020488612,0.3680788020488612
4724,P3:494,0.3678362126201928,0.3678362126201928
3116,P4:5299,0.36777552164740507,0.36777552164740507
15396,P1:10563,-0.36774616215880385,0.36774616215880385
10698,P1:9985,-0.3672903495230139,0.3672903495230139
2981,P4:5858,-0.3668231704600765,0.3668231704600765
10634,P2:10533,-0.36512857674858334,0.36512857674858334
15009,P1:12997,0.3649147448550982,0.3649147448550982
3032,P4:5622,-0.3643691710026888,0.3643691710026888
629,P7 Mono:5732,0.36423811322840105,0.36423811322840105
15395,P1:10564,-0.36338527063698267,0.36338527063698267
9462,P2:21311,0.36312899058164305,0.36312899058164305
3079,P4:5522,-0.3621288861225539,0.3621288861225539
15763,MFI:35,-0.36188559999134234,0.36188559999134234
6470,P2:7294,0.36179194784499624,0.36179194784499624
8716,P2:23363,-0.36103227090582146,0.36103227090582146
2684,P5 CD8:42,-0.3608277997054245,0.3608277997054245
1425,P6:302,-0.3608226793114635,0.3608226793114635
9443,P2:2135,-0.3607171173205111,0.3607171173205111
5304,P3:3229,-0.3604505148631685,0.3604505148631685
3464,P4:3548,-0.3596490387611738,0.3596490387611738
47,P7:53,-0.35947329820311685,0.35947329820311685
3039,P4:5612,-0.3579039090252002,0.3579039090252002
13365,P1:24256,-0.35772326040476077,0.35772326040476077
1120,P7 Mono:3355,-0.35721431886822974,0.35721431886822974
507,P7 Mono:6269,-0.3566825111501472,0.3566825111501472
8953,P2:22839,0.3566492047065546,0.3566492047065546
13904,P1:22433,-0.35586382406425504,0.35586382406425504
15950,MFI:133,-0.35556445907371026,0.35556445907371026
1933,P5 gd:535,-0.35542505928476087,0.35542505928476087
2777,P4:70,-0.3547458567760158,0.3547458567760158
546,P7 Mono:616,-0.35442596523351494,0.35442596523351494
15700,MFI:457,0.3527510233393675,0.3527510233393675
14120,P1:21828,-0.3525610446824383,0.3525610446824383
3458,P4:3557,-0.3516840707601237,0.3516840707601237
5081,P3:3910,0.35144556947352057,0.35144556947352057
2427,P5 gd:1418,-0.35075764100858087,0.35075764100858087
393,P7 Mono:6515,0.35068866535055926,0.35068866535055926
52,P7:49,0.3502894447836852,0.3502894447836852
10483,P2:11314,0.3500431353827461,0.3500431353827461
3150,P4:4836,0.3500091525772616,0.3500091525772616
2032,P5 gd:331,-0.3492688163651775,0.3492688163651775
14013,P1:22133,-0.34920976381795943,0.34920976381795943
884,P7 Mono:4455,0.34869982082720297,0.34869982082720297
2753,P5 CD8:109,0.34808832286878544,0.34808832286878544
1734,P5 gd:856,-0.3477332929619524,0.3477332929619524
14884,P1:13612,-0.3473992141502558,0.3473992141502558
6489,P2:7230,0.34662585623327696,0.34662585623327696
1566,P6 earlyB:52,-0.3461872230870363,0.3461872230870363
1336,P7 Mono:1351,-0.3455915485566493,0.3455915485566493
9559,P2:21191,0.3455178848502616,0.3455178848502616
8660,P2:23471,-0.34550327784922724,0.34550327784922724
10694,P1:9993,0.3454817184301955,0.3454817184301955
2041,P5 gd:308,-0.3454171852801487,0.3454171852801487
3967,P3:8020,0.3449849671314283,0.3449849671314283
10807,P1:9660,-0.3436687096256078,0.3436687096256078
14487,P1:20784,-0.3434509430995765,0.3434509430995765
2006,P5 gd:396,0.3429745618684555,0.3429745618684555
3404,P4:3720,0.3427852331468614,0.3427852331468614
6631,P2:6553,0.3419565205961774,0.3419565205961774
15914,MFI:169,0.34186647133049197,0.34186647133049197
11468,P1:7310,-0.34170225940023025,0.34170225940023025
2765,P4:89,-0.3416987265965119,0.3416987265965119
15514,MFI:77,-0.3410948510246732,0.3410948510246732
14652,P1:20261,-0.3410533611744458,0.3410533611744458
3947,P3:8055,0.3405742498787284,0.3405742498787284
5174,P3:3668,0.3394109450293654,0.3394109450293654
12440,P1:317,-0.33920115212743607,0.33920115212743607
111,P7:227,-0.3390468338923937,0.3390468338923937
5474,P3:2556,-0.3390253709321794,0.3390253709321794
2494,P5 gd:1284,0.33900061384182206,0.33900061384182206
11943,P1:5409,0.3388915313785522,0.3388915313785522
1500,P6:160,0.3385195761504516,0.3385195761504516
107,P7:230,-0.33780410304576514,0.33780410304576514
10494,P2:11251,-0.33738711275221295,0.33738711275221295
1875,P5 gd:643,-0.33701972748960507,0.33701972748960507
1429,P6:299,-0.33617085820609455,0.33617085820609455
693,P7 Mono:5537,-0.33615541383933134,0.33615541383933134
1439,P6:283,0.33593775257297814,0.33593775257297814
2582,P5 NKT:98,-0.33581592869687205,0.33581592869687205
9754,P2:20579,0.33562039638778624,0.33562039638778624
6463,P2:7303,0.3356081519667427,0.3356081519667427
1638,P6 earlyB:128,-0.3353835168122886,0.3353835168122886
12230,P1:4141,-0.33499742541586697,0.33499742541586697
6615,P2:6625,0.33441116118991726,0.33441116118991726
5556,P3:2269,-0.33427553332416127,0.33427553332416127
2625,P5 NKT:112,-0.33407132258335503,0.33407132258335503
1322,P7 Mono:1507,0.3331529472782836,0.3331529472782836
112,P7:226,-0.3330270747027583,0.3330270747027583
1230,P7 Mono:2182,0.3330187300256101,0.3330187300256101
2905,P4:6239,0.3329064565838396,0.3329064565838396
3433,P4:3638,0.33268186158415813,0.33268186158415813
14650,P1:20270,-0.3322516740574011,0.3322516740574011
3107,P4:5369,-0.3320096908159087,0.3320096908159087
8752,P2:23286,0.33200257343599193,0.33200257343599193
882,P7 Mono:4464,0.33200009341810166,0.33200009341810166
1491,P6:175,-0.3317540421814681,0.3317540421814681
2204,P5 gd:1976,-0.3315219050250815,0.3315219050250815
4593,P3:5727,0.33114229262047323,0.33114229262047323
6806,P2:5236,0.3311135010713551,0.3311135010713551
13885,P1:22471,-0.3302874602884928,0.3302874602884928
8647,P2:23525,-0.33009198399872924,0.33009198399872924
1362,P6:83,0.32993402707029607,0.32993402707029607
1437,P6:286,0.3295226654005468,0.3295226654005468
3068,P4:5533,0.32919056981441597,0.32919056981441597
7509,P2:25975,0.3289376419188509,0.3289376419188509
4654,P3:5457,0.3288443523836431,0.3288443523836431
15659,MFI:508,0.3286098785927366,0.3286098785927366
14474,P1:20810,-0.3283206233393697,0.3283206233393697
15670,MFI:491,-0.32825533536716883,0.32825533536716883
12646,P1:26101,-0.3282539128345414,0.3282539128345414
245,P7 Mono:957,0.32790406182590165,0.32790406182590165
6469,P2:7295,0.32752166253207793,0.32752166253207793
1115,P7 Mono:3386,0.32750497309816606,0.32750497309816606
6672,P2:6391,0.3268894444392786,0.3268894444392786
15069,P1:12696,-0.32661235893532625,0.32661235893532625
15998,Lin:35,-0.32651772449545274,0.32651772449545274
15746,MFI:395,-0.32627370649789417,0.32627370649789417
5993,P2:9251,0.3260143893342721,0.3260143893342721
15923,MFI:160,0.32573595184282045,0.32573595184282045
2662,P5 CD8:67,-0.3257179202209827,0.3257179202209827
7022,P2:4150,-0.32483286122974786,0.32483286122974786
1956,P5 gd:489,0.32478976191546005,0.32478976191546005
2030,P5 gd:334,-0.324626475468192,0.324626475468192
3067,P4:5534,-0.3245663756481172,0.3245663756481172
14431,P1:20899,-0.3244027244748425,0.3244027244748425
1333,P7 Mono:1378,-0.3243909398173732,0.3243909398173732
6731,P2:592,0.32408710038280036,0.32408710038280036
641,P7 Mono:5702,0.3239922405129968,0.3239922405129968
3708,P3:864,-0.32388977018667037,0.32388977018667037
4055,P3:7777,0.3234411305004133,0.3234411305004133
13797,P1:22747,-0.323172055222258,0.323172055222258
3843,P3:8354,0.32262100988144593,0.32262100988144593
1913,P5 gd:570,0.322563777215091,0.322563777215091
2127,P5 gd:210,-0.3220196940115512,0.3220196940115512
7531,P2:25943,-0.32109485688654926,0.32109485688654926
9598,P2:21096,0.3209030775653317,0.3209030775653317
9437,P2:21375,-0.3206566280978979,0.3206566280978979
1374,P6:68,-0.320566028436943,0.320566028436943
151,P7:182,0.32037728733718746,0.32037728733718746
2369,P5 gd:1512,0.3202353151148064,0.3202353151148064
6410,P2:78,0.32014823458743635,0.32014823458743635
5681,P3:130,0.3198038865377154,0.3198038865377154
1056,P7 Mono:3630,0.3195427695913767,0.3195427695913767
5473,P3:2557,-0.31937499474082054,0.31937499474082054
6842,P2:5065,0.3187877336525474,0.3187877336525474
11922,P1:5469,0.31870903472415735,0.31870903472415735
10499,P2:11233,0.3182463344957915,0.3182463344957915
1199,P7 Mono:2282,0.3182333958540439,0.3182333958540439
1272,P7 Mono:1987,0.3174221196586538,0.3174221196586538
278,P7 Mono:89,-0.3173787193405371,0.3173787193405371
3740,P3:8587,0.3171765292455488,0.3171765292455488
1254,P7 Mono:2075,-0.31695298973303326,0.31695298973303326
15658,MFI:510,-0.31656653673707724,0.31656653673707724
6508,P2:7148,0.31651682269112846,0.31651682269112846
1200,P7 Mono:2279,0.3161428156122625,0.3161428156122625
14887,P1:13608,-0.3159268623923617,0.3159268623923617
12186,P1:4334,-0.3155940125257608,0.3155940125257608
11919,P1:5471,0.31529089243073327,0.31529089243073327
16019,Lin:15,0.315219569038067,0.315219569038067
6864,P2:5,-0.31497388878971416,0.31497388878971416
2345,P5 gd:1596,0.3148814109077074,0.3148814109077074
3152,P4:4834,-0.31452908168606275,0.31452908168606275
8993,P2:22694,0.3144776319773145,0.3144776319773145
5510,P3:2488,-0.31431239761718427,0.31431239761718427
1636,P6 earlyB:130,0.31405153166822036,0.31405153166822036
1974,P5 gd:457,0.3137996600063629,0.3137996600063629
87,P7:252,0.3137345369774684,0.3137345369774684
532,P7 Mono:620,-0.31328937285975145,0.31328937285975145
1882,P5 gd:634,-0.31321432589207127,0.31321432589207127
441,P7 Mono:6411,-0.3126964295674846,0.3126964295674846
1564,P6 earlyB:56,-0.31192047178414695,0.31192047178414695
6076,P2:9024,0.3116658072137015,0.3116658072137015
13800,P1:22739,-0.3114857125011392,0.3114857125011392
6810,P2:5227,0.31099431079293577,0.31099431079293577
5505,P3:2503,-0.3109121850469565,0.3109121850469565
1258,P7 Mono:2068,0.31086413195573853,0.31086413195573853
123,P7:214,0.3097970083213923,0.3097970083213923
5281,P3:335,-0.3095909995848345,0.3095909995848345
8214,P2:24604,-0.3089671757479884,0.3089671757479884
3676,P3:8693,0.3088875086067531,0.3088875086067531
15675,MFI:486,-0.30875350246900335,0.30875350246900335
8498,P2:23908,0.3084300341436727,0.3084300341436727
10629,P2:10638,0.30835960591835027,0.30835960591835027
16012,Lin:21,-0.30776617874102863,0.30776617874102863
2979,P4:5860,-0.30774827711153263,0.30774827711153263
3153,P4:4832,0.3072616109554208,0.3072616109554208
15708,MFI:435,0.30685550720076893,0.30685550720076893
2020,P5 gd:365,0.30653071870141174,0.30653071870141174
2242,P5 gd:1881,0.3065211342250198,0.3065211342250198
15682,MFI:477,0.3061614974100909,0.3061614974100909
3072,P4:5529,0.3060290147811014,0.3060290147811014
3163,P4:4690,-0.30601650124186924,0.30601650124186924
15743,MFI:398,-0.305686736565149,0.305686736565149
15895,MFI:193,0.30557101524636265,0.30557101524636265
16020,Lin:14,0.3055431260153674,0.3055431260153674
2248,P5 gd:1872,0.30553810704294876,0.30553810704294876
3029,P4:5626,-0.30528090009347675,0.30528090009347675
6847,P2:5047,0.30479768248451417,0.30479768248451417
5643,P3:1807,-0.3043029345692747,0.3043029345692747
11136,P1:8661,0.3037633018802903,0.3037633018802903
3769,P3:8536,0.3035692437445648,0.3035692437445648
2264,P5 gd:1846,0.30341820869614816,0.30341820869614816
15920,MFI:163,0.30328351464264114,0.30328351464264114
1334,P7 Mono:1375,-0.30310892710241244,0.30310892710241244
3515,P4:3344,-0.30306701042085005,0.30306701042085005
2321,P5 gd:1696,0.30289664176321307,0.30289664176321307
